specification_id,baseline_type,baseline_label,model_family,model_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,complexity_score,cycle,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error,absolute_mean_error,absolute_expected_seat_error,mean_absolute_error_rank,rmse_rank,brier_score_rank,log_loss_rank,absolute_mean_error_rank,absolute_expected_seat_error_rank,winner_accuracy_rank,performance_score,complexity_penalty,simplicity_adjusted_score
raw_presidential_margin__generic_only__gb_0.55,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.55,0.0,0.0,1,,1545,2.866716836502014,6.529626968443022,5.004007039999998,8.678066701235919,0.9436893203883495,0.04757092228084156,0.16809904828993075,756,765,789.2497105051854,9,33.24971050518536,2.866716836502014,33.24971050518536,95.0,83.0,44.0,50.0,101.0,82.0,41.5,0.5392512077294687,0.0,0.5392512077294687
raw_presidential_margin__generic_only__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.25,0.0,0.0,1,,1545,1.8252605258224024,6.529007942608718,4.913995929999999,8.683417832756376,0.9411003236245955,0.04891409985069035,0.17010249028785426,756,753,771.4690307967408,-3,15.469030796740753,1.8252605258224024,15.469030796740753,94.0,84.0,82.0,69.0,76.0,42.0,69.5,0.5404589371980676,0.0,0.5404589371980676
normalized_partisan_baseline__generic_plus_approval__gb_0.25,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.25,0.5,0.0,2,,1545,-1.0015355905553005,6.137337710236517,4.545299593500001,8.235477381470176,0.9320388349514563,0.04942142900920681,0.1694331038491842,756,713,724.777880249501,-43,-31.22211975049902,1.0015355905553005,31.22211975049902,40.0,44.0,96.0,63.0,36.0,81.0,113.0,0.49516908212560384,0.05,0.5451690821256039
raw_presidential_margin__generic_only__gb_0.60,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.6,0.0,0.0,1,,1545,3.040292888281949,6.560409017474737,5.0122847900000025,8.703543807617013,0.9449838187702265,0.04750959033140151,0.16815449891338222,756,767,792.2806768118878,11,36.280676811887815,3.040292888281949,36.280676811887815,99.0,91.0,42.0,52.0,104.0,88.0,32.5,0.5513285024154589,0.0,0.5513285024154589
normalized_partisan_baseline__generic_only__gb_0.25,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.25,0.0,0.0,1,,1545,-1.307684457996368,6.228373357754867,4.770406770000001,8.314441651255295,0.9300970873786408,0.04937289464123747,0.16928131995866835,756,708,719.2412970239689,-48,-36.758702976031145,1.307684457996368,36.758702976031145,48.0,51.0,95.0,62.0,51.0,91.0,125.0,0.5567632850241545,0.0,0.5567632850241545
raw_presidential_margin__generic_only__gb_0.65,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.65,0.0,0.0,1,,1545,3.2138689400618845,6.600551260831981,5.124007040000002,8.736444109919383,0.946925566343042,0.04749708812314321,0.1683229987073568,756,772,795.330883796282,16,39.33088379628202,3.2138689400618845,39.33088379628202,105.0,97.0,41.0,54.0,107.0,94.0,20.0,0.5603864734299516,0.0,0.5603864734299516
raw_presidential_margin__generic_only__gb_0.20,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.2,0.0,0.0,1,,1545,1.651684474042467,6.560020206426194,4.88107485,8.710657051027637,0.9391585760517799,0.04929149185691745,0.17081945957748085,756,748,768.572539548551,-8,12.572539548551049,1.651684474042467,12.572539548551049,98.0,93.0,92.0,82.0,68.0,33.0,86.5,0.5682367149758455,0.0,0.5682367149758455
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.25,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,,1545,-1.0038009627235853,6.088283066380854,4.425239756499998,8.178062891271093,0.9320388349514563,0.049237391532052914,0.16894741948492592,756,713,724.8386360022262,-43,-31.161363997773833,1.0038009627235853,31.161363997773833,35.0,37.0,90.0,59.0,37.0,80.0,113.0,0.47342995169082125,0.1,0.5734299516908212
normalized_partisan_baseline__generic_plus_approval__gb_0.20,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.2,0.5,0.0,2,,1545,-1.1751116423352357,6.200275143694834,4.64714200649999,8.295372192624813,0.9320388349514563,0.04994998001195317,0.1705715342257866,756,713,721.9742216315856,-43,-34.02577836841442,1.1751116423352357,34.02577836841442,46.0,50.0,108.0,76.0,43.0,87.0,113.0,0.5398550724637681,0.05,0.5898550724637681
raw_presidential_margin__generic_only__gb_0.15,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.15,0.0,0.0,1,,1545,1.4781084222625316,6.599328333936874,4.941514676,8.745301309710909,0.9352750809061489,0.04971004670936028,0.17164409611671444,756,742,765.6948304229711,-14,9.694830422971108,1.4781084222625316,9.694830422971108,104.0,101.0,102.0,94.0,59.0,24.0,102.5,0.5948067632850241,0.0,0.5948067632850241
raw_presidential_margin__generic_only__gb_0.70,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.7,0.0,0.0,1,,1545,3.3874449918418192,6.647746325036511,5.235126209999997,8.776684128701994,0.9462783171521035,0.04753422602693372,0.16860522039800385,756,775,798.4002241481753,19,42.40022414817531,3.3874449918418192,42.40022414817531,110.0,104.0,43.0,58.0,110.0,103.0,24.5,0.5972222222222222,0.0,0.5972222222222222
normalized_partisan_baseline__generic_only__gb_0.20,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.2,0.0,0.0,1,,1545,-1.4812605097763036,6.3002534693238,4.856615090000002,8.383433687457106,0.9300970873786408,0.049949530061643224,0.1705541806894361,756,708,716.4599861934439,-48,-39.54001380655609,1.4812605097763036,39.54001380655609,54.0,57.0,107.0,75.0,60.0,96.0,125.0,0.6026570048309179,0.0,0.6026570048309179
raw_presidential_margin__generic_only__gb_0.10,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.1,0.0,0.0,1,,1545,1.3045323704825964,6.646070121512278,5.03576784,8.787263024928357,0.9320388349514563,0.05016871910004453,0.17257574472492235,756,737,762.8357125845182,-19,6.835712584518205,1.3045323704825964,6.835712584518205,109.0,107.0,110.0,104.0,50.0,15.0,113.0,0.6086956521739131,0.0,0.6086956521739131
raw_presidential_margin__generic_only__gb_0.05,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.05,0.0,0.0,1,,1545,1.130956318702661,6.699787519758233,5.0821817056,8.836437951773474,0.9307443365695793,0.050666456588213594,0.173613757340927,756,737,759.9949726762923,-19,3.9949726762922637,1.130956318702661,3.9949726762922637,113.0,111.0,119.0,113.0,41.0,9.0,121.5,0.6213768115942029,0.0,0.6213768115942029
raw_presidential_margin__generic_only__gb_0.75,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.75,0.0,0.0,1,,1545,3.5610210436217553,6.704178621668227,5.339487479999999,8.824163452639677,0.9462783171521035,0.047621766945237565,0.16900183215533376,756,775,801.488547785801,19,45.48854778580096,3.5610210436217553,45.48854778580096,114.0,109.0,45.0,61.0,113.0,109.0,24.5,0.6213768115942029,0.0,0.6213768115942029
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.20,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,,1545,-1.1773770145035207,6.145827962689009,4.559508416500002,8.231794830185866,0.9313915857605178,0.04973337904631059,0.16999660206758474,756,712,722.0208557397322,-44,-33.979144260267844,1.1773770145035207,33.979144260267844,41.0,43.0,103.0,66.0,44.0,86.0,118.0,0.5253623188405797,0.1,0.6253623188405797
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.45,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.45,0.5,0.5,3,,1545,2.823448228214926,6.388935213033346,4.7899903974999996,8.637634939032313,0.943042071197411,0.04850866371481658,0.17004324766473525,756,770,789.5720568212299,14,33.57205682122992,2.823448228214926,33.57205682122992,66.0,74.0,65.0,67.0,99.0,84.0,47.5,0.5259661835748792,0.1,0.6259661835748792
raw_presidential_margin__generic_only__gb_0.00,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.0,0.0,0.0,1,,1545,0.9573802669227256,6.759458763993831,5.202430679999999,8.892706428103875,0.9307443365695793,0.051202202785789366,0.17475749378035227,756,737,757.1723769128685,-19,1.172376912868458,0.9573802669227256,1.172376912868458,117.0,116.0,127.0,122.0,34.0,4.0,121.5,0.6274154589371981,0.0,0.6274154589371981
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,,1545,2.6498721764349917,6.365697075916194,4.6656212365,8.619075382933726,0.940453074433657,0.04861207574674442,0.1700855539186816,756,766,786.5603581584227,10,30.560358158422673,2.6498721764349917,30.560358158422673,62.0,71.0,70.0,68.0,96.0,78.0,75.0,0.5458937198067633,0.1,0.6458937198067632
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,,1545,2.3027200728751205,6.347671324910885,4.7194164265000005,8.604693480536216,0.9385113268608414,0.04895877768174674,0.17050440775493808,756,763,780.5943992379547,7,24.59439923795469,2.3027200728751205,24.59439923795469,58.0,67.0,85.0,74.0,90.0,66.0,89.0,0.5495169082125604,0.1,0.6495169082125604
normalized_partisan_baseline__generic_only__gb_0.15,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.15,0.0,0.0,1,,1545,-1.654836561556239,6.3810233148383615,4.99025226,8.459605696867925,0.9300970873786408,0.050561090853589445,0.17193091096647375,756,708,713.6959652185891,-48,-42.304034781410905,1.654836561556239,42.304034781410905,65.0,62.0,117.0,98.0,69.0,100.0,125.0,0.6497584541062802,0.0,0.6497584541062802
normalized_partisan_baseline__generic_plus_approval__gb_0.15,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.15,0.5,0.0,2,,1545,-1.3486876941151713,6.271885530343184,4.747695346500002,8.362670605869097,0.9294498381877022,0.050514620172962946,0.17181455929652287,756,709,719.1880845801627,-47,-36.811915419837305,1.3486876941151713,36.811915419837305,52.0,56.0,116.0,96.0,52.0,93.0,128.5,0.6008454106280193,0.05,0.6508454106280194
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,,1545,2.476296124655056,6.3528005175758056,4.6838107135000016,8.608085228901047,0.9391585760517799,0.04876242125685,0.17023949795299628,756,764,783.5678089206718,8,27.567808920671837,2.476296124655056,27.567808920671837,60.0,69.0,76.0,72.0,93.0,72.0,86.5,0.5513285024154589,0.1,0.6513285024154589
raw_presidential_margin__generic_only__gb_0.80,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.8,0.0,0.0,1,,1545,3.73459709540169,6.7680550960669335,5.439891906,8.878765945638047,0.945631067961165,0.04776042179622453,0.16951349605697555,756,776,804.595660381141,20,48.59566038114099,3.73459709540169,48.59566038114099,118.0,115.0,49.0,65.0,116.0,113.0,28.5,0.6515700483091788,0.0,0.6515700483091788
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,,1545,2.1291440210951853,6.3527996391659025,4.717878523499998,8.608909118730919,0.9365695792880259,0.04920019285912653,0.1708796121798058,756,758,777.6400841166787,2,21.640084116678736,2.1291440210951853,21.640084116678736,59.0,70.0,89.0,83.0,86.0,60.0,94.5,0.553743961352657,0.1,0.653743961352657
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.50,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.5,0.5,0.5,3,,1545,2.997024279994861,6.421749674686744,4.837894083350001,8.663715251433254,0.9423948220064725,0.04845307385949946,0.17011325079222633,756,769,792.6028776970294,13,36.602877697029385,2.997024279994861,36.602877697029385,71.0,81.0,61.0,70.0,102.0,90.0,55.0,0.5555555555555556,0.1,0.6555555555555556
raw_presidential_margin__generic_plus_approval__gb_0.45,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.45,0.5,0.0,2,,1545,2.8257136003832106,6.46117561136409,4.797181823499997,8.703657254507544,0.940453074433657,0.04874225895080918,0.1706297243605639,756,768,789.3704687381543,12,33.37046873815427,2.8257136003832106,33.37046873815427,78.0,92.0,74.0,79.0,100.0,83.0,75.0,0.606280193236715,0.05,0.656280193236715
raw_presidential_margin__generic_plus_approval__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.35,0.5,0.0,2,,1545,2.478561496823341,6.441421471559624,4.776076248500001,8.686817648225833,0.9365695792880259,0.04907550173504651,0.17101433640119243,756,762,783.3960964049721,6,27.396096404972127,2.478561496823341,27.396096404972127,72.0,85.0,86.0,87.0,94.0,71.0,94.5,0.6068840579710145,0.05,0.6568840579710146
raw_presidential_margin__generic_plus_approval__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.3,0.5,0.0,2,,1545,2.3049854450434055,6.443585716081113,4.796205413499997,8.689694935972298,0.9365695792880259,0.049310529438808974,0.17137262515870272,756,760,780.4377026178418,4,24.43770261784175,2.3049854450434055,24.43770261784175,74.0,86.0,93.0,91.0,91.0,65.0,94.5,0.6080917874396136,0.05,0.6580917874396136
raw_presidential_margin__generic_plus_approval__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.25,0.5,0.0,2,,1545,2.1314093932634703,6.455738590144543,4.8047551235000014,8.700100174229329,0.9365695792880259,0.04958986806075766,0.17184067263081,756,758,777.4984166547783,2,21.49841665477834,2.1314093932634703,21.49841665477834,76.0,89.0,99.0,97.0,87.0,59.0,94.5,0.6092995169082125,0.05,0.6592995169082125
raw_presidential_margin__generic_plus_approval__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.4,0.5,0.0,2,,1545,2.652137548603276,6.447555908678006,4.802136223500002,8.691475787311433,0.9385113268608414,0.04888576146074286,0.17076647820542198,756,765,786.3736717237248,9,30.373671723724783,2.652137548603276,30.373671723724783,75.0,87.0,80.0,81.0,97.0,77.0,89.0,0.6099033816425121,0.05,0.6599033816425122
raw_presidential_margin__generic_plus_approval__gb_0.50,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.5,0.5,0.0,2,,1545,2.9992896521631467,6.485595702810886,4.8345251335000015,8.723330532605681,0.9411003236245955,0.048645914177758286,0.1706047493739671,756,769,792.3864920159282,13,36.386492015928184,2.9992896521631467,36.386492015928184,84.0,95.0,71.0,78.0,103.0,89.0,69.5,0.6177536231884058,0.05,0.6677536231884058
raw_presidential_margin__generic_plus_approval__gb_0.55,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.55,0.5,0.0,2,,1545,3.172865703943082,6.519677580579755,4.943810713500003,8.750445091129198,0.943042071197411,0.048597612448942624,0.1706922271762486,756,774,795.4217085551562,18,39.421708555156215,3.172865703943082,39.421708555156215,93.0,102.0,68.0,80.0,106.0,95.0,47.5,0.6177536231884058,0.05,0.6677536231884058
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.20,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,,1545,1.95556796931525,6.3675121412594935,4.682336033500004,8.620720983176644,0.9352750809061489,0.04948568917657159,0.17136444216018926,756,756,774.7047854759184,0,18.704785475918356,1.95556796931525,18.704785475918356,64.0,72.0,98.0,90.0,82.0,52.0,102.5,0.5682367149758455,0.1,0.6682367149758455
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,,1545,1.6084158657553793,6.421179668508103,4.7017394535,8.666989187952934,0.9326860841423948,0.050184911457171265,0.1726603196482576,756,748,768.8907724523373,-8,12.890772452337274,1.6084158657553793,12.890772452337274,70.0,82.0,111.0,105.0,65.0,35.0,108.0,0.5688405797101449,0.1,0.6688405797101449
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.15,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,,1545,1.7819919175353147,6.3901234190868745,4.635352073500002,8.640097919562235,0.9320388349514563,0.04981426758434373,0.17195823184236642,756,751,771.7883942381112,-5,15.78839423811121,1.7819919175353147,15.78839423811121,67.0,75.0,104.0,99.0,74.0,44.0,113.0,0.5760869565217391,0.1,0.6760869565217391
raw_presidential_margin__generic_only__gb_0.85,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.85,0.0,0.0,1,,1545,3.9081731471816252,6.837162096747192,5.481721598,8.9403610962069,0.9449838187702265,0.047950845025791146,0.17014086650336774,756,779,807.7213220846477,23,51.72132208464768,3.9081731471816252,51.72132208464768,121.0,119.0,52.0,71.0,119.0,117.0,32.5,0.6769323671497585,0.0,0.6769323671497585
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,,1545,1.4348398139754446,6.461275779731923,4.6902944366499995,8.701325119956747,0.9326860841423948,0.050596590293690506,0.17347004926209778,756,746,766.0117554300126,-10,10.011755430012613,1.4348398139754446,10.011755430012613,79.0,90.0,118.0,112.0,56.0,27.0,108.0,0.5772946859903382,0.1,0.6772946859903382
raw_presidential_margin__generic_plus_approval__gb_0.20,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.2,0.5,0.0,2,,1545,1.957833341483535,6.475816221792828,4.713019706649998,8.718006408440845,0.9346278317152104,0.04991251896337653,0.17241781006276055,756,755,774.5781333735614,-1,18.5781333735614,1.957833341483535,18.5781333735614,82.0,94.0,106.0,103.0,83.0,51.0,104.0,0.6280193236714976,0.05,0.6780193236714976
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.55,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.55,0.5,0.5,3,,1545,3.1706003317747973,6.463237851421824,4.848231863349994,8.697248663253824,0.943042071197411,0.048446156653741544,0.17029623314361783,756,772,795.6527546351267,16,39.65275463512671,3.1706003317747973,39.65275463512671,80.0,88.0,60.0,73.0,105.0,99.0,47.5,0.5791062801932367,0.1,0.6791062801932367
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.15,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,,1545,-1.3509530662834561,6.211943660125061,4.6378429265000065,8.293077072690936,0.9294498381877022,0.050266283676914804,0.17115089328460206,756,709,719.2207549182003,-47,-36.77924508179967,1.3509530662834561,36.77924508179967,47.0,49.0,113.0,88.0,53.0,92.0,128.5,0.5827294685990339,0.1,0.6827294685990338
raw_presidential_margin__generic_plus_approval__gb_0.15,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.15,0.5,0.0,2,,1545,1.7842572897035995,6.505312879315351,4.775556496500002,8.743367553078956,0.9326860841423948,0.05027746528180635,0.17310337286743913,756,750,771.6767183397135,-6,15.676718339713489,1.7842572897035995,15.676718339713489,88.0,100.0,114.0,109.0,75.0,43.0,108.0,0.6376811594202898,0.05,0.6876811594202898
raw_presidential_margin__generic_plus_approval__gb_0.60,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.6,0.5,0.0,2,,1545,3.3464417557230175,6.562889687730045,4.9895486765,8.784932028153174,0.9436893203883495,0.04859820001025574,0.1708928297586288,756,775,798.4760459157135,19,42.476045915713485,3.3464417557230175,42.476045915713485,101.0,105.0,69.0,85.0,109.0,104.0,41.5,0.6394927536231884,0.05,0.6894927536231884
raw_presidential_margin__generic_plus_approval__gb_0.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.1,0.5,0.0,2,,1545,1.6106812379236641,6.544523930203896,4.7931766335000034,8.776118978995214,0.9320388349514563,0.05068367565993117,0.17389670162465715,756,745,768.7940099818516,-11,12.79400998185156,1.6106812379236641,12.79400998185156,97.0,103.0,120.0,118.0,66.0,34.0,113.0,0.643719806763285,0.05,0.693719806763285
raw_presidential_margin__generic_only__gb_0.90,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.9,0.0,0.0,1,,1545,4.08174919896156,6.915364846685056,5.553008503000001,9.008805474553528,0.9449838187702265,0.048193630187941004,0.1708845885918719,756,781,810.8652464730251,25,54.86524647302508,4.08174919896156,54.86524647302508,124.0,122.0,56.0,84.0,122.0,120.0,32.5,0.696256038647343,0.0,0.696256038647343
normalized_partisan_baseline__generic_plus_approval__gb_0.10,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.1,0.5,0.0,2,,1545,-1.5222637458951065,6.35366389779464,4.8728500666500025,8.437195460873763,0.9288025889967637,0.051114300680953094,0.17316156688604312,756,708,716.4191892113165,-48,-39.58081078868349,1.5222637458951065,39.58081078868349,61.0,60.0,125.0,110.0,61.0,98.0,132.0,0.6485507246376812,0.05,0.6985507246376812
raw_presidential_margin__generic_plus_approval__gb_0.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.05,0.5,0.0,2,,1545,1.4371051861437294,6.590761636535158,4.923914513499998,8.816178323590893,0.9307443365695793,0.05113010781549276,0.17479714300432697,756,743,765.9298217413659,-13,9.929821741365913,1.4371051861437294,9.929821741365913,103.0,108.0,126.0,124.0,57.0,25.0,121.5,0.6527777777777778,0.05,0.7027777777777778
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,,1545,1.2612637621955087,6.50932014087341,4.812300726499998,8.743018005066407,0.9307443365695793,0.05104826324557518,0.1743867705416724,756,743,763.1511538748193,-13,7.151153874819329,1.2612637621955087,7.151153874819329,91.0,99.0,124.0,119.0,47.0,18.0,121.5,0.6044685990338164,0.1,0.7044685990338164
raw_presidential_margin__generic_only__gb_0.95,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.95,0.0,0.0,1,,1545,4.255325250741496,6.998601354927127,5.575929480000003,9.083944262309693,0.946925566343042,0.04848930563651293,0.1717452964581022,756,788,814.0270997419552,32,58.027099741955226,4.255325250741496,58.027099741955226,127.0,125.0,64.0,95.0,125.0,123.0,20.0,0.7053140096618357,0.0,0.7053140096618357
raw_presidential_margin__generic_plus_approval__gb_0.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.0,0.5,0.0,2,,1545,1.2635291343637935,6.643217647342019,4.982208326650003,8.863446500535538,0.9275080906148867,0.05161571192918095,0.17580405061399293,756,738,763.0839442000449,-18,7.083944200044925,1.2635291343637935,7.083944200044925,108.0,113.0,132.0,129.0,48.0,17.0,134.5,0.6672705314009661,0.05,0.7172705314009662
normalized_partisan_baseline__generic_only__gb_0.10,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.1,0.0,0.0,1,,1545,-1.828412613336174,6.468424369186582,5.114641580000001,8.542765619844529,0.9255663430420712,0.051206533038155116,0.17341090751343113,756,701,710.9489384419232,-55,-45.05106155807675,1.828412613336174,45.05106155807675,81.0,66.0,129.0,111.0,77.0,106.0,136.0,0.7185990338164252,0.0,0.7185990338164252
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.60,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.6,0.5,0.5,3,,1545,3.3441763835547325,6.514856059199948,4.9504665935,8.73814936915429,0.943042071197411,0.04848871991661612,0.17059286139272162,756,774,798.7215808164476,18,42.72158081644761,3.3441763835547325,42.72158081644761,92.0,98.0,63.0,77.0,108.0,105.0,47.5,0.6201690821256038,0.1,0.7201690821256038
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.10,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,,1545,-1.5245291180633913,6.285300434897554,4.749761993500002,8.361743614554154,0.9294498381877022,0.05083505641386655,0.17240967493876622,756,709,716.4380673478122,-47,-39.56193265218781,1.5245291180633913,39.56193265218781,53.0,55.0,122.0,102.0,62.0,97.0,128.5,0.625,0.1,0.725
raw_presidential_margin__generic_only__gb_1.00,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,1.0,0.0,0.0,1,,1545,4.428901302521431,7.087119068390039,5.70724839,9.16561282063456,0.946925566343042,0.04883833037314861,0.1727236115935033,756,794,817.2065001633777,38,61.206500163377655,4.428901302521431,61.206500163377655,130.0,128.0,79.0,106.0,128.0,127.0,20.0,0.7391304347826086,0.0,0.7391304347826086
raw_presidential_margin__generic_plus_approval__gb_0.65,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.65,0.5,0.0,2,,1545,3.5200178075029522,6.614634034557644,5.0648437433500035,8.826704929944338,0.941747572815534,0.0486484795834804,0.1712072257467021,756,778,801.5493904803977,22,45.54939048039773,3.5200178075029522,45.54939048039773,106.0,110.0,72.0,89.0,112.0,110.0,63.0,0.6920289855072463,0.05,0.7420289855072464
normalized_partisan_baseline__generic_plus_approval__gb_0.05,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.05,0.5,0.0,2,,1545,-1.695839797675041,6.441979691493669,5.034532486499998,8.518757101968484,0.9288025889967637,0.05174797927731042,0.1746119548548813,756,706,713.6672425465634,-50,-42.33275745343656,1.695839797675041,42.33275745343656,73.0,64.0,133.0,121.0,70.0,102.0,132.0,0.6932367149758455,0.05,0.7432367149758455
raw_presidential_margin__generic_plus_approval__gb_0.70,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.7,0.5,0.0,2,,1545,3.693593859282888,6.673177854161851,5.199868053349999,8.8756609238954,0.943042071197411,0.04874920586835107,0.1716360789157342,756,780,804.6415858713465,24,48.64158587134648,3.693593859282888,48.64158587134648,112.0,114.0,75.0,93.0,115.0,114.0,47.5,0.697463768115942,0.05,0.7474637681159421
raw_presidential_margin__generic_only__gb_1.05,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,1.05,0.0,0.0,1,,1545,4.602477354301366,7.180713622304603,5.817023020000001,9.253638264457926,0.9462783171521035,0.04924109009756545,0.1738201411488543,756,795,820.4030178242051,39,64.40301782420511,4.602477354301366,64.40301782420511,133.0,131.0,91.0,117.0,131.0,130.0,24.5,0.7735507246376812,0.0,0.7735507246376812
