specification_id,cycle,estimate_margin_dem,environment_margin_dem,input_questions,retained_questions,aggregated_rows,unique_polls,unique_pollsters,effective_sample_size,weighted_mean_poll_age_days
lb30__equal__q_all__sample_equal__quality_off__partisan_downweight__poll_level,2024,-0.024626449025134355,-0.02216380412262092,735,58,40,40,25,40.0,12.675
lb30__equal__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2018,8.674804734135863,7.807324260722277,1773,189,88,88,23,88.0,14.125
lb30__equal__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2020,7.890859768802251,7.101773791922026,943,94,83,83,15,83.0,14.542168674698795
lb30__equal__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2022,0.3900016856711775,0.35100151710405975,1364,130,99,99,43,99.0,15.969696969696969
lb30__equal__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2024,-0.024626449025134355,-0.02216380412262092,735,58,40,40,25,40.0,12.675
lb30__equal__q_all__sample_equal__quality_on__partisan_include__poll_level,2018,8.81202243592436,7.930820192331924,1773,189,88,88,23,85.9350038395278,14.330697976281785
lb30__equal__q_all__sample_equal__quality_on__partisan_include__poll_level,2020,7.967357529246324,7.170621776321692,943,94,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_all__sample_equal__quality_on__partisan_include__poll_level,2022,0.34973940948266935,0.3147654685344024,1364,130,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_all__sample_equal__quality_on__partisan_include__poll_level,2024,0.1447959485131352,0.1303163536618217,735,58,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2018,8.81202243592436,7.930820192331924,1773,189,88,88,23,85.9350038395278,14.330697976281785
lb30__equal__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.967357529246324,7.170621776321692,943,94,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2022,0.34973940948266935,0.3147654685344024,1364,130,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.1447959485131352,0.1303163536618217,735,58,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2018,8.81202243592436,7.930820192331924,1773,189,88,88,23,85.9350038395278,14.330697976281785
lb30__equal__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.967357529246324,7.170621776321692,943,94,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2022,0.34973940948266935,0.3147654685344024,1364,130,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.1447959485131352,0.1303163536618217,735,58,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2018,8.677184755719967,7.80946628014797,1773,189,88,88,23,81.70274006682027,14.454853190410569
lb30__equal__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.610697943803481,6.849628149423133,943,94,83,83,15,71.61140751111729,15.458874295932187
lb30__equal__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2022,0.6338621895407502,0.5704759705866752,1364,130,99,99,43,66.04707512562685,16.934007565770198
lb30__equal__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2024,-0.01992722556219425,-0.017934503005974826,735,58,40,40,25,37.74954128652211,12.709299467838393
lb30__equal__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2018,8.677184755719967,7.80946628014797,1773,189,88,88,23,81.70274006682027,14.454853190410569
lb30__equal__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2020,7.610697943803481,6.849628149423133,943,94,83,83,15,71.61140751111729,15.458874295932187
lb30__equal__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2022,0.6338621895407502,0.5704759705866752,1364,130,99,99,43,66.04707512562685,16.934007565770198
lb30__equal__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2024,-0.01992722556219425,-0.017934503005974826,735,58,40,40,25,37.74954128652211,12.709299467838393
lb30__equal__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2018,8.677184755719967,7.80946628014797,1773,189,88,88,23,81.70274006682027,14.454853190410569
lb30__equal__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2020,7.610697943803481,6.849628149423133,943,94,83,83,15,71.61140751111729,15.458874295932187
lb30__equal__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2022,0.6338621895407502,0.5704759705866752,1364,130,99,99,43,66.04707512562685,16.934007565770198
lb30__equal__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2024,-0.01992722556219425,-0.017934503005974826,735,58,40,40,25,37.74954128652211,12.709299467838393
lb30__equal__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2018,8.819583573271,7.937625215943901,1773,189,88,88,23,80.8526277618242,14.693797285551776
lb30__equal__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2020,7.670197778701998,6.903178000831798,943,94,83,83,15,73.92416771773553,15.400455020377299
lb30__equal__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2022,0.5904602452355127,0.5314142207119614,1364,130,99,99,43,67.6892859411717,16.979755221283707
lb30__equal__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2024,0.12663306386848458,0.11396975748163612,735,58,40,40,25,37.41496083428821,12.77421793958706
lb30__equal__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2018,8.819583573271,7.937625215943901,1773,189,88,88,23,80.8526277618242,14.693797285551776
lb30__equal__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2020,7.670197778701998,6.903178000831798,943,94,83,83,15,73.92416771773553,15.400455020377299
lb30__equal__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2022,0.5904602452355127,0.5314142207119614,1364,130,99,99,43,67.6892859411717,16.979755221283707
lb30__equal__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2024,0.12663306386848458,0.11396975748163612,735,58,40,40,25,37.41496083428821,12.77421793958706
lb30__equal__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2018,8.819583573271,7.937625215943901,1773,189,88,88,23,80.8526277618242,14.693797285551776
lb30__equal__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2020,7.670197778701998,6.903178000831798,943,94,83,83,15,73.92416771773553,15.400455020377299
lb30__equal__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2022,0.5904602452355127,0.5314142207119614,1364,130,99,99,43,67.6892859411717,16.979755221283707
lb30__equal__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2024,0.12663306386848458,0.11396975748163612,735,58,40,40,25,37.41496083428821,12.77421793958706
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2018,8.41692432080713,7.575231888726417,1773,105,88,88,23,88.0,14.125
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2020,7.877136997331869,7.089423297598682,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2022,0.15497108247821814,0.13947397423039634,1364,99,99,99,43,99.0,15.969696969696969
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2024,-0.0596826446259751,-0.05371438016337759,735,41,40,40,25,40.0,12.675
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2018,8.41692432080713,7.575231888726417,1773,105,88,88,23,88.0,14.125
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2020,7.877136997331869,7.089423297598682,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2022,0.15497108247821814,0.13947397423039634,1364,99,99,99,43,99.0,15.969696969696969
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2024,-0.0596826446259751,-0.05371438016337759,735,41,40,40,25,40.0,12.675
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2018,8.41692432080713,7.575231888726417,1773,105,88,88,23,88.0,14.125
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2020,7.877136997331869,7.089423297598682,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2022,0.15497108247821814,0.13947397423039634,1364,99,99,99,43,99.0,15.969696969696969
lb30__equal__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2024,-0.0596826446259751,-0.05371438016337759,735,41,40,40,25,40.0,12.675
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2018,8.522742305769587,7.670468075192628,1773,105,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2020,7.949394102389364,7.154454692150428,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2022,0.08212547860067014,0.07391293074060312,1364,99,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2024,0.11619694235152872,0.10457724811637585,735,41,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2018,8.522742305769587,7.670468075192628,1773,105,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.949394102389364,7.154454692150428,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2022,0.08212547860067014,0.07391293074060312,1364,99,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.11619694235152872,0.10457724811637585,735,41,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2018,8.522742305769587,7.670468075192628,1773,105,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.949394102389364,7.154454692150428,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2022,0.08212547860067014,0.07391293074060312,1364,99,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.11619694235152872,0.10457724811637585,735,41,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2018,8.292571428864923,7.463314285978431,1773,105,88,88,23,81.2819447338958,14.458799374136083
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.602874226866396,6.842586804179756,943,83,83,83,15,71.45939171448121,15.47246255630412
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2022,0.474923162417672,0.4274308461759048,1364,99,99,99,43,65.02110594469357,16.989073543282665
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2024,-0.07803100023078408,-0.07022790020770567,735,41,40,40,25,37.974921751082576,12.69620523463668
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2018,8.292571428864923,7.463314285978431,1773,105,88,88,23,81.2819447338958,14.458799374136083
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2020,7.602874226866396,6.842586804179756,943,83,83,83,15,71.45939171448121,15.47246255630412
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2022,0.474923162417672,0.4274308461759048,1364,99,99,99,43,65.02110594469357,16.989073543282665
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2024,-0.07803100023078408,-0.07022790020770567,735,41,40,40,25,37.974921751082576,12.69620523463668
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2018,8.292571428864923,7.463314285978431,1773,105,88,88,23,81.2819447338958,14.458799374136083
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2020,7.602874226866396,6.842586804179756,943,83,83,83,15,71.45939171448121,15.47246255630412
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2022,0.474923162417672,0.4274308461759048,1364,99,99,99,43,65.02110594469357,16.989073543282665
lb30__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2024,-0.07803100023078408,-0.07022790020770567,735,41,40,40,25,37.974921751082576,12.69620523463668
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2018,8.394555069366108,7.555099562429497,1773,105,88,88,23,81.30547282354388,14.695513833729143
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2020,7.65904854429492,6.893143689865428,943,83,83,83,15,73.76909026101299,15.41333830423478
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2022,0.4088016728666916,0.36792150558002246,1364,99,99,99,43,66.61475748703293,17.03826213370974
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2024,0.0779608522385452,0.07016476701469068,735,41,40,40,25,37.5133827777833,12.754771378324275
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2018,8.394555069366108,7.555099562429497,1773,105,88,88,23,81.30547282354388,14.695513833729143
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2020,7.65904854429492,6.893143689865428,943,83,83,83,15,73.76909026101299,15.41333830423478
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2022,0.4088016728666916,0.36792150558002246,1364,99,99,99,43,66.61475748703293,17.03826213370974
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2024,0.0779608522385452,0.07016476701469068,735,41,40,40,25,37.5133827777833,12.754771378324275
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2018,8.394555069366108,7.555099562429497,1773,105,88,88,23,81.30547282354388,14.695513833729143
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2020,7.65904854429492,6.893143689865428,943,83,83,83,15,73.76909026101299,15.41333830423478
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2022,0.4088016728666916,0.36792150558002246,1364,99,99,99,43,66.61475748703293,17.03826213370974
lb30__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2024,0.0779608522385452,0.07016476701469068,735,41,40,40,25,37.5133827777833,12.754771378324275
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2018,8.401584807288929,7.561426326560036,1773,88,88,88,23,88.0,14.125
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2020,7.904582540272635,7.114124286245372,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2022,0.4680090952238553,0.4212081857014698,1364,99,99,99,43,99.0,15.969696969696969
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2024,0.014262550600326218,0.012836295540293597,735,40,40,40,25,40.0,12.675
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2018,8.401584807288929,7.561426326560036,1773,88,88,88,23,88.0,14.125
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2020,7.904582540272635,7.114124286245372,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2022,0.4680090952238553,0.4212081857014698,1364,99,99,99,43,99.0,15.969696969696969
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2024,0.014262550600326218,0.012836295540293597,735,40,40,40,25,40.0,12.675
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2018,8.401584807288929,7.561426326560036,1773,88,88,88,23,88.0,14.125
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2020,7.904582540272635,7.114124286245372,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2022,0.4680090952238553,0.4212081857014698,1364,99,99,99,43,99.0,15.969696969696969
lb30__equal__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2024,0.014262550600326218,0.012836295540293597,735,40,40,40,25,40.0,12.675
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2018,8.532491500107444,7.6792423500966995,1773,88,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2020,7.985320956103285,7.186788860492957,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2022,0.4365264317078402,0.39287378853705623,1364,99,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2024,0.17651528359573482,0.15886375523616134,735,40,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2018,8.532491500107444,7.6792423500966995,1773,88,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.985320956103285,7.186788860492957,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2022,0.4365264317078402,0.39287378853705623,1364,99,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.17651528359573482,0.15886375523616134,735,40,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2018,8.532491500107444,7.6792423500966995,1773,88,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.985320956103285,7.186788860492957,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2022,0.4365264317078402,0.39287378853705623,1364,99,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.17651528359573482,0.15886375523616134,735,40,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2018,8.425581869620137,7.583023682658124,1773,88,88,88,23,81.33022716230087,14.331721591980607
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.618490622854331,6.856641560568899,943,83,83,83,15,71.75864038493629,15.445339942275302
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2022,0.6618359615352334,0.5956523653817101,1364,99,99,99,43,66.06509851962089,16.937645678273075
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2024,0.039574874023097104,0.035617386620787395,735,40,40,40,25,37.493222900617006,12.733540579023083
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,2018,8.425581869620137,7.583023682658124,1773,88,88,88,23,81.33022716230087,14.331721591980607
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,2020,7.618490622854331,6.856641560568899,943,83,83,83,15,71.75864038493629,15.445339942275302
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,2022,0.6618359615352334,0.5956523653817101,1364,99,99,99,43,66.06509851962089,16.937645678273075
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,2024,0.039574874023097104,0.035617386620787395,735,40,40,40,25,37.493222900617006,12.733540579023083
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,2018,8.425581869620137,7.583023682658124,1773,88,88,88,23,81.33022716230087,14.331721591980607
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,2020,7.618490622854331,6.856641560568899,943,83,83,83,15,71.75864038493629,15.445339942275302
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,2022,0.6618359615352334,0.5956523653817101,1364,99,99,99,43,66.06509851962089,16.937645678273075
lb30__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,2024,0.039574874023097104,0.035617386620787395,735,40,40,40,25,37.493222900617006,12.733540579023083
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,2018,8.555501573388645,7.69995141604978,1773,88,88,88,23,81.07308129695066,14.59088628546111
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,2020,7.68129934415381,6.91316940973843,943,83,83,83,15,74.0741067813549,15.38762681946627
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,2022,0.6238963548712066,0.561506719384086,1364,99,99,99,43,67.73291187150707,16.9768186157465
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,2024,0.17638611652931682,0.15874750487638514,735,40,40,40,25,37.298465568298425,12.802546389917582
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,2018,8.555501573388645,7.69995141604978,1773,88,88,88,23,81.07308129695066,14.59088628546111
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,2020,7.68129934415381,6.91316940973843,943,83,83,83,15,74.0741067813549,15.38762681946627
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,2022,0.6238963548712066,0.561506719384086,1364,99,99,99,43,67.73291187150707,16.9768186157465
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,2024,0.17638611652931682,0.15874750487638514,735,40,40,40,25,37.298465568298425,12.802546389917582
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,2018,8.555501573388645,7.69995141604978,1773,88,88,88,23,81.07308129695066,14.59088628546111
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,2020,7.68129934415381,6.91316940973843,943,83,83,83,15,74.0741067813549,15.38762681946627
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,2022,0.6238963548712066,0.561506719384086,1364,99,99,99,43,67.73291187150707,16.9768186157465
lb30__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,2024,0.17638611652931682,0.15874750487638514,735,40,40,40,25,37.298465568298425,12.802546389917582
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,2018,8.980619790518857,8.082557811466971,1773,88,88,88,23,88.0,14.125
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,2020,7.904582540272635,7.114124286245372,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,2022,0.5646727711697095,0.5082054940527385,1364,101,99,99,43,99.0,15.969696969696969
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,2024,0.0011138829986431452,0.0010024946987788308,735,42,40,40,25,40.0,12.675
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,2018,8.980619790518857,8.082557811466971,1773,88,88,88,23,88.0,14.125
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,2020,7.904582540272635,7.114124286245372,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,2022,0.5646727711697095,0.5082054940527385,1364,101,99,99,43,99.0,15.969696969696969
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,2024,0.0011138829986431452,0.0010024946987788308,735,42,40,40,25,40.0,12.675
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,2018,8.980619790518857,8.082557811466971,1773,88,88,88,23,88.0,14.125
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,2020,7.904582540272635,7.114124286245372,943,83,83,83,15,83.0,14.542168674698795
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,2022,0.5646727711697095,0.5082054940527385,1364,101,99,99,43,99.0,15.969696969696969
lb30__equal__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,2024,0.0011138829986431452,0.0010024946987788308,735,42,40,40,25,40.0,12.675
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,2018,9.163174769438973,8.246857292495076,1773,88,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,2020,7.985320956103285,7.186788860492957,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,2022,0.5450118517028952,0.4905106665326057,1364,101,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,2024,0.1611721979275565,0.14505497813480084,735,42,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2018,9.163174769438973,8.246857292495076,1773,88,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.985320956103285,7.186788860492957,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2022,0.5450118517028952,0.4905106665326057,1364,101,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.1611721979275565,0.14505497813480084,735,42,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2018,9.163174769438973,8.246857292495076,1773,88,88,88,23,85.93500383952781,14.330697976281783
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.985320956103285,7.186788860492957,943,83,83,83,15,81.78882162586771,14.45654281098546
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2022,0.5450118517028952,0.4905106665326057,1364,101,99,99,43,96.17012336044665,15.965642458100557
lb30__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.1611721979275565,0.14505497813480084,735,42,40,40,25,38.57871373273198,12.78629579375848
lb30__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2018,9.085609368867864,8.177048431981078,1773,88,88,88,23,81.22505544352939,14.389033262866889
lb30__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.618490622854331,6.856641560568899,943,83,83,83,15,71.75864038493629,15.445339942275302
lb30__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2022,0.7573302158553966,0.681597194269857,1364,101,99,99,43,66.91922576629455,16.88411468053864
lb30__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2024,0.02477147293128042,0.02229432563815238,735,42,40,40,25,37.493222900617006,12.733540579023083
