source,source_file,source_row_number,source_row_hash,poll_id,question_id,race_id,cycle,election_date,stage,office_type,seat_name,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,transparency_score,methodology,start_date,end_date,field_period_days,days_before_election,sample_size,population,population_full,tracking,internal,partisan,sponsors,notes,url,url_article,url_topline,url_crosstab,dem_pct,rep_pct,ind_pct,two_party_total,margin_dem,two_party_margin_dem,valid_major_party_values,pre_election
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3388,4a0c9dc2ecd302d557fed2ab15993cd9ca141d471c7ed6fed8d7c858e46e1f75,53951,87337,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Probability Panel,2018-09-03,2018-09-09,7,58,1281.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,50.9,38.9,2.9,89.8,12.0,13.3630289532294,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3384,0a3a39d013ee6ad0d3a39f928ff927f43f8732e4c2c95d30a36c122ab43ae347,53961,86836,8273,2018,2018-11-06,general,U.S. House,Generic,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,7.0,Online Opt-In Panel,2018-09-06,2018-09-09,4,58,1988.0,rv,rv,,,,Politico,,https://morningconsult.com/wp-content/uploads/2018/09/180919_crosstabs_POLITICO_v1_DK.pdf,,,https://morningconsult.com/wp-content/uploads/2018/09/180919_crosstabs_POLITICO_v1_DK.pdf,45.0,35.0,,80.0,10.0,12.5,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3385,46a4264973a06d31576b303cf9d90008c61c7b17c1a95ca0463050e33e07e5ae,53962,86837,8273,2018,2018-11-06,general,U.S. House,Generic,1205,Marist College,Marist College,183,Marist University,2.9,-0.9,9.0,Live Phone,2018-09-05,2018-09-09,5,58,777.0,rv,rv,,False,,NPR,,http://maristpoll.marist.edu/wp-content/uploads/2018/09/NPR_Marist-Poll_National-Nature-of-the-Sample-and-Tables_Trump-Approval_September-2018_1809111654.pdf#page=3,,,,50.0,38.0,,88.0,12.0,13.636363636363637,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3380,da4be75131e3a21ceb20763ec76385b4a3b73f3a83f0ebf6607f783bd0ea1a1e,54060,87206,8273,2018,2018-11-06,general,U.S. House,Generic,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,5.0,Online Opt-In Panel,2018-09-08,2018-09-09,2,58,1000.0,rv,rv,True,,,The Hill,,https://thehill.com/hilltv/what-americas-thinking/406720-dem-lead-shrinks-on-generic-house-ballot,,,,41.0,36.0,,77.0,5.0,6.4935064935064934,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3389,7075d6305afc22b9b1bd34003876aaf996abcee38c62178513292fc255f0aed2,57339,92744,8273,2018,2018-11-06,general,U.S. House,Generic,1193,SurveyMonkey,SurveyMonkey,324,SurveyMonkey,2.0,0.2,,Online Opt-In Panel,2018-09-03,2018-09-09,7,58,8944.0,a,a,,,,New York Times,,https://drive.google.com/file/d/12gKHkaHeYA5ySu_Sh3ZTvnyR4lygdtw7/view,,,,45.0,41.0,,86.0,4.0,4.651162790697675,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3377,9a5d83d8210b4d98f80f817ce9c9a2bfad4f8a9500793c876db790ceab87ca3d,53950,86808,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-04,2018-09-10,7,57,2280.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,39.8,30.9,3.3,70.69999999999999,8.899999999999999,12.58840169731259,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3378,4e3fcbf8b37ceca159a38fb7c1f5d72e2f11eb84515453509ee7913815fa7030,53950,86815,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-04,2018-09-10,7,57,1904.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,45.6,35.5,3.8,81.1,10.100000000000001,12.4537607891492,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3379,aea5546294f03d84fc85a4f21095af5a33999f4e62ac5f1d392af58d919443d2,53950,87336,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-04,2018-09-10,7,57,1246.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,49.2,40.1,3.0,89.30000000000001,9.100000000000001,10.19036954087346,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3373,8fa9c948736889d08ef727b059789ae1bf6b0940f9a04f65f872521a4d50a20a,53964,86842,8273,2018,2018-11-06,general,U.S. House,Generic,568,YouGov,YouGov,391,YouGov,3.0,-1.1,9.0,Online Matched Sample,2018-09-09,2018-09-11,3,56,1216.0,rv,rv,,,,Economist,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sc59yl78f2/econTabReport.pdf,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sc59yl78f2/econTabReport.pdf,44.0,41.0,,85.0,3.0,3.5294117647058822,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3374,509d9f39786416e4d31efc4a72d38cff4fec8ab28b5081926d7920f47e15523c,54081,87242,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-05,2018-09-11,7,56,2250.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,40.4,31.3,3.4,71.7,9.099999999999998,12.691771269177123,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3375,e9c5f6804c8ccfa0ddbc60967f5cc6f494010de8382028d067886f39f3ddedd9,54081,87249,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-05,2018-09-11,7,56,1883.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,45.4,36.1,3.8,81.5,9.299999999999997,11.411042944785274,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3376,6e7a800295ebdb168a2366db09c6f63f3c2fbb477d540aeafca761b9d2f7ea49,54081,87335,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-05,2018-09-11,7,56,1225.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,49.0,40.8,3.0,89.8,8.200000000000003,9.131403118040092,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3370,bee1dc6a5baaf51905175c3cef9d497d73074cd8a61e59ba6e1ddd88b0c63d9e,54080,87241,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-06,2018-09-12,7,55,2275.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,41.0,31.3,3.3,72.3,9.7,13.416320885200552,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3371,9ea314cc1361c8d170b78f6ba7f727db94bd139572fd4b3a67663499b2d92afb,54080,87248,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-06,2018-09-12,7,55,1922.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,45.5,36.1,3.7,81.6,9.399999999999999,11.519607843137255,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3372,9b7dacbb8058b84fdd439faddaadb69bbe47d79060c42af48986043c332272e2,54080,87334,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-06,2018-09-12,7,55,1260.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,49.4,40.7,3.0,90.1,8.699999999999996,9.655937846836844,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3365,f5f40957a351ea818a4262aaa57d358b09ebd106d7ca5fdaecd69adf970175d8,54079,87240,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-07,2018-09-13,7,54,2280.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,40.6,30.8,3.4,71.4,9.8,13.725490196078432,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3366,fc861d848dd493feaf7f6c2e34a1cd94249a630e5251c8ecdc5a240271137063,54079,87247,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-07,2018-09-13,7,54,1933.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,44.8,35.8,3.9,80.6,9.0,11.166253101736974,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3367,144d9de40f213e62e19be8f9d0bac3b4d0a2c4ab91855cb357f15b8ff62f3ac0,54079,87333,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-07,2018-09-13,7,54,1281.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,49.3,41.2,3.0,90.5,8.099999999999994,8.950276243093917,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3364,f89fc887717addad8f35891679bc2f697a7fd3936a220906a3543dd33d96ba2d,54102,87447,8273,2018,2018-11-06,general,U.S. House,Generic,399,Rasmussen,Rasmussen Reports,277,Rasmussen Reports,2.1,-0.5,7.0,IVR/Online Opt-In Panel,2018-09-09,2018-09-13,5,54,2500.0,lv,lv,,,,,,http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,,,,47.0,42.0,,89.0,5.0,5.617977528089888,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3368,f1a460d473c4a3490d23bc38edf9c53d12df151bf1ffebbb8f3b4051d4d0498a,56165,90160,8273,2018,2018-11-06,general,U.S. House,Generic,916,PRRI,Public Religion Research Institute,428,Public Religion Research Institute,1.8,0.4,,Probability Panel,2018-08-24,2018-09-13,21,54,1464.0,rv,rv,,,,The Atlantic,Derek is contacting them for RV sample size.,https://www.prri.org/wp-content/uploads/2018/10/Civic-Engagement-Topline.pdf,,https://www.prri.org/wp-content/uploads/2018/10/Civic-Engagement-Topline.pdf,,55.0,41.0,,96.0,14.0,14.583333333333334,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3369,86145d5607323ebba72233ac7ac16bd9c8f938a0b112c2f369964f30b32eb237,56165,91879,8273,2018,2018-11-06,general,U.S. House,Generic,916,PRRI,Public Religion Research Institute,428,Public Religion Research Institute,1.8,0.4,,Probability Panel,2018-08-24,2018-09-13,21,54,1811.0,a,a,,,,The Atlantic,,https://www.prri.org/wp-content/uploads/2018/10/Civic-Engagement-Topline.pdf,,https://www.prri.org/wp-content/uploads/2018/10/Civic-Engagement-Topline.pdf,,55.0,40.0,,95.0,15.0,15.789473684210526,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3358,571fa90827dd06825829f2348a628326fc4ae31b757538b7e574e5c2c3d9731b,54045,87177,8273,2018,2018-11-06,general,U.S. House,Generic,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,5.0,Online Opt-In Panel,2018-09-09,2018-09-14,6,53,5000.0,rv,rv,True,,,ScottRasmussen.com,,https://scottrasmussen.com/crosstabs-september-9-14-2018-2/,,,https://scottrasmussen.com/crosstabs-september-9-14-2018-2/,41.0,36.0,,77.0,5.0,6.4935064935064934,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3359,834d75d2239f0e3f23096916ed082d209498438e165ab7d76626e49320293e89,54045,87178,8273,2018,2018-11-06,general,U.S. House,Generic,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,5.0,Online Opt-In Panel,2018-09-09,2018-09-14,6,53,2785.0,lv,lv,True,,,ScottRasmussen.com,Definite voters,https://scottrasmussen.com/crosstabs-september-9-14-2018-2/,,,https://scottrasmussen.com/crosstabs-september-9-14-2018-2/,49.0,41.0,,90.0,8.0,8.88888888888889,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3360,c6a99c9d452f1316a1453da4590fa68c419acdd6e6b43d7d0a591349253211c3,54045,89754,8273,2018,2018-11-06,general,U.S. House,Generic,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,5.0,Online Opt-In Panel,2018-09-09,2018-09-14,6,53,3630.0,lv,lv,True,,,ScottRasmussen.com,Likely voter combo,https://scottrasmussen.com/crosstabs-september-9-14-2018-2/,,,https://scottrasmussen.com/crosstabs-september-9-14-2018-2/,47.0,41.0,,88.0,6.0,6.818181818181818,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3361,d6f266c68b7d48c52ae0675a0b21d43142dbf84174a1295882df475fbe0ea887,54078,87239,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-08,2018-09-14,7,53,2262.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,40.0,30.9,3.8,70.9,9.100000000000001,12.834978843441467,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3362,08722723041e553d1d1b631a4cc52d752aae19a338ac573e214f0469747d71c2,54078,87246,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-08,2018-09-14,7,53,1925.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,44.1,36.3,4.1,80.4,7.800000000000004,9.701492537313438,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3363,4e453d291b93326e814c2026bc252d306272fb70d1a4fc9487196f3576feca52,54078,87350,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-08,2018-09-14,7,53,1273.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,49.2,40.8,2.9,90.0,8.400000000000006,9.33333333333334,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3355,5f227b1ad2e38fa7bea82940b6efb6fa5867e4e79e2f47a9fa6c270e29991b67,54077,87238,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-09,2018-09-15,7,52,2244.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,38.8,30.7,3.8,69.5,8.099999999999998,11.654676258992803,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3356,a820e46922f7ab3b62e3e93c8b888719ce1a49e58fb4c9831efc578e3ab99ad2,54077,87245,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-09,2018-09-15,7,52,1902.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,43.4,35.8,4.0,79.19999999999999,7.600000000000001,9.595959595959599,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3357,2d3c61a5c8f50fa2c4414b4496adc2380a3725e0ea63518d33b0eccf3c0d7ce2,54077,87415,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-09,2018-09-15,7,52,1253.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,49.5,39.8,3.2,89.3,9.700000000000003,10.862262038073911,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3352,b1988978b1002eb37e9c2ffcd79b30203bf37083992a1e3e32c1819cfbcfedc8,54076,87237,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-10,2018-09-16,7,51,2190.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,38.3,31.7,3.8,70.0,6.599999999999998,9.428571428571425,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3353,62f7c9bac6f261ba95c15824efb02cbd5fa97c72dbea854476075528e5c54363,54076,87244,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-10,2018-09-16,7,51,1882.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,42.1,36.8,3.7,78.9,5.300000000000004,6.717363751584289,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3354,b8af6bd2dcf7b5727c5624b338927eb76bfd30cfb895d8d62cd6541db22eab06,54076,87414,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-10,2018-09-16,7,51,1261.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,47.9,41.5,2.8,89.4,6.399999999999999,7.158836689038029,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3351,20dd3c3384af329995f584ff246c52e3ff74de279a05d98eaf2f5b6b78928f2a,54100,87448,8273,2018,2018-11-06,general,U.S. House,Generic,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,7.0,Online Opt-In Panel,2018-09-13,2018-09-16,4,51,1564.0,rv,rv,,,,Politico,,https://morningconsult.com/wp-content/uploads/2018/09/180941_crosstabs_POLITICO_v1_HS.pdf,,,https://morningconsult.com/wp-content/uploads/2018/09/180941_crosstabs_POLITICO_v1_HS.pdf,43.0,38.0,,81.0,5.0,6.172839506172839,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3348,884dfe60f78d9a456fa967cf9e90ceef6041394192be716971009bbefc9c062d,54075,87236,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-11,2018-09-17,7,50,2196.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,38.9,30.8,3.9,69.7,8.099999999999998,11.621233859397414,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3349,99b93dcf09b983bf914bf1fdddc05588857cbd1f7e4d7f0a722317d0f42c2420,54075,87243,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-11,2018-09-17,7,50,1903.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,42.5,35.7,3.6,78.2,6.799999999999997,8.69565217391304,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3350,7ae449f672cd7fb3d909a3cac9cfc57954c6bb45b2e10bbc5d4d77dff462dded,54075,87413,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-11,2018-09-17,7,50,1297.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,48.3,41.2,2.9,89.5,7.099999999999994,7.932960893854743,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3344,fdb1efffc08ec1f2188f15ba8511ef0735a0c1b97eb427c7cf60cd763932fc2a,54101,87452,8273,2018,2018-11-06,general,U.S. House,Generic,568,YouGov,YouGov,391,YouGov,3.0,-1.1,9.0,Online Matched Sample,2018-09-16,2018-09-18,3,49,1189.0,rv,rv,,,,Economist,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9th9okzc75/econTabReport.pdf,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9th9okzc75/econTabReport.pdf,45.0,41.0,,86.0,4.0,4.651162790697675,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3345,505eacdd6123deeffce18d6a195e9fd145a7a45010f4860324fea87561c5cdb0,55867,89490,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-12,2018-09-18,7,49,659.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,,,,48.3,40.8,3.0,89.1,7.5,8.417508417508419,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3346,fb02b65cda7bcc34c361796a6fd308fb4087c2922c9ba991cc08953b1d51bb67,55867,89497,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-12,2018-09-18,7,49,2217.0,a,a,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,,,,38.6,31.1,3.6,69.7,7.5,10.760401721664275,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3347,c1c0127feaf10a0be25e10d878d9accaf0793fb6ab2ce1d111b14cef1b3583ae,55867,89504,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,9.5,Probability Panel,2018-09-12,2018-09-18,7,49,1920.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,,,,42.6,35.7,3.5,78.30000000000001,6.899999999999999,8.812260536398465,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3337,b12b80d5876e481e40cd9aff596877c15fff8ea5215583041243a132d37b8fa5,55829,89390,8273,2018,2018-11-06,general,U.S. House,Generic,1292,Hart/POS,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,4.0,Live Phone,2018-09-16,2018-09-19,4,48,900.0,rv,rv,,,,NBC News | Wall Street Journal,,http://media1.s-nbcnews.com/i/today/z_creative/18955%20NBCWSJ%20September%20Poll.pdf,,,,52.0,40.0,,92.0,12.0,13.043478260869565,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3338,cfc6a16fca307d0a164ba692934bb78ecb1afb4f108eec76ae1ddef54a1cf1bd,55829,89391,8273,2018,2018-11-06,general,U.S. House,Generic,1292,Hart/POS,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,4.0,Live Phone,2018-09-16,2018-09-19,4,48,594.0,lv,lv,,,,NBC News | Wall Street Journal,,http://media1.s-nbcnews.com/i/today/z_creative/18955%20NBCWSJ%20September%20Poll.pdf,,,,51.0,43.0,,94.0,8.0,8.51063829787234,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3339,f72c9a3765445debe94a668e76ba05f499728c144ba0aed9ea2f38267ebca9a9,55830,89386,8273,2018,2018-11-06,general,U.S. House,Generic,1597,Beacon/Shaw,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,5.0,Live Phone,2018-09-16,2018-09-19,4,48,1003.0,rv,rv,,False,,FOX News,,https://www.scribd.com/document/389168043/Fox-September-2018-Complete-National-Topline-September-23-Release#from_embed,,https://www.scribd.com/document/389168043/Fox-September-2018-Complete-National-Topline-September-23-Release#from_embed,,46.0,40.0,,86.0,6.0,6.976744186046512,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,3340,69d668a4c3143bb3b162b1a958fa404f0c9ec7ade1b57dec7a209d3f9c3e6b56,55830,89387,8273,2018,2018-11-06,general,U.S. House,Generic,1597,Beacon/Shaw,Beacon Research/Shaw & Co. Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,5.0,Live Phone,2018-09-16,2018-09-19,4,48,818.0,lv,lv,,False,,FOX News,,https://www.scribd.com/document/389168043/Fox-September-2018-Complete-National-Topline-September-23-Release#from_embed,,https://www.scribd.com/document/389168043/Fox-September-2018-Complete-National-Topline-September-23-Release#from_embed,,49.0,42.0,,91.0,7.0,7.6923076923076925,True,True
