state,district,district_id,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,median_income_tier,education_race_error_group,demographic_error_group,election_system,general_election_party_structure,party_control_override,election_system_notes,state_error_group,region_error_group,district_type_error_group,state_environment_adjustment_dem,incumbent_raw,incumbent_party_raw,incumbent_party,inferred_incumbent_party,incumbent_running,open_seat,dem_candidate,gop_candidate,other_candidate,dem_candidate_italic,gop_candidate_italic,dem_candidate_is_incumbent,gop_candidate_is_incumbent,pres_2024_margin_dem,pres_2020_margin_dem,genballot_adjusted_margin_dem,district_partisan_baseline_dem,district_elasticity,manual_elasticity_override,national_environment_margin_dem,district_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,fundamentals_margin_dem,polling_margin_dem,poll_count,polling_active,model_margin_dem,dem_win_probability,race_notes,elasticity_baseline_margin_dem,district_type_elasticity_base,partisan_baseline_elasticity_adjustment,region_elasticity_adjustment,calculated_district_elasticity,elasticity_notes,district_elasticity_input,national_pres_2024_margin_dem,national_pres_2020_margin_dem,pres_2024_relative_to_national_dem,pres_2020_relative_to_national_dem,imported_national_environment_margin_dem,house_environment_multiplier,house_national_environment_used_dem,generic_house_incumbency_points,use_candidate_war_adjustments,candidate_war_adjustment_dem,war_match_status,dem_war_name,gop_war_name,dem_candidate_war,gop_candidate_war,candidate_war_match_status,candidate_quality_adjustment_dem_before_war,candidate_event_adjustment_dem,candidate_event_count,candidate_event_ids,candidate_event_summary,use_house_poll_spillover_adjustments,poll_spillover_adjustment_dem,poll_spillover_raw_adjustment_dem,poll_spillover_source_count,poll_spillover_notes,fundamentals_notes,national_environment_source_path,latest_poll_end_date,avg_poll_age_days,total_poll_weight,effective_poll_count,largest_pollster_weight_share,only_partisan_or_internal_polls,polling_notes,polling_active_bool,only_partisan_or_internal_polls_bool,poll_quality_count,poll_count_multiplier,bayesian_polling_weight,bayesian_fundamentals_weight,bayesian_model_margin_dem,district_posterior_sd,party_control_fixed,pre_sim_dem_win_probability,raw_simulated_dem_win_probability,simulated_dem_win_probability,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem
MN,2,MN-2,Midwest,Suburban,High,Very High,Low,Low,Unknown,High College / Very High White,High College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,Unresolved,,,MN,Midwest,Suburban,0.0,"Craig, Angie",D,D,D,False,True,"Little, Matt","Pratt, Eric",,True,True,False,False,5.8,7.199999999999996,13.8,5.913999999999998,1.0,,7.38,7.38,0.0,0.0,0.0,13.293999999999995,,0,False,13.293999999999995,0.9607269636518174,,6.219999999999999,1.1,0.0,0.05,1.15,District type base: Suburban=1.10. Partisan baseline adjustment: +0.00. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 1.15.,1.15,-1.5,4.52,7.3,2.679999999999996,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,13.293999999999995,5.75,,0.9016475873618468,0.96075,0.9607269636518174,13.254628702569786,8.226808085544361,13.34792351535662,18.37899186319229
MN,3,MN-3,Midwest,Suburban,Very High,High,Low,Low,Unknown,Very High College / High White,Very High College / High White / Low Black / Low Hispanic / Unknown Income,standard,Unresolved,,,MN,Midwest,Suburban,0.0,"Morrison, Kelly",D,D,D,True,False,"Morrison, Kelly","Bass, Tyler",,False,True,True,False,21.3,20.9,29.3,20.874,1.0,,7.38,7.38,1.5,-0.63,0.0,29.124,,0,False,29.124,0.9998750062496875,,21.18,1.1,-0.1,0.05,1.05,District type base: Suburban=1.10. Partisan baseline adjustment: -0.10. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 1.05.,1.05,-1.5,4.52,22.8,16.38,7.38,1.0,7.38,1.5,1,-0.63,Only D matched,Kelly Morrison,,-1.2,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,29.124,5.75,,0.9922631982400372,0.9999,0.9998750062496875,29.104938267558808,24.0443204844751,29.116833169682714,34.15202950703451
MN,4,MN-4,Midwest,Urban,High,High,Medium,Low,Unknown,High College / High White,High College / High White / Medium Black / Low Hispanic / Unknown Income,standard,Unresolved,,,MN,Midwest,Urban,0.0,"McCollum, Betty",D,D,D,True,False,"McCollum, Betty","Wikstrom, Paul",,False,True,True,False,35.7,37.49999999999999,43.7,35.934,1.0,,7.38,7.38,1.5,-0.8526,0.0,43.9614,,0,False,43.9614,0.9999750012499375,,36.24,0.7,-0.2,0.05,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,37.2,32.97999999999999,7.38,1.0,7.38,1.5,1,-0.8526,Only D matched,Betty McCollum,,-1.624,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,43.9614,5.75,,0.9993428231468909,1.0,0.9999750012499375,43.948789156053714,38.85575159554853,43.91376179323541,49.08891868449247
MN,5,MN-5,Midwest,Urban,Very High,High,Medium,Low,Unknown,Very High College / High White,Very High College / High White / Medium Black / Low Hispanic / Unknown Income,standard,Unresolved,,,MN,Midwest,Urban,0.0,"Omar, Ilhan",D,D,D,True,False,"Omar, Ilhan","Nagel, John",,False,True,True,False,61.9,62.9,69.9,61.89399999999999,1.0,,7.38,7.38,1.5,-3.0,0.0,67.77399999999999,,0,False,67.77399999999999,0.9999750012499375,,62.2,0.7,-0.2,0.05,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,63.4,58.379999999999995,7.38,1.0,7.38,1.5,1,-3.0,Only D matched,Ilhan Omar,,-6.965217391304348,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,67.77399999999999,5.75,,0.9999875734978171,1.0,0.9999750012499375,67.7584898049208,62.696267880717514,67.71704792536092,72.76632042767616
MN,6,MN-6,Midwest,Exurban,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,Unresolved,,,MN,Midwest,Exurban,0.0,"Emmer, Tom",R,R,R,True,False,"Chapin, Doug","Emmer, Tom",,True,False,False,True,-19.7,-17.6,-11.7,-19.376,1.0,,7.38,7.38,-1.5,-0.2325749999999999,0.0,-13.728575,,0,False,-13.728575,0.0328233588320584,,-19.07,1.0,-0.1,0.05,0.95,District type base: Exurban=1.00. Partisan baseline adjustment: -0.10. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-18.2,-22.12,7.38,1.0,7.38,1.5,1,-0.2325749999999999,Only R matched,,Tom Emmer,0.0,0.4429999999999999,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-13.728575,5.75,,0.09211366935899627,0.0328,0.0328233588320584,-13.794708111267452,-18.864146468683803,-13.764276051665371,-8.639529896937297
MN,7,MN-7,Midwest,Rural,Low,Very High,Low,Low,Unknown,Low College / Very High White,Low College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,Unresolved,,,MN,Midwest,Rural,0.0,"Fishbach, Michelle",R,R,R,True,False,"Osberg, Erik","Fishbach, Michelle",,True,False,False,True,-36.5,-33.199999999999996,-28.5,-35.816,1.0,,7.38,7.38,-1.5,0.0,0.0,-29.936000000000003,,0,False,-29.936000000000003,2.4998750062496874e-05,,-35.51,0.8,-0.2,0.05,0.6500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.65.,0.6500000000000001,-1.5,4.52,-35.0,-37.72,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-29.936000000000003,5.75,,0.006764137961187207,0.0,2.4998750062496874e-05,-29.98163577953147,-35.046873104011176,-30.004285481206797,-24.96222164103109
MN,8,MN-8,Midwest,Rural,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,Unresolved,,,MN,Midwest,Rural,0.0,"Stauber, Pete",R,R,D,True,False,"Swanson, Tina","Stauber, Pete",,False,False,True,True,-14.3,-11.200000000000005,-6.300000000000001,-13.676,1.0,,7.38,7.38,0.0,0.0062771739130434,0.0,-6.289722826086956,,0,False,-6.289722826086956,0.19666516674166293,,-13.37,0.8,0.0,0.05,0.8500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: +0.00. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.85.,0.8500000000000001,-1.5,4.52,-12.8,-15.720000000000004,7.38,1.0,7.38,1.5,1,0.0062771739130434,Only R matched,,Pete Stauber,0.0,-0.0119565217391304,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-6.289722826086956,5.75,,0.2595541530229465,0.19665,0.19666516674166293,-6.352136540924114,-11.392706414433839,-6.3164848143877865,-1.37927170156676
MS,1,MS-1,Deep South,Rural,Low,High,High,Low,Unknown,Low College / High White,Low College / High White / High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MS,Deep South,Rural,0.0,"Kelly, Trent",R,R,R,True,False,"Johnson, Cliff","Kelly, Trent",,True,False,False,True,-37.0,-31.699999999999996,-29.0,-35.715999999999994,1.0,,7.38,7.38,-1.5,-0.1655357142857142,0.0,-30.00153571428571,,0,False,-30.00153571428571,0.00012499375031248437,,-35.41,0.8,-0.2,-0.05,0.55,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Deep South=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,-35.5,-36.22,7.38,1.0,7.38,1.5,1,-0.1655357142857142,Only R matched,,Trent Kelly,0.0,0.3153061224489796,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-30.00153571428571,5.75,,0.006691149553181014,0.0001,0.00012499375031248437,-30.056244991108944,-35.09433903008168,-30.00884933130809,-24.987665306444633
MS,2,MS-2,Deep South,Rural,Low,Low,Very High,Low,Unknown,Low College / Low White,Low College / Low White / Very High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MS,Deep South,Rural,0.0,"Thompson, Bennie",D,D,D,True,False,"Thompson, Bennie","Eller, Ron",,False,True,True,False,20.4,26.1,28.4,21.804,1.0,,7.38,7.38,1.5,0.9871590909090908,0.0,31.67115909090909,,0,False,31.67115909090909,0.9999250037498125,,22.11,0.8,-0.1,-0.05,0.65,District type base: Rural=0.80. Partisan baseline adjustment: -0.10. Region adjustment: Deep South=-0.05. No manual override. Final elasticity: 0.65.,0.65,-1.5,4.52,21.9,21.58,7.38,1.0,7.38,1.5,1,0.9871590909090908,Both matched,Bennie Thompson,Ron Eller,0.9102272727272728,-0.5,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,31.67115909090909,5.75,,0.9949259374709014,0.99995,0.9999250037498125,31.67285012531556,26.68806301267413,31.675897900780335,36.73461102224886
MS,3,MS-3,Deep South,Rural,Medium,High,High,Low,Unknown,Medium College / High White,Medium College / High White / High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MS,Deep South,Rural,0.0,"Guest, Michael",R,R,R,True,False,"Chiaradio, Michael","Guest, Michael",,True,False,False,True,-29.2,-24.299999999999997,-21.2,-28.03599999999999,1.0,,7.38,7.38,-1.5,-0.6966346153846154,0.0,-22.85263461538461,,0,False,-22.85263461538461,0.0014749262536873156,,-27.729999999999997,0.8,-0.2,-0.05,0.55,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Deep South=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,-27.7,-28.819999999999997,7.38,1.0,7.38,1.5,1,-0.6966346153846154,Only R matched,,Michael Guest,0.0,1.3269230769230769,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-22.85263461538461,5.75,,0.021694304430476593,0.00145,0.0014749262536873156,-22.888699452230547,-27.970543498136415,-22.915447696845455,-17.835699890069886
MS,4,MS-4,Deep South,Rural,Low,High,High,Low,Unknown,Low College / High White,Low College / High White / High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MS,Deep South,Rural,0.0,"Ezell, Mike",R,R,R,True,False,"Hulum, Jeffrey","Ezell, Mike",,True,False,False,True,-42.5,-37.900000000000006,-34.5,-41.426,1.0,,7.38,7.38,-1.5,-0.4430681818181817,0.0,-35.98906818181818,,0,False,-35.98906818181818,2.4998750062496874e-05,,-41.12,0.8,-0.2,-0.05,0.55,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Deep South=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,-41.0,-42.42,7.38,1.0,7.38,1.5,1,-0.4430681818181817,Only R matched,,Mike Ezell,0.0,0.843939393939394,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-35.98906818181818,5.75,,0.0024771211379058257,0.0,2.4998750062496874e-05,-35.99441828655147,-40.972096329062104,-36.02987656363524,-30.958002560353155
MO,1,MO-1,Midwest,Urban,Medium,Low,High,Low,Unknown,Medium College / Low White,Medium College / Low White / High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MO,Midwest,Urban,0.0,"Bell, Wesley",D,D,D,True,False,"Bell, Wesley","Berry, Paul",,False,True,True,False,57.2,58.400000000000006,65.2,57.254,1.0,,7.38,7.38,1.5,1.07625,0.0,67.21025,,0,False,67.21025,0.9999750012499375,,57.56,0.7,-0.2,0.05,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,58.7,53.88000000000001,7.38,1.0,7.38,1.5,1,1.07625,Only D matched,Wesley Bell,,2.05,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,67.21025,5.75,,0.9999863493304205,1.0,0.9999750012499375,67.26642038204483,62.27734487227398,67.24483674757687,72.34058013376828
MO,2,MO-2,Midwest,Rural,High,Very High,Low,Low,Unknown,High College / Very High White,High College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MO,Midwest,Rural,0.0,"Wagner, Ann",R,R,R,True,False,"Wellman, Fred","Wagner, Ann",,True,False,False,True,-7.899999999999999,-7.800000000000004,0.1000000000000014,-8.176,1.0,,7.38,7.38,-1.5,0.3144749999999999,0.0,-1.9815250000000004,-2.9999999999999996,1,True,-2.0884648750000006,0.3888555572221389,,-7.869999999999999,0.8,0.0,0.05,0.8500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: +0.00. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.85.,0.8500000000000001,-1.5,4.52,-6.399999999999999,-12.320000000000004,7.38,1.0,7.38,1.5,1,0.3144749999999999,Only R matched,,Ann Wagner,0.0,-0.599,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-05-31,107.0,0.1938871693211325,1.0,1.0,False,Manual House polling average from 1 poll(s): FM3 Research,True,False,0.7,0.21,0.105,0.895,-2.0884648750000006,5.5990625,,0.41384870488050074,0.38885,0.3888555572221389,-2.0321497462703046,-6.9792737979697375,-2.097471032767274,2.949304557743999
MO,3,MO-3,Midwest,Rural,High,Very High,Low,Low,Unknown,High College / Very High White,High College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MO,Midwest,Rural,0.0,"Onder, Bob",R,R,R,True,False,"Mann, Bethany","Onder, Bob",,True,False,False,True,-26.700000000000003,-26.1,-18.700000000000003,-26.826,1.0,,7.38,7.38,-1.5,1.6937878787878788,0.0,-19.25221212121212,,0,False,-19.25221212121212,0.004624768761561922,,-26.520000000000003,0.8,-0.2,0.05,0.6500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.65.,0.6500000000000001,-1.5,4.52,-25.200000000000003,-30.62,7.38,1.0,7.38,1.5,1,1.6937878787878788,Both matched,Bethany Mann,Bob Onder,1.21969696969697,-1.2,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-19.25221212121212,5.75,,0.03883956041416697,0.0046,0.004624768761561922,-19.2636061908509,-24.281281347008214,-19.240966162148094,-14.275811681144042
MO,4,MO-4,Midwest,Rural,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MO,Midwest,Rural,0.0,"Alford, Mark",R,R,R,True,False,"Herrera, Jordan","Alford, Mark",,True,False,False,True,-42.10000000000001,-39.599999999999994,-34.10000000000001,-41.656000000000006,1.0,,7.38,7.38,-1.5,-0.453409090909091,0.0,-36.229409090909094,,0,False,-36.229409090909094,2.4998750062496874e-05,,-41.35,0.8,-0.2,0.05,0.6500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.65.,0.6500000000000001,-1.5,4.52,-40.60000000000001,-44.11999999999999,7.38,1.0,7.38,1.5,1,-0.453409090909091,Only R matched,,Mark Alford,0.0,0.8636363636363638,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-36.229409090909094,5.75,,0.00238008810398977,0.0,2.4998750062496874e-05,-36.19431932053605,-41.25033028485737,-36.173831936494224,-31.115689196069084
MO,5,MO-5,Midwest,Rural,Low,High,Medium,Low,Unknown,Low College / High White,Low College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MO,Midwest,Rural,0.0,"Cleaver, Emanuel",D,D,D,True,False,"Cleaver, Emanuel ","Brattin, Rick",,False,True,True,False,23.4,26.40000000000001,31.4,23.994,1.0,,7.38,7.38,1.5,-0.02835,0.0,32.84564999999999,,0,False,32.84564999999999,0.9999750012499375,,24.3,0.8,-0.1,0.05,0.7500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.10. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.75.,0.7500000000000001,-1.5,4.52,24.9,21.88000000000001,7.38,1.0,7.38,1.5,1,-0.02835,Only D matched,Emanuel Cleaver,,-0.054,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,32.84564999999999,5.75,,0.995824242501294,1.0,0.9999750012499375,32.894310132932546,27.839665309710362,32.823196629601966,37.947486938289046
MO,6,MO-6,Midwest,Rural,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MO,Midwest,Rural,0.0,"Graves, Sam",R,R,R,False,True,"Smead, Josh","Stigall, Chris",,True,True,False,False,-38.599999999999994,-37.1,-30.59999999999999,-38.456,1.0,,7.38,7.38,0.0,0.0,0.0,-31.075999999999997,,0,False,-31.075999999999997,2.4998750062496874e-05,,-38.15,0.8,-0.2,0.05,0.6500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.65.,0.6500000000000001,-1.5,4.52,-37.099999999999994,-41.620000000000005,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-31.075999999999997,5.75,,0.005600220573260897,0.0,2.4998750062496874e-05,-31.110179174349142,-36.1219230622457,-31.118067972100995,-26.054368671980452
MO,7,MO-7,Midwest,Rural,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,MO,Midwest,Rural,0.0,"Burlison, Eric",R,R,R,True,False,"Hesketh, Missi","Burlison, Eric",,True,False,False,True,-42.6,-41.4,-34.6,-42.546,1.0,,7.38,7.38,-1.5,-0.1124242424242424,0.0,-36.77842424242424,,0,False,-36.77842424242424,2.4998750062496874e-05,,-42.24,0.8,-0.2,0.05,0.6500000000000001,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Midwest=+0.05. No manual override. Final elasticity: 0.65.,0.6500000000000001,-1.5,4.52,-41.1,-45.92,7.38,1.0,7.38,1.5,1,-0.1124242424242424,Both matched,Missi Hesketh,Eric Burlison,-0.1,0.0606060606060606,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-36.77842424242424,5.75,,0.0021724229666596306,0.0,2.4998750062496874e-05,-36.7763435913607,-41.722344491707936,-36.7894395924818,-31.726360256014434
