district_id,dem_candidate,gop_candidate,incumbent_party,dem_war_matched,gop_war_matched,dem_war_name,gop_war_name,dem_name_match_score,gop_name_match_score,dem_war_cycles,gop_war_cycles,dem_war_observations,gop_war_observations,dem_candidate_war,gop_candidate_war,dem_effective_war,gop_effective_war,candidate_war_net_dem,house_candidate_war_shrinkage,house_candidate_war_cap,house_candidate_war_one_sided_multiplier,candidate_war_adjustment_dem_before_match_quality,candidate_war_match_quality_multiplier,candidate_war_adjustment_dem,war_match_status
GA-6,"McBath, Lucy","Martin, Kevin",D,True,False,Lucy McBath,,1.0,0.0,"2024,2022,2020,2018",,4,0,-0.20326086956521738,0.0,-0.10163043478260869,0.0,-0.10163043478260869,0.45,3.0,0.5,-0.04573369565217391,0.5,-0.022866847826086955,Only D matched
GA-7,"Kozycki, Tony","McCormick, Rich",R,False,True,,Rich McCormick,0.0,1.0,,"2024,2022,2020",0,3,0.0,0.8219512195121952,0.0,0.4109756097560976,-0.4109756097560976,0.45,3.0,0.5,-0.18493902439024393,0.5,-0.09246951219512196,Only R matched
GA-8,"Esti, Kelly","Scott, Austin",R,False,True,,Austin Scott,0.0,1.0,,"2024,2022,2020,2016",0,4,0.0,0.2590909090909091,0.0,0.12954545454545455,-0.12954545454545455,0.45,3.0,0.5,-0.058295454545454546,0.5,-0.029147727272727273,Only R matched
GA-9,"Gegen, Caitlyn","Clyde, Andrew",R,False,True,,Andrew Clyde,0.0,1.0,,"2024,2022,2020",0,3,0.0,-0.4707317073170732,0.0,-0.2353658536585366,0.2353658536585366,0.45,3.0,0.5,0.10591463414634147,0.5,0.05295731707317074,Only R matched
GA-10,"DeLancy, Pamela","Gaines, Houston",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
GA-11,"Harden, Chris","Cowan, John",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
GA-12,"Smith, Ceretta","Allen, Rick",R,False,True,,Rick Allen,0.0,1.0,,"2024,2022,2020,2018,2016,2014",0,6,0.0,0.616,0.0,0.308,-0.308,0.45,3.0,0.5,-0.1386,0.5,-0.0693,Only R matched
GA-13,"Clarke, Jasmine","Chavez, Jonathan",VACANT,False,True,,Jonathan Chavez,0.0,1.0,,"2024,2022",0,2,0.0,-0.7333333333333334,0.0,-0.7333333333333334,0.7333333333333334,0.45,3.0,0.5,0.33,0.5,0.165,Only R matched
GA-14,"Harris, Shawn","Fuller, Clay",R,True,False,Shawn Harris,,1.0,0.0,2024,,1,0,6.25,0.0,6.25,0.0,6.25,0.45,3.0,0.5,2.8125,0.5,1.40625,Only D matched
HI-1,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
HI-2,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
ID-1,"Peterson, Kaylee","Fulcher, Russ",R,True,True,Kaylee Peterson,Russ Fulcher,1.0,1.0,"2024,2022","2024,2022,2020,2018",2,4,-0.2227272727272727,-0.22173913043478263,-0.2227272727272727,-0.11086956521739132,-0.11185770750988137,0.45,3.0,0.5,-0.05033596837944662,1.0,-0.05033596837944662,Both matched
ID-2,"Gilbreath, Ellie","Simpson, Mike",R,False,True,,Mike Simpson,0.0,1.0,,"2024,2022,2020,2018,2016,2014",0,6,0.0,-0.266,0.0,-0.133,0.133,0.45,3.0,0.5,0.05985000000000001,0.5,0.029925000000000004,Only R matched
IL-1,"Jackson, Jonathan","Maxwell, Christian",D,True,False,Jonathan Jackson,,1.0,0.0,"2024,2022",,2,0,-2.1560606060606062,0.0,-1.0780303030303031,0.0,-1.0780303030303031,0.45,3.0,0.5,-0.4851136363636364,0.5,-0.2425568181818182,Only D matched
IL-2,"Miller, Donna","Noack, Michael Scott",D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
IL-3,"Ramirez, Delia","Oakley, Angel",D,True,False,Delia Ramirez,,1.0,0.0,"2024,2022",,2,0,-0.39545454545454545,0.0,-0.19772727272727272,0.0,-0.19772727272727272,0.45,3.0,0.5,-0.08897727272727272,0.5,-0.04448863636363636,Only D matched
IL-4,"Garcia, Patty","Castillo, Lupe",D,False,True,,Lupe Castillo,0.0,1.0,,2024,0,1,0.0,-3.7,0.0,-3.7,3.7,0.45,3.0,0.5,1.665,0.5,0.8325,Only R matched
IL-5,"Quigley, Mike","Hanson, Tommy",D,True,True,Mike Quigley,Tommy Hanson,1.0,1.0,"2024,2022,2020,2018,2016,2014","2022,2020",6,2,-0.44300000000000006,0.5833333333333334,-0.22150000000000003,0.5833333333333334,-0.8048333333333334,0.45,3.0,0.5,-0.362175,1.0,-0.362175,Both matched
IL-6,"Casten, Sean","Conforti, Niki",D,True,True,Sean Casten,Niki Conforti,1.0,1.0,"2024,2022,2020,2018",2024,4,1,-0.9054347826086957,0.2,-0.45271739130434785,0.2,-0.6527173913043478,0.45,3.0,0.5,-0.29372282608695655,1.0,-0.29372282608695655,Both matched
IL-7,"Ford, La Shawn","Koppie, Chad",D,False,True,,Chad Koppie,0.0,1.0,,2024,0,1,0.0,0.8,0.0,0.8,-0.8,0.45,3.0,0.5,-0.36000000000000004,0.5,-0.18000000000000002,Only R matched
IL-8,"Bean, Melissa","Davis, Jennifer",D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
IL-9,"Biss, Daniel","Elleson, John",D,False,True,,John Elleson,0.0,1.0,,2018,0,1,0.0,4.05,0.0,4.05,-4.05,0.45,3.0,0.5,-1.8225,0.5,-0.91125,Only R matched
IL-10,"Schneider, Brad","Lambrecht, Carl",D,True,False,Brad Schneider,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-2.008,0.0,-1.004,0.0,-1.004,0.45,3.0,0.5,-0.45180000000000003,0.5,-0.22590000000000002,Only D matched
IL-11,"Foster, Bill","Walter, Jeff",D,True,False,Bill Foster,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-1.1960000000000002,0.0,-0.5980000000000001,0.0,-0.5980000000000001,0.45,3.0,0.5,-0.26910000000000006,0.5,-0.13455000000000003,Only D matched
IL-12,"Fortier, Julie","Bost, Mike",R,False,True,,Mike Bost,0.0,1.0,,"2024,2022,2020,2018,2016,2014",0,6,0.0,0.462,0.0,0.231,-0.231,0.45,3.0,0.5,-0.10395,0.5,-0.051975,Only R matched
IL-13,"Budzinski, Nikki","Wilson, Jeff",D,True,False,Nikki Budzinski,,1.0,0.0,"2024,2022",,2,0,2.0833333333333335,0.0,1.0416666666666667,0.0,1.0416666666666667,0.45,3.0,0.5,0.46875000000000006,0.5,0.23437500000000003,Only D matched
IL-14,"Underwood, Lauren","Marter, James",D,True,True,Lauren Underwood,Jim Marter,1.0,1.0,"2024,2022,2020,2018",2024,4,1,0.1608695652173913,-0.65,0.08043478260869565,-0.65,0.7304347826086957,0.45,3.0,0.5,0.32869565217391306,1.0,0.32869565217391306,Both matched
IL-15,"Todd, Jennifer","Miller, Mary",R,False,True,,Mary Miller,0.0,1.0,,"2022,2020",0,2,0.0,-0.7357142857142857,0.0,-0.3678571428571428,0.3678571428571428,0.45,3.0,0.5,0.16553571428571429,0.5,0.08276785714285714,Only R matched
IL-16,"Nolley, Paul","LaHood, Darin",R,False,True,,Darin LaHood,0.0,1.0,,"2022,2020,2018,2016",0,4,0.0,4.15344827586207,0.0,2.076724137931035,-2.076724137931035,0.45,3.0,0.5,-0.9345258620689658,0.5,-0.4672629310344829,Only R matched
IL-17,"Sorensen, Eric","Vancil, Dillan",D,True,False,Eric Sorensen,,1.0,0.0,"2024,2022",,2,0,0.17575757575757578,0.0,0.08787878787878789,0.0,0.08787878787878789,0.45,3.0,0.5,0.03954545454545455,0.5,0.019772727272727275,Only D matched
IN-1,"Mrvan, Frank","Regnitz, Barb",D,True,False,Frank Mrvan,,1.0,0.0,"2024,2022,2020",,3,0,1.6426829268292682,0.0,0.8213414634146341,0.0,0.8213414634146341,0.45,3.0,0.5,0.36960365853658533,0.5,0.18480182926829267,Only D matched
IN-2,"Decio, Jamie","Yakym, Rudy",R,False,True,,Rudy Yakym,0.0,1.0,,"2024,2022",0,2,0.0,0.7196969696969697,0.0,0.35984848484848486,-0.35984848484848486,0.45,3.0,0.5,-0.1619318181818182,0.5,-0.0809659090909091,Only R matched
IN-3,"Thompson, Kelly","Stutzman, Marlin",R,False,True,,Marlin Stutzman,0.0,1.0,,"2024,2014",0,2,0.0,1.6857142857142857,0.0,0.8428571428571429,-0.8428571428571429,0.45,3.0,0.5,-0.3792857142857143,0.5,-0.18964285714285714,Only R matched
IN-4,"Cox, Drew","Baird, Jim",R,False,True,,Jim Baird,0.0,1.0,,"2024,2022,2020,2018",0,4,0.0,0.5032608695652174,0.0,0.2516304347826087,-0.2516304347826087,0.45,3.0,0.5,-0.11323369565217392,0.5,-0.05661684782608696,Only R matched
IN-5,"Ford, J.D.","Spartz, Victoria",R,False,True,,Victoria Spartz,0.0,1.0,,"2024,2022,2020",0,3,0.0,-0.09512195121951224,0.0,-0.04756097560975612,0.04756097560975612,0.45,3.0,0.5,0.021402439024390253,0.5,0.010701219512195126,Only R matched
IN-6,"Wirth, Cynthia","Shreve, Jefferson",R,False,True,,Jefferson Shreve,0.0,1.0,,2024,0,1,0.0,-0.65,0.0,-0.325,0.325,0.45,3.0,0.5,0.14625000000000002,0.5,0.07312500000000001,Only R matched
IN-7,"Carson, Andre","McAuley, Patrick",D,True,False,André Carson,,1.0,0.0,"2024,2022,2018,2016,2014",,5,0,-1.5321428571428573,0.0,-0.7660714285714286,0.0,-0.7660714285714286,0.45,3.0,0.5,-0.3447321428571429,0.5,-0.17236607142857144,Only D matched
IN-8,"Allen, Mary","Messmer, Mark",R,False,True,,Mark Messmer,0.0,1.0,,2024,0,1,0.0,2.0,0.0,1.0,-1.0,0.45,3.0,0.5,-0.45,0.5,-0.225,Only R matched
IN-9,"Meyer, Brad","Houchin, Erin",R,False,True,,Erin Houchin,0.0,1.0,,"2024,2022",0,2,0.0,-0.4303030303030303,0.0,-0.21515151515151515,0.21515151515151515,0.45,3.0,0.5,0.09681818181818182,0.5,0.04840909090909091,Only R matched
IA-1,"Bohannon, Christina","Miller-Meeks, Mariannette",R,False,True,,Mariannette Miller-Meeks,0.0,1.0,,"2024,2022,2020,2014",0,4,0.0,-3.369047619047619,0.0,-1.6845238095238095,1.6845238095238095,0.45,3.0,0.5,0.7580357142857143,0.5,0.37901785714285713,Only R matched
IA-2,"James, Lindsay","Mitchell, Joe",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
IA-3,"Trone Garriott, Sarah","Nunn, Zach",R,False,True,,Zach Nunn,0.0,1.0,,"2024,2022",0,2,0.0,-1.768181818181818,0.0,-0.884090909090909,0.884090909090909,0.45,3.0,0.5,0.3978409090909091,0.5,0.19892045454545454,Only R matched
IA-4,"Dawson, Dave","McGowan, Chris",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
KS-1,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
KS-2,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
KS-3,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
KS-4,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
KY-1,"Williams, John","Comer, James",R,False,True,,James Comer,0.0,1.0,,"2024,2022,2020,2018,2016",0,5,0.0,-0.3683673469387755,0.0,-0.18418367346938774,0.18418367346938774,0.45,3.0,0.5,0.08288265306122448,0.5,0.04144132653061224,Only R matched
KY-2,"Wingfield, Megan","Guthrie, Brett",R,False,True,,Brett Guthrie,0.0,1.0,,"2024,2022,2020,2018,2014",0,5,0.0,0.902127659574468,0.0,0.451063829787234,-0.451063829787234,0.45,3.0,0.5,-0.20297872340425532,0.5,-0.10148936170212766,Only R matched
KY-3,"McGarvey, Morgan","Rodriguez, Maria",D,True,False,Morgan McGarvey,,1.0,0.0,"2024,2022",,2,0,1.6575757575757575,0.0,0.8287878787878787,0.0,0.8287878787878787,0.45,3.0,0.5,0.3729545454545454,0.5,0.1864772727272727,Only D matched
KY-4,"Strange, Melissa","Gallrein, Ed",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
KY-5,"Pillersdorf, Ned","Rogers, Hal",R,False,True,,Hal Rogers,0.0,1.0,,"2022,2020,2018,2014",0,4,0.0,0.17962962962962964,0.0,0.08981481481481482,-0.08981481481481482,0.45,3.0,0.5,-0.04041666666666667,0.5,-0.020208333333333335,Only R matched
KY-6,"Dembo, Zach","Alvarado, Ralph",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
LA-1,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
LA-2,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
LA-3,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
LA-4,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
LA-5,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
LA-6,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
ME-1,"Pingree, Chellie","Russell, Ronald",D,True,True,Chellie Pingree,Ronald Russell,1.0,1.0,"2024,2022,2020,2018,2016,2014",2024,6,1,-0.242,0.0,-0.121,0.0,-0.121,0.45,3.0,0.5,-0.05445,1.0,-0.05445,Both matched
ME-2,"Dunlap, Matthew","LePage, Paul",D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MD-1,"Schwartz, Dan","Harris, Andy",R,False,True,,Andy Harris,0.0,1.0,,"2024,2022,2020,2018,2016",0,5,0.0,-0.5979591836734693,0.0,-0.29897959183673467,0.29897959183673467,0.45,3.0,0.5,0.13454081632653062,0.5,0.06727040816326531,Only R matched
MD-2,"Olszewski, Johnny","Wallace, Dave",D,True,True,Johnny Olszewski,David Wallace,1.0,1.0,2024,2014,1,1,0.7,1.3999999999999997,0.35,1.3999999999999997,-1.0499999999999998,0.45,3.0,0.5,-0.4724999999999999,1.0,-0.4724999999999999,Both matched
MD-3,"Elfreth, Sarah","Flowers, Bernie",D,True,False,Sarah Elfreth,,1.0,0.0,2024,,1,0,-0.65,0.0,-0.325,0.0,-0.325,0.45,3.0,0.5,-0.14625000000000002,0.5,-0.07312500000000001,Only D matched
MD-4,"Ivey, Glenn","McDermott, George",D,True,True,Glenn Ivey,George McDermott,1.0,1.0,"2024,2022","2024,2020,2018,2016",2,4,0.3681818181818182,0.5722222222222222,0.1840909090909091,0.5722222222222222,-0.3881313131313131,0.45,3.0,0.5,-0.1746590909090909,1.0,-0.1746590909090909,Both matched
MD-5,"Boafo, Adrian","Chaffee, Chris",D,False,True,,Chris Chaffee,0.0,1.0,,2014,0,1,0.0,1.5000000000000002,0.0,1.5000000000000002,-1.5000000000000002,0.45,3.0,0.5,-0.6750000000000002,0.5,-0.3375000000000001,Only R matched
MD-6,"McClain Delaney, April","Ficker, Robin",D,True,False,April McClain Delaney,,1.0,0.0,2024,,1,0,0.4,0.0,0.2,0.0,0.2,0.45,3.0,0.5,0.09000000000000001,0.5,0.045000000000000005,Only D matched
MD-7,"Mfume, Kwesi","Collier, Scott",D,False,True,,Scott Collier,0.0,1.0,,"2024,2022",0,2,0.0,-1.459090909090909,0.0,-1.459090909090909,1.459090909090909,0.45,3.0,0.5,0.6565909090909091,0.5,0.32829545454545456,Only R matched
MD-8,"Raskin, Jamie","Riley, Cheryl",D,True,True,Jamie Raskin,Cheryl Riley,1.0,1.0,"2024,2022,2020,2018,2016",2024,5,1,-1.2571428571428571,1.5,-0.6285714285714286,1.5,-2.1285714285714286,0.45,3.0,0.5,-0.9578571428571429,1.0,-0.9578571428571429,Both matched
MA-1,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-2,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-3,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-4,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-5,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-6,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-7,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-8,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MA-9,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-1,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-2,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-3,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-4,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-5,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-6,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-7,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-8,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-9,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-10,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-11,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-12,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MI-13,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-1,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-2,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-3,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-4,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-5,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-6,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-7,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MN-8,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MS-1,"Johnson, Cliff","Kelly, Trent",R,False,True,,Trent Kelly,0.0,1.0,,"2024,2022,2020,2018,2016",0,5,0.0,0.3153061224489796,0.0,0.1576530612244898,-0.1576530612244898,0.45,3.0,0.5,-0.07094387755102041,0.5,-0.035471938775510206,Only R matched
MS-2,"Thompson, Bennie","Eller, Ron",D,True,True,Bennie Thompson,Ron Eller,1.0,1.0,"2024,2022,2020,2016",2024,4,1,0.9102272727272727,-0.5,0.45511363636363633,-0.5,0.9551136363636363,0.45,3.0,0.5,0.42980113636363637,1.0,0.42980113636363637,Both matched
MS-3,"Chiaradio, Michael","Guest, Michael",R,False,True,,Michael Guest,0.0,1.0,,"2022,2020,2018",0,3,0.0,1.3269230769230769,0.0,0.6634615384615384,-0.6634615384615384,0.45,3.0,0.5,-0.2985576923076923,0.5,-0.14927884615384615,Only R matched
MS-4,"Hulum, Jeffrey","Ezell, Mike",R,False,True,,Mike Ezell,0.0,1.0,,"2024,2022",0,2,0.0,0.843939393939394,0.0,0.421969696969697,-0.421969696969697,0.45,3.0,0.5,-0.18988636363636366,0.5,-0.09494318181818183,Only R matched
MO-1,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MO-2,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MO-3,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MO-4,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MO-5,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MO-6,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MO-7,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MO-8,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MT-1,"Forstag, Sam","Flint, Aaron",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
MT-2,"Miller, Brian","Downing, Troy",R,False,True,,Troy Downing,0.0,1.0,,2024,0,1,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.5,0.0,Only R matched
NE-1,"Backemeyer, Chris","Flood, Mike",R,False,True,,Mike Flood,0.0,1.0,,"2024,2022",0,2,0.0,0.5090909090909091,0.0,0.2545454545454546,-0.2545454545454546,0.45,3.0,0.5,-0.11454545454545456,0.5,-0.05727272727272728,Only R matched
NE-2,"Powell, Denise","Harding, Brinker",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
NE-3,"Stille, Becky Kelly","Smith, Adrian",R,False,True,,Adrian Smith,0.0,1.0,,"2024,2022,2020,2018,2014",0,5,0.0,1.9276595744680847,0.0,0.9638297872340423,-0.9638297872340423,0.45,3.0,0.5,-0.4337234042553191,0.5,-0.21686170212765954,Only R matched
NV-1,"Titus, Dina","Buck, Carrie",D,True,False,Dina Titus,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,1.068,0.0,0.534,0.0,0.534,0.45,3.0,0.5,0.2403,0.5,0.12015,Only D matched
NV-2,"Benitez-Thompson, Teresa","Flippo, David",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
NV-3,"Lee, Susie","O'Donnell, Marty",D,True,False,Susie Lee,,1.0,0.0,"2024,2022,2020,2018",,4,0,1.0206521739130436,0.0,0.5103260869565218,0.0,0.5103260869565218,0.45,3.0,0.5,0.22964673913043482,0.5,0.11482336956521741,Only D matched
NV-4,"Horsford, Steven","Whipple, Cody",D,True,False,Steven Horsford,,1.0,0.0,"2024,2022,2020,2018,2014",,5,0,0.9191489361702128,0.0,0.4595744680851064,0.0,0.4595744680851064,0.45,3.0,0.5,0.2068085106382979,0.5,0.10340425531914894,Only D matched
NH-1,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
NH-2,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
NJ-1,"Norcross, Donald","Galdo, Damon",D,True,False,Donald Norcross,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-0.8219999999999998,0.0,-0.4109999999999999,0.0,-0.4109999999999999,0.45,3.0,0.5,-0.18494999999999998,0.5,-0.09247499999999999,Only D matched
NJ-2,"Mullock, Zach","Van Drew, Jeff",R,False,True,,Jeff Van Drew,0.0,1.0,,"2024,2022,2020",0,3,0.0,1.1439024390243904,0.0,0.5719512195121952,-0.5719512195121952,0.45,3.0,0.5,-0.25737804878048787,0.5,-0.12868902439024393,Only R matched
NJ-3,"Conaway, Herb","McGuire, Michael",D,True,False,Herb Conaway,,1.0,0.0,2024,,1,0,0.7,0.0,0.35,0.0,0.35,0.45,3.0,0.5,0.1575,0.5,0.07875,Only D matched
