cycle,chamber,race_id,district_id,state,district,election_date,election_type,dem_candidate,gop_candidate,other_candidates,dem_vote_total,gop_vote_total,other_vote_total,total_vote,dem_vote_share,gop_vote_share,actual_dem_margin,actual_winner,has_dem_candidate,has_gop_candidate,major_party_contested,named_candidate_count,named_dem_count,named_gop_count,named_other_count,general_election_party_structure,uncontested,uncontested_dem,uncontested_gop,include_in_major_party_margin_scoring,special_handling_notes,source_name,source_url,retrieved_date,dem_candidate_join_name,dem_candidate_uid,dem_fec_candidate_id,dem_principal_campaign_committee_id,dem_fec_status,dem_is_incumbent,dem_is_challenger,dem_is_open_seat_candidate,dem_fec_candidate_status,dem_match_method,dem_match_score,gop_candidate_join_name,gop_candidate_uid,gop_fec_candidate_id,gop_principal_campaign_committee_id,gop_fec_status,gop_is_incumbent,gop_is_challenger,gop_is_open_seat_candidate,gop_fec_candidate_status,gop_match_method,gop_match_score,incumbency_status,open_seat,incumbent_party,incumbency_data_complete,district_pres_margin_dem,boundary_compatibility,presidential_baseline_available,presidential_result_year,boundary_cycle,national_environment_margin_dem,environment_multiplier,district_elasticity,state_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,polling_adjustment_dem,historical_input_status,characteristics_elasticity,characteristics_elasticity_raw_prediction,characteristics_elasticity_model_alpha,characteristics_model_training_match,characteristics_elasticity_method,characteristics_elasticity_limitations,elasticity_source,elasticity_match_status
2022,House,FL-2,FL-2,FL,2,2022-11-08,General,"AL LAWSON, JR",NEAL P DUNN,,121153,180236,0,301389,40.19821559512789,59.80178440487211,-19.603568809744218,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,"AL LAWSON, JR",HOUSE_2022_FL_2_D_AL_LAWSON,H0FL02086,C00460261,I,True,False,False,C,probable_automatic,72.0,NEAL P DUNN,HOUSE_2022_FL_2_R_NEAL_P_DUNN,H6FL02208,C00582304,I,True,False,False,C,high_confidence_automatic,90.0,member_vs_member,False,Both,True,-11.0,authoritative_2022_boundary,True,2020,2022,,,0.6764002592033548,,,,,,presidential_baseline_ready,0.6764002592033548,0.6279688044012064,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-3,FL-3,FL,3,2022-11-08,General,DANIELLE HAWK,KAT CAMMACK,LINDA S BROOKS,103382,178101,3410,284893,36.288009884412745,62.51504950981597,-26.227039625403226,R,True,True,True,3,1,1,1,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,DANIELLE HAWK,HOUSE_2022_FL_3_D_DANIELLE_HAWK,H2FL03163,C00774174,C,False,True,False,C,high_confidence_automatic,95.0,KAT CAMMACK,HOUSE_2022_FL_3_R_KAT_CAMMACK,H0FL03175,C00730895,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-14.1,authoritative_2022_boundary,True,2020,2022,,,0.8288988239624137,,,,,,presidential_baseline_ready,0.8288988239624137,0.7695482022231922,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-4,FL-4,FL,4,2022-11-08,General,LASHONDA âLJâ HOLLOWAY,AARON BEAN,,108402,165696,5,274103,39.54790717358073,60.4502686946148,-20.902361521034063,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,LASHONDA âLJâ HOLLOWAY,HOUSE_2022_FL_4_D_LASHONDA_ALJA_HOLLOWAY,H6FL05193,C00805184,C,False,True,False,C,high_confidence_automatic,92.5,AARON BEAN,HOUSE_2022_FL_4_R_AARON_BEAN,H2FL04211,C00816983,C,False,True,False,C,high_confidence_automatic,95.0,unresolved,,,False,-6.7,authoritative_2022_boundary,True,2020,2022,,,0.7687334062921715,,,,,,presidential_baseline_ready,0.7687334062921715,0.7136907348632894,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-5,FL-5,FL,5,2022-11-08,General,,JOHN H RUTHERFORD,,0,1,0,1,0.0,100.0,-100.0,R,False,True,False,1,0,1,0,R_unopposed,True,False,True,False,Nonstandard general-election party structure: R_unopposed,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,,,,,,False,,,,,,JOHN H RUTHERFORD,HOUSE_2022_FL_5_R_JOHN_H_RUTHERFORD,H6FL04105,C00615294,I,True,False,False,C,high_confidence_automatic,95.0,confirmed_incumbent_running,False,R,True,-15.8,authoritative_2022_boundary,True,2020,2022,,,1.0031401895469712,,,,,,presidential_baseline_ready,1.0031401895469712,0.9313135778784848,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-6,FL-6,FL,6,2022-11-08,General,,MICHAEL WALTZ,JOSEPH âJOEâ HANNOUSH,0,226548,74207,300755,0.0,75.32642848830443,-75.32642848830443,R,False,True,False,2,0,1,1,R_vs_Other,False,False,False,False,Nonstandard general-election party structure: R_vs_Other,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,,,,,,False,,,,,,MICHAEL WALTZ,HOUSE_2022_FL_6_R_MICHAEL_WALTZ,H8FL06148,C00666396,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-23.7,authoritative_2022_boundary,True,2020,2022,,,0.9604192860390878,,,,,,presidential_baseline_ready,0.9604192860390878,0.8916515666155364,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-7,FL-7,FL,7,2022-11-08,General,KAREN GREEN,CORY MILLS,,126079,177966,10,304055,41.46585321734555,58.530857903997635,-17.065004686652085,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,KAREN GREEN,HOUSE_2022_FL_7_D_KAREN_GREEN,H2FL08139,C00811539,O,False,False,True,C,high_confidence_automatic,100.0,CORY MILLS,HOUSE_2022_FL_7_R_CORY_MILLS,H2FL07156,C00774943,O,False,False,True,C,high_confidence_automatic,100.0,confirmed_open,True,,True,-5.5,authoritative_2022_boundary,True,2020,2022,,,0.8991913839947062,,,,,,presidential_baseline_ready,0.8991913839947062,0.8348076906417322,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-8,FL-8,FL,8,2022-11-08,General,JOANNE TERRY,BILL POSEY,,120080,222128,0,342208,35.08976996446606,64.91023003553394,-29.820460071067888,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,JOANNE TERRY,HOUSE_2022_FL_8_D_JOANNE_TERRY,H2FL08105,C00794263,C,False,True,False,C,high_confidence_automatic,95.0,BILL POSEY,HOUSE_2022_FL_8_R_BILL_POSEY,H8FL15107,C00444968,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-17.6,authoritative_2022_boundary,True,2020,2022,,,0.9808184223471188,,,,,,presidential_baseline_ready,0.9808184223471188,0.9105900886871552,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-9,FL-9,FL,9,2022-11-08,General,DARREN SOTO,SCOTTY MOORE,,108541,93827,0,202368,53.63545619860847,46.36454380139153,7.270912397216951,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,DARREN SOTO,HOUSE_2022_FL_9_D_DARREN_SOTO,H6FL09179,C00581074,I,True,False,False,C,high_confidence_automatic,100.0,SCOTTY MOORE,HOUSE_2022_FL_9_R_SCOTTY_MOORE,H2FL09228,C00788810,C,False,True,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,D,True,17.4,authoritative_2022_boundary,True,2020,2022,,,1.1263627919156234,,,,,,presidential_baseline_ready,1.1263627919156234,1.0457132239930262,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-10,FL-10,FL,10,2022-11-08,General,MAXWELL ALEJANDRO FROST,CALVIN B WIMBISH,JASON HOLIC | USHA JAIN,117955,78844,3111,199910,59.004051823320495,39.43974788654895,19.564303936771548,D,True,True,True,4,1,1,2,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,MAXWELL ALEJANDRO FROST,HOUSE_2022_FL_10_D_MAXWELL_ALEJANDRO_FROST,H2FL10259,C00786822,O,False,False,True,C,high_confidence_automatic,100.0,CALVIN B WIMBISH,HOUSE_2022_FL_10_R_CALVIN_B_WIMBISH,H2FL10283,C00791582,O,False,False,True,C,high_confidence_automatic,100.0,confirmed_open,True,,True,31.8,authoritative_2022_boundary,True,2020,2022,,,0.6471112780401126,,,,,,presidential_baseline_ready,0.6471112780401126,0.6007769660880855,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-11,FL-11,FL,11,2022-11-08,General,SHANTE MUNNS,DANIEL WEBSTER,KEVIN PORTER,115647,205995,4967,326609,35.40839352253,63.070827809399006,-27.662434286869008,R,True,True,True,3,1,1,1,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,SHANTE MUNNS,HOUSE_2022_FL_11_D_SHANTE_MUNNS,H2FL11174,C00816231,C,False,True,False,C,high_confidence_automatic,100.0,DANIEL WEBSTER,HOUSE_2022_FL_11_R_DANIEL_WEBSTER,H0FL08208,C00481911,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-10.9,authoritative_2022_boundary,True,2020,2022,,,0.8596358322477317,,,,,,presidential_baseline_ready,0.8596358322477317,0.7980843863555496,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-12,FL-12,FL,12,2022-11-08,General,KIMBERLY WALKER,GUS M BILIRAKIS,,95390,226601,4,321995,29.62468361309958,70.3740741315859,-40.749390518486315,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,KIMBERLY WALKER,HOUSE_2022_FL_12_D_KIMBERLY_WALKER,H6FL13197,C00591388,C,False,True,False,C,high_confidence_automatic,95.0,GUS M BILIRAKIS,HOUSE_2022_FL_12_R_GUS_M_BILIRAKIS,H6FL09070,C00408534,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-28.7,authoritative_2022_boundary,True,2020,2022,,,0.9404701068878808,,,,,,presidential_baseline_ready,0.9404701068878808,0.8731307839725443,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-13,FL-13,FL,13,2022-11-08,General,ERIC LYNN,ANNA PAULINA LUNA,FRANK CRAFT,153876,181487,6183,341546,45.05278937536964,53.13691274381782,-8.084123368448173,R,True,True,True,3,1,1,1,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,ERIC LYNN,HOUSE_2022_FL_13_D_ERIC_LYNN,H6FL13189,C00575233,O,False,False,True,C,high_confidence_automatic,100.0,ANNA PAULINA LUNA,HOUSE_2022_FL_13_R_ANNA_PAULINA_LUNA,H0FL13158,C00718239,O,False,False,True,C,high_confidence_automatic,100.0,confirmed_open,True,,True,-6.8,authoritative_2022_boundary,True,2020,2022,,,0.8364142083941285,,,,,,presidential_baseline_ready,0.8364142083941285,0.7765254718383131,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-14,FL-14,FL,14,2022-11-08,General,KATHY CASTOR,JAMES JUDGE,,149737,113427,0,263164,56.898739949233175,43.101260050766825,13.797479898466356,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,KATHY CASTOR,HOUSE_2022_FL_14_D_KATHY_CASTOR,H6FL11126,C00410761,I,True,False,False,C,high_confidence_automatic,100.0,JAMES JUDGE,HOUSE_2022_FL_14_R_JAMES_JUDGE,H2FL14277,C00797597,C,False,True,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,D,True,19.1,authoritative_2022_boundary,True,2020,2022,,,0.9270770465679696,,,,,,presidential_baseline_ready,0.9270770465679696,0.8606966904577464,300.0,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_without_historical_label_target
2022,House,FL-15,FL-15,FL,15,2022-11-08,General,ALAN M COHN,LAUREL LEE,,102835,145219,0,248054,41.456698944584645,58.543301055415355,-17.086602110830707,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,ALAN M COHN,HOUSE_2022_FL_15_D_ALAN_M_COHN,H4FL15155,C00718650,C,False,True,False,C,high_confidence_automatic,95.0,LAUREL LEE,HOUSE_2022_FL_15_R_LAUREL_LEE,H2FL15241,C00815373,C,False,True,False,C,high_confidence_automatic,100.0,unresolved,,,False,-3.2,authoritative_2022_boundary,True,2020,2022,,,0.9803719870031216,,,,,,presidential_baseline_ready,0.9803719870031216,0.9101756189033288,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-16,FL-16,FL,16,2022-11-08,General,JAN SCHNEIDER,VERN BUCHANAN,,115575,189762,21,305358,37.84901656416403,62.14410626215786,-24.29508969799383,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,JAN SCHNEIDER,HOUSE_2022_FL_16_D_JAN_SCHNEIDER,H2FL13139,C00447474,C,False,True,False,C,high_confidence_automatic,100.0,VERN BUCHANAN,HOUSE_2022_FL_16_R_VERN_BUCHANAN,H6FL13148,C00412759,I,True,False,False,C,probable_automatic,72.0,confirmed_incumbent_running,False,R,True,-8.9,authoritative_2022_boundary,True,2020,2022,,,0.957693071528072,,,,,,presidential_baseline_ready,0.957693071528072,0.8891205538849378,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-17,FL-17,FL,17,2022-11-08,General,ANDREA DORIA KALE,W GREGORY STEUBE,THEODORE âPINK TIEâ MURRAY,123798,222483,2225,348506,35.522487417720214,63.83907307191268,-28.31658565419247,R,True,True,True,3,1,1,1,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,ANDREA DORIA KALE,HOUSE_2022_FL_17_D_ANDREA_DORIA_KALE,H2FL17106,C00807768,C,False,True,False,C,high_confidence_automatic,100.0,W GREGORY STEUBE,HOUSE_2022_FL_17_R_W_GREGORY_STEUBE,H8FL17053,C00671891,I,True,False,False,C,high_confidence_automatic,85.75,confirmed_incumbent_running,False,R,True,-16.0,authoritative_2022_boundary,True,2020,2022,,,0.8636467643779484,,,,,,presidential_baseline_ready,0.8636467643779484,0.8018081286517353,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-18,FL-18,FL,18,2022-11-08,General,,C SCOTT FRANKLIN,"KEITH R HAYDEN, JR",0,167429,56805,224234,0.0,74.66708884468903,-74.66708884468903,R,False,True,False,2,0,1,1,R_vs_Other,False,False,False,False,Nonstandard general-election party structure: R_vs_Other,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,,,,,,False,,,,,,C SCOTT FRANKLIN,HOUSE_2022_FL_18_R_C_SCOTT_FRANKLIN,H0FL15104,C00742247,I,True,False,False,C,high_confidence_automatic,92.0,confirmed_incumbent_running,False,R,True,-22.8,authoritative_2022_boundary,True,2020,2022,,,0.9313607596955568,,,,,,presidential_baseline_ready,0.9313607596955568,0.864673682149466,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-19,FL-19,FL,19,2022-11-08,General,CINDY BANYAI,BYRON DONALDS,,100226,213035,13,313274,31.993079540593858,68.00277073743752,-36.009691196843654,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,CINDY BANYAI,HOUSE_2022_FL_19_D_CINDY_BANYAI,H0FL19106,C00718155,C,False,True,False,C,high_confidence_automatic,95.0,BYRON DONALDS,HOUSE_2022_FL_19_R_BYRON_DONALDS,H2FL14186,C00733329,C,False,True,False,C,high_confidence_automatic,100.0,unresolved,,,False,-21.0,authoritative_2022_boundary,True,2020,2022,,,1.0225364444536715,,,,,,presidential_baseline_ready,1.0225364444536715,0.9493210266307476,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-20,FL-20,FL,20,2022-11-08,General,SHEILA CHERFILUS-MCCORMICK,DREW MONTEZ CLARK,,136215,52151,0,188366,72.31400571228353,27.68599428771647,44.62801142456706,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,SHEILA CHERFILUS-MCCORMICK,HOUSE_2022_FL_20_D_SHEILA_CHERFILUS_MCCORMICK,H8FL20032,C00677492,I,True,False,False,C,high_confidence_automatic,100.0,DREW MONTEZ CLARK,HOUSE_2022_FL_20_R_DREW_MONTEZ_CLARK,H2FL25083,C00784041,C,False,True,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,D,True,52.4,authoritative_2022_boundary,True,2020,2022,,,0.3973783388207926,,,,,,presidential_baseline_ready,0.3973783388207926,0.3689253469804007,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-21,FL-21,FL,21,2022-11-08,General,CORINNA BALDERRAMOS ROBINSON,BRIAN J MAST,,119891,208614,0,328505,36.49594374514847,63.50405625485153,-27.00811250970305,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,CORINNA BALDERRAMOS ROBINSON,HOUSE_2022_FL_21_D_CORINNA_BALDERRAMOS_ROBINSON,H2FL18096,C00786574,C,False,True,False,C,high_confidence_automatic,100.0,BRIAN J MAST,HOUSE_2022_FL_21_R_BRIAN_J_MAST,H6FL18097,C00632257,I,True,False,False,C,high_confidence_automatic,95.0,confirmed_incumbent_running,False,R,True,-9.4,authoritative_2022_boundary,True,2020,2022,,,0.9139237503466088,,,,,,presidential_baseline_ready,0.9139237503466088,0.8484851935080098,300.0,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_without_historical_label_target
2022,House,FL-22,FL-22,FL,22,2022-11-08,General,LOIS FRANKEL,DAN FRANZESE,,150010,122194,0,272204,55.10940324168638,44.89059675831362,10.218806483372765,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,LOIS FRANKEL,HOUSE_2022_FL_22_D_LOIS_FRANKEL,H2FL14053,C00494856,I,True,False,False,C,high_confidence_automatic,95.0,DAN FRANZESE,HOUSE_2022_FL_22_R_DAN_FRANZESE,H2FL21108,C00780056,C,False,True,False,C,high_confidence_automatic,88.75,confirmed_incumbent_running,False,D,True,17.6,authoritative_2022_boundary,True,2020,2022,,,1.0283242101050358,,,,,,presidential_baseline_ready,1.0283242101050358,0.95469437802556,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-23,FL-23,FL,23,2022-11-08,General,JARED MOSKOWITZ,JOE BUDD,CHRISTINE SCOTT | MARK NAPIER,143951,130681,4417,279049,51.58628054571061,46.83084332859104,4.755437217119574,D,True,True,True,4,1,1,2,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,JARED MOSKOWITZ,HOUSE_2022_FL_23_D_JARED_MOSKOWITZ,H2FL22171,C00807628,C,False,True,False,C,high_confidence_automatic,100.0,JOE BUDD,HOUSE_2022_FL_23_R_JOE_BUDD,H2FL23138,C00816553,C,False,True,False,C,high_confidence_automatic,100.0,unresolved,,,False,13.2,authoritative_2022_boundary,True,2020,2022,,,0.5221104094200731,,,,,,presidential_baseline_ready,0.5221104094200731,0.4847263807306973,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-24,FL-24,FL,24,2022-11-08,General,FREDERICA S WILSON,JESUS G NAVARRO,,133442,52449,0,185891,71.78507835236779,28.214921647632213,43.570156704735574,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,FREDERICA S WILSON,HOUSE_2022_FL_24_D_FREDERICA_S_WILSON,H0FL17068,C00460055,I,True,False,False,C,high_confidence_automatic,100.0,JESUS G NAVARRO,HOUSE_2022_FL_24_R_JESUS_G_NAVARRO,H2FL24078,C00820043,C,False,True,False,C,high_confidence_automatic,95.0,confirmed_incumbent_running,False,D,True,49.1,authoritative_2022_boundary,True,2020,2022,,,0.4703536236808434,,,,,,presidential_baseline_ready,0.4703536236808434,0.4366754723845162,300.0,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_without_historical_label_target
2022,House,FL-25,FL-25,FL,25,2022-11-08,General,DEBBIE WASSERMAN SCHULTZ,CARLA SPALDING,,129113,105239,0,234352,55.09361985389499,44.90638014610501,10.187239707789992,D,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,DEBBIE WASSERMAN SCHULTZ,HOUSE_2022_FL_25_D_DEBBIE_WASSERMAN_SCHULTZ,H4FL20023,C00385773,I,True,False,False,C,high_confidence_automatic,100.0,CARLA SPALDING,HOUSE_2022_FL_25_R_CARLA_SPALDING,H0FL23090,C00727164,C,False,True,False,C,high_confidence_automatic,95.0,confirmed_incumbent_running,False,D,True,19.9,authoritative_2022_boundary,True,2020,2022,,,1.0396164176699074,,,,,,presidential_baseline_ready,1.0396164176699074,0.9651780435580278,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
2022,House,FL-26,FL-26,FL,26,2022-11-08,General,CHRISTINE ALEXANDRIA OLIVO,MARIO DIAZ-BALART,,58868,143240,0,202108,29.127001405189304,70.8729985948107,-41.74599718962139,R,True,True,True,2,1,1,0,D_vs_R,False,False,False,True,,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,2026-07-15,CHRISTINE ALEXANDRIA OLIVO,HOUSE_2022_FL_26_D_CHRISTINE_ALEXANDRIA_OLIVO,H2FL24037,C00691832,C,False,True,False,C,high_confidence_automatic,100.0,MARIO DIAZ-BALART,HOUSE_2022_FL_26_R_MARIO_DIAZ_BALART,H2FL25018,C00376087,I,True,False,False,C,high_confidence_automatic,100.0,confirmed_incumbent_running,False,R,True,-18.3,authoritative_2022_boundary,True,2020,2022,,,1.417718505583624,,,,,,presidential_baseline_ready,1.417718505583624,1.3162073532871847,300.0,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.,district characteristics ridge model,characteristics_prediction_with_historical_label_target
