district_id,district_partisan_baseline_dem_before,district_environment_adjustment_dem_before,state_environment_adjustment_dem_before,incumbency_adjustment_dem_before,candidate_quality_adjustment_dem_before,special_adjustment_dem_before,poll_spillover_adjustment_dem_before,fundamentals_margin_dem_before,polling_margin_dem_before,poll_count_before,model_margin_dem_before,dem_win_probability_before,district_partisan_baseline_dem_after,district_environment_adjustment_dem_after,state_environment_adjustment_dem_after,incumbency_adjustment_dem_after,candidate_quality_adjustment_dem_after,special_adjustment_dem_after,poll_spillover_adjustment_dem_after,fundamentals_margin_dem_after,polling_margin_dem_after,poll_count_after,model_margin_dem_after,dem_win_probability_after,district_partisan_baseline_dem_change,district_environment_adjustment_dem_change,state_environment_adjustment_dem_change,incumbency_adjustment_dem_change,candidate_quality_adjustment_dem_change,special_adjustment_dem_change,poll_spillover_adjustment_dem_change,fundamentals_margin_dem_change,polling_margin_dem_change,poll_count_change,model_margin_dem_change,dem_win_probability_change
CO-2,39.524,4.860000000000001,0.0,0.0,-0.1217934782608695,0.0,0.0,44.26220652173913,,0,44.26220652173913,0.9993749379778708,39.524,4.860000000000001,0.0,0.0,-0.1217934782608695,0.0,0.0,44.26220652173913,,0,44.26220652173913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0006250620221291969
CO-3,-9.555999999999996,4.32,0.0,0.0,0.354375,0.0,0.0018615031123302,-4.879763496887667,,0,-4.879763496887667,0.3071890266522871,-9.555999999999996,4.32,0.0,0.0,0.354375,0.0,0.0018615031123302,-4.879763496887667,,0,-4.879763496887667,0.2799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.027289026652287107
CO-4,-18.666,3.51,0.0,0.0,0.4631707317073171,0.0,0.0013554424724536,-14.69147382582023,,0,-14.69147382582023,0.0795425284124058,-18.666,3.51,0.0,0.0,0.4631707317073171,0.0,0.0013554424724536,-14.69147382582023,,0,-14.69147382582023,0.03747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0420725284124058
CO-5,-9.706,4.32,0.0,0.0,-0.14625,0.0,0.0018729430435438,-5.530377056956455,,0,-5.530377056956455,0.2846056259212779,-9.706,4.32,0.0,0.0,-0.14625,0.0,0.0018729430435438,-5.530377056956455,,0,-5.530377056956455,0.2537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.030905625921277935
CO-6,20.694000000000003,5.4,0.0,0.0,-0.1051630434782608,0.0,0.0,25.98883695652174,,0,25.98883695652174,0.9870224625881971,20.694000000000003,5.4,0.0,0.0,-0.1051630434782608,0.0,0.0,25.98883695652174,,0,25.98883695652174,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.011977537411802852
CO-7,14.454,5.940000000000001,0.0,0.0,-0.0482386363636363,0.0,0.0040063715797818,20.349767735216147,,0,20.349767735216147,0.9674418612596042,14.454,5.940000000000001,0.0,0.0,-0.0482386363636363,0.0,0.0040063715797818,20.349767735216147,,0,20.349767735216147,0.99344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.025998138740395804
CO-8,-0.2159999999999999,6.480000000000001,0.0,0.0,-0.118125,0.0,-0.0106652883831,6.135209711616901,,0,6.135209711616901,0.7354660831687384,-0.2159999999999999,6.480000000000001,0.0,0.0,-0.118125,0.0,-0.0106652883831,6.135209711616901,,0,6.135209711616901,0.77089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.03542391683126156
CT-1,24.153999999999996,5.13,0.0,0.0,0.0,0.0,0.0,29.283999999999995,,0,29.283999999999995,0.9924652523954984,24.153999999999996,5.13,0.0,0.0,0.0,0.0,0.0,29.283999999999995,,0,29.283999999999995,0.99983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.007364747604501565
CT-2,8.533999999999999,5.670000000000001,0.0,0.0,0.0,0.0,-0.0095062040643874,14.194493795935614,,0,14.194493795935614,0.9141779253893352,8.533999999999999,5.670000000000001,0.0,0.0,0.0,0.0,-0.0095062040643874,14.194493795935614,,0,14.194493795935614,0.9571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04292207461066477
CT-3,15.474,5.13,0.0,0.0,0.0,0.0,0.0,20.604,,0,20.604,0.968750387361896,15.474,5.13,0.0,0.0,0.0,0.0,0.0,20.604,,0,20.604,0.99318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.024429612638103948
CT-4,25.433999999999997,4.590000000000001,0.0,0.0,0.0,0.0,0.0,30.023999999999997,,0,30.023999999999997,0.993333688897876,25.433999999999997,4.590000000000001,0.0,0.0,0.0,0.0,0.0,30.023999999999997,,0,30.023999999999997,0.99981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.006476311102123988
CT-5,6.824000000000002,5.670000000000001,0.0,0.0,0.0,0.0,-0.0086026185494675,12.485397381450536,,0,12.485397381450536,0.8890328094217196,6.824000000000002,5.670000000000001,0.0,0.0,0.0,0.0,-0.0086026185494675,12.485397381450536,,0,12.485397381450536,0.93462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04558719057828042
DE-AL,14.394,5.13,0.0,0.0,0.0,0.0,-0.009346281412335,19.514653718587667,,0,19.514653718587667,0.9627607736783717,14.394,5.13,0.0,0.0,0.0,0.0,-0.009346281412335,19.514653718587667,,0,19.514653718587667,0.99012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.02735922632162835
FL-1,-35.796,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,-32.826,,0,-32.826,0.0041893981363089,-35.796,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,-32.826,,0,-32.826,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.004159398136308901
FL-2,-16.176,3.51,0.0,0.0,0.0,0.0,0.0028949105869734,-12.663105089413024,,0,-12.663105089413024,0.1080787693710409,-16.176,3.51,0.0,0.0,0.0,0.0,0.0028949105869734,-12.663105089413024,,0,-12.663105089413024,0.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.045778769371040896
FL-3,-19.136,3.7800000000000007,0.0,0.0,0.0,0.0,0.002746501180478,-15.35325349881952,,0,-15.35325349881952,0.0718324739424589,-19.136,3.7800000000000007,0.0,0.0,0.0,0.0,0.002746501180478,-15.35325349881952,,0,-15.35325349881952,0.03233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0395024739424589
FL-4,-10.576000000000004,4.32,0.0,0.0,0.0,0.0,0.0019392946445822,-6.254060705355422,,0,-6.254060705355422,0.2606980766450983,-10.576000000000004,4.32,0.0,0.0,0.0,0.0,0.0019392946445822,-6.254060705355422,,0,-6.254060705355422,0.22691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.03378807664509831
FL-5,-19.996,4.59,0.0,0.0,0.0,0.0,0.0,-15.406,,0,-15.406,0.0712485514913771,-19.996,4.59,0.0,0.0,0.0,0.0,0.0,-15.406,,0,-15.406,0.03215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0390985514913771
FL-6,-28.385999999999996,4.050000000000001,0.0,0.0,0.0,0.0,0.0,-24.335999999999995,,0,-24.335999999999995,0.0170233405457254,-28.385999999999996,4.050000000000001,0.0,0.0,0.0,0.0,0.0,-24.335999999999995,,0,-24.335999999999995,0.00163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0153933405457254
FL-7,-10.636,5.13,0.0,0.0,0.0,0.0,0.0009287466763738,-5.505071253323625,1.0,2,-5.505071253323625,0.2854651379447775,-10.636,5.13,0.0,0.0,0.0,0.0,0.0009287466763738,-5.505071253323625,1.0,2,-4.793579084991354,0.27783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7114921683322715,-0.0076351379447774925
FL-8,-14.785999999999996,5.13,0.0,0.0,0.0,0.0,0.0008165634348255,-9.655183436565167,,0,-9.655183436565167,0.1667000961548321,-14.785999999999996,5.13,0.0,0.0,0.0,0.0,0.0008165634348255,-9.655183436565167,,0,-9.655183436565167,0.12314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.04356009615483211
FL-9,-14.736,5.13,0.0,0.0,0.0,0.0,0.0008179150401454,-9.605182084959855,,0,-9.605182084959855,0.1678609381712227,-14.736,5.13,0.0,0.0,0.0,0.0,0.0008179150401454,-9.605182084959855,,0,-9.605182084959855,0.12417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.04369093817122269
FL-10,26.293999999999997,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,29.263999999999996,,0,29.263999999999996,0.992440284849176,26.293999999999997,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,29.263999999999996,,0,29.263999999999996,0.99974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.007299715150823949
FL-11,-14.176000000000002,5.13,0.0,0.0,0.0,0.0,0.0008330530197278,-9.045166946980276,,0,-9.045166946980276,0.1813054584587286,-14.176000000000002,5.13,0.0,0.0,0.0,0.0,0.0008330530197278,-9.045166946980276,,0,-9.045166946980276,0.1394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.04190545845872862
FL-12,-12.755999999999997,5.13,0.0,0.0,0.0,0.0,0.0008714386108118,-7.625128561389185,,0,-7.625128561389185,0.2191109663444269,-12.755999999999997,5.13,0.0,0.0,0.0,0.0,0.0008714386108118,-7.625128561389185,,0,-7.625128561389185,0.18162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.03749096634442689
FL-13,-12.305999999999996,5.13,0.0,0.0,0.0,0.0,0.007005107746893,-7.168994892253105,,0,-7.168994892253105,0.2323957645277083,-12.305999999999996,5.13,0.0,0.0,0.0,0.0,0.007005107746893,-7.168994892253105,,0,-7.168994892253105,0.19541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0369857645277083
FL-14,-8.496,5.13,0.0,0.0,0.0,0.0,0.0009865953840637,-3.365013404615937,8.0,1,-3.365013404615937,0.3633541475884329,-8.496,5.13,0.0,0.0,0.0,0.0,0.0009865953840637,-3.365013404615937,8.0,1,-2.5296849193766655,0.38039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8353284852392715,0.01703585241156713
FL-15,-17.346000000000004,4.59,0.0,0.0,0.0,0.0,0.0,-12.756000000000004,,0,-12.756000000000004,0.1065953237131596,-17.346000000000004,4.59,0.0,0.0,0.0,0.0,0.0,-12.756000000000004,,0,-12.756000000000004,0.06254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.04405532371315961
FL-16,-11.481999999999998,5.13,0.0,0.0,0.0,0.0,0.0009058775143618,-6.351094122485636,,0,-6.351094122485636,0.2575932109896631,-11.481999999999998,5.13,0.0,0.0,0.0,0.0,0.0009058775143618,-6.351094122485636,,0,-6.351094122485636,0.22176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.03583321098966308
FL-17,-19.876,4.59,0.0,0.0,0.0,0.0,0.0069004814723089,-15.279099518527692,,0,-15.279099518527692,0.0726608530183161,-19.876,4.59,0.0,0.0,0.0,0.0,0.0069004814723089,-15.279099518527692,,0,-15.279099518527692,0.03296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.03970085301831609
FL-18,-15.165999999999997,4.59,0.0,0.0,0.0,0.0,0.0008062912343946,-10.575193708765603,,0,-10.575193708765603,0.1464734726031517,-15.165999999999997,4.59,0.0,0.0,0.0,0.0,0.0008062912343946,-10.575193708765603,,0,-10.575193708765603,0.10072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.045753472603151685
FL-19,-28.606,4.050000000000001,0.0,0.0,0.0,0.0,0.0,-24.556,,0,-24.556,0.0164205201469588,-28.606,4.050000000000001,0.0,0.0,0.0,0.0,0.0,-24.556,,0,-24.556,0.00164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.014780520146958801
FL-20,40.054,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,43.024,,0,43.024,0.9992317805944478,40.054,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,43.024,,0,43.024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0007682194055521618
FL-21,-14.286,5.13,0.0,0.0,0.0,0.0,0.0008300794880241,-9.155169920511977,,0,-9.155169920511977,0.1785999823460821,-14.286,5.13,0.0,0.0,0.0,0.0,0.0008300794880241,-9.155169920511977,,0,-9.155169920511977,0.13413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0444699823460821
FL-22,-6.995999999999999,5.13,0.0,0.0,0.0,0.0,0.0010271435436595,-1.8649728564563393,,0,-1.8649728564563393,0.4229124487947773,-6.995999999999999,5.13,0.0,0.0,0.0,0.0,0.0010271435436595,-1.8649728564563393,,0,-1.8649728564563393,0.41262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.010292448794777309
FL-23,17.333999999999996,3.24,0.0,0.0,0.0,0.0,0.0,20.574,,0,20.574,0.96859866671067,17.333999999999996,3.24,0.0,0.0,0.0,0.0,0.0,20.574,,0,20.574,0.99345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.02485133328933009
FL-24,43.634,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,46.604,,0,46.604,0.9995768384700944,43.634,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,46.604,,0,46.604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0004231615299056246
FL-25,-5.216000000000003,5.13,0.0,0.0,0.0,0.0,0.0008169867547553,-0.0851830132452476,,0,-0.0851830132452476,0.4964507673964076,-5.216000000000003,5.13,0.0,0.0,0.0,0.0,0.0008169867547553,-0.0851830132452476,,0,-0.0851830132452476,0.4953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0011507673964075704
FL-26,-13.446000000000002,5.13,0.0,0.0,0.0,0.0,0.0008527864573977,-8.315147213542605,,0,-8.315147213542605,0.2000698478966893,-13.446000000000002,5.13,0.0,0.0,0.0,0.0,0.0008527864573977,-8.315147213542605,,0,-8.315147213542605,0.15849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.04157984789668931
FL-27,-10.516,5.13,0.0,0.0,0.0,0.0,0.0009319905291414,-5.385068009470858,,0,-5.385068009470858,0.2895621871796732,-10.516,5.13,0.0,0.0,0.0,0.0,0.0009319905291414,-5.385068009470858,,0,-5.385068009470858,0.25822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.03134218717967319
FL-28,-20.066000000000003,4.59,0.0,0.0,0.0,0.0,0.0,-15.476000000000004,,0,-15.476000000000004,0.0704803936603699,-20.066000000000003,4.59,0.0,0.0,0.0,0.0,0.0,-15.476000000000004,,0,-15.476000000000004,0.03097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0395103936603699
GA-1,-15.316,3.7800000000000007,0.0,0.0,0.0,0.0,0.002731150664799,-11.5332688493352,,0,-11.5332688493352,0.1276151610360918,-15.316,3.7800000000000007,0.0,0.0,0.0,0.0,0.002731150664799,-11.5332688493352,,0,-11.5332688493352,0.08322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0443951610360918
GA-2,8.034,4.32,0.0,1.5,0.1783125,0.0,0.0,14.032312500000002,,0,14.032312500000002,0.9120333466293792,8.034,4.32,0.0,1.5,0.1783125,0.0,0.0,14.032312500000002,,0,14.032312500000002,0.95473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.042696653370620785
GA-3,-31.036,3.2400000000000007,0.0,-1.5,0.1012499999999999,0.0,0.0,-29.19475,,0,-29.19475,0.0076468012593769,-31.036,3.2400000000000007,0.0,-1.5,0.1012499999999999,0.0,0.0,-29.19475,,0,-29.19475,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0073668012593769
GA-4,53.544,2.9700000000000006,0.0,1.5,-0.0151530612244897,0.0,0.0,57.99884693877551,,0,57.99884693877551,0.9999366311321608,53.544,2.9700000000000006,0.0,1.5,-0.0151530612244897,0.0,0.0,57.99884693877551,,0,57.99884693877551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,6.336886783919748e-05
GA-5,72.00399999999999,2.9700000000000006,0.0,1.5,-0.0399237804878048,0.0,0.0,76.43407621951218,,0,76.43407621951218,0.999997065623718,72.00399999999999,2.9700000000000006,0.0,1.5,-0.0399237804878048,0.0,0.0,76.43407621951218,,0,76.43407621951218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,2.934376281960027e-06
GA-6,49.544,2.9700000000000006,0.0,1.5,-0.0228668478260869,0.0,0.0,53.99113315217391,,0,53.99113315217391,0.999876422958269,49.544,2.9700000000000006,0.0,1.5,-0.0228668478260869,0.0,0.0,53.99113315217391,,0,53.99113315217391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0001235770417310489
GA-7,-20.836,5.4,0.0,-1.5,-0.0924695121951219,0.0,-0.0122413639978192,-17.040710876192943,,0,-17.040710876192943,0.0551943590022694,-20.836,5.4,0.0,-1.5,-0.0924695121951219,0.0,-0.0122413639978192,-17.040710876192943,,0,-17.040710876192943,0.01982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0353743590022694
GA-8,-30.495999999999995,3.2400000000000007,0.0,-1.5,-0.0291477272727272,0.0,0.0,-28.78514772727272,,0,-28.78514772727272,0.0081826360986821,-30.495999999999995,3.2400000000000007,0.0,-1.5,-0.0291477272727272,0.0,0.0,-28.78514772727272,,0,-28.78514772727272,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.007952636098682101
GA-9,-34.425999999999995,3.2400000000000007,0.0,-1.5,0.0529573170731707,0.0,0.0,-32.63304268292682,,0,-32.63304268292682,0.0043257248596659,-34.425999999999995,3.2400000000000007,0.0,-1.5,0.0529573170731707,0.0,0.0,-32.63304268292682,,0,-32.63304268292682,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0043157248596659
GA-10,-22.025999999999996,3.7800000000000007,0.0,0.0,0.0,0.0,0.0039255991114683,-18.242074400888526,,0,-18.242074400888526,0.0456361105308441,-22.025999999999996,3.7800000000000007,0.0,0.0,0.0,0.0,0.0039255991114683,-18.242074400888526,,0,-18.242074400888526,0.01394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0316961105308441
GA-11,-23.466,3.7800000000000007,0.0,0.0,0.0,0.0,0.0037335861114508,-19.682266413888545,,0,-19.682266413888545,0.0362505173324264,-23.466,3.7800000000000007,0.0,0.0,0.0,0.0,0.0037335861114508,-19.682266413888545,,0,-19.682266413888545,0.00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0275205173324264
GA-12,-13.236,4.32,0.0,-1.5,-0.0693,0.0,0.0023350801553539,-10.482964919844646,,0,-10.482964919844646,0.1484056595630513,-13.236,4.32,0.0,-1.5,-0.0693,0.0,0.0023350801553539,-10.482964919844646,,0,-10.482964919844646,0.1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.044205659563051294
GA-13,41.524,2.9700000000000006,0.0,0.0,0.165,0.0,0.0,44.659,,0,44.659,0.999414914123326,41.524,2.9700000000000006,0.0,0.0,0.165,0.0,0.0,44.659,,0,44.659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0005850858766740519
GA-14,-37.736,3.2400000000000007,0.0,-1.5,1.40625,0.0,0.0,-34.589749999999995,,0,-34.589749999999995,0.0031257252152699,-37.736,3.2400000000000007,0.0,-1.5,1.40625,0.0,0.0,-34.589749999999995,,0,-34.589749999999995,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0030957252152699
HI-1,25.804,3.78,0.0,0.0,0.0,0.0,0.0,29.584,,0,29.584,0.9928300916176644,25.804,3.78,0.0,0.0,0.0,0.0,0.0,29.584,,0,29.584,0.99986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.007029908382335526
HI-2,23.664,4.32,0.0,0.0,0.0,0.0,0.0,27.984,,0,27.984,0.9906593972979408,23.664,4.32,0.0,0.0,0.0,0.0,0.0,27.984,,0,27.984,0.99957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.008910602702059123
ID-1,-43.276,3.2400000000000007,0.0,-1.5,-0.0503359683794466,0.0,0.006009497104859,-41.58032647127459,,0,-41.58032647127459,0.0009769922077396,-43.276,3.2400000000000007,0.0,-1.5,-0.0503359683794466,0.0,0.006009497104859,-41.58032647127459,,0,-41.58032647127459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0009769922077396
ID-2,-26.016,3.2400000000000007,0.0,-1.5,0.029925,0.0,0.0074793389370482,-24.23859566106295,,0,-24.23859566106295,0.0172971345994898,-26.016,3.2400000000000007,0.0,-1.5,0.029925,0.0,0.0074793389370482,-24.23859566106295,,0,-24.23859566106295,0.00147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0158271345994898
IL-1,34.814,2.9700000000000006,0.0,1.5,-0.2425568181818182,0.0,0.0025824578621835,39.04402563968036,,0,39.04402563968036,0.9985097761597342,34.814,2.9700000000000006,0.0,1.5,-0.2425568181818182,0.0,0.0025824578621835,39.04402563968036,,0,39.04402563968036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0014902238402657586
IL-2,34.864,2.9700000000000006,0.0,0.0,0.0,0.0,0.0025824578621835,37.83658245786218,,0,37.83658245786218,0.9981781823281932,34.864,2.9700000000000006,0.0,0.0,0.0,0.0,0.0025824578621835,37.83658245786218,,0,37.83658245786218,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0018118176718068257
IL-3,33.954,2.9700000000000006,0.0,1.5,-0.0444886363636363,0.0,0.0025824578621835,38.38209382149854,,0,38.38209382149854,0.9983362493094142,33.954,2.9700000000000006,0.0,1.5,-0.0444886363636363,0.0,0.0025824578621835,38.38209382149854,,0,38.38209382149854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0016637506905857746
IL-4,33.424,2.9700000000000006,0.0,0.0,0.8325,0.0,0.0025824578621835,37.229082457862184,,0,37.229082457862184,0.9979844530017205,33.424,2.9700000000000006,0.0,0.0,0.8325,0.0,0.0025824578621835,37.229082457862184,,0,37.229082457862184,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.002005546998279595
IL-5,37.674,2.9700000000000006,0.0,1.5,-0.362175,0.0,-0.0050683946364534,41.776756605363545,,0,41.776756605363545,0.999054445253738,37.674,2.9700000000000006,0.0,1.5,-0.362175,0.0,-0.0050683946364534,41.776756605363545,,0,41.776756605363545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0009455547462620117
IL-6,6.814,4.050000000000001,0.0,1.5,-0.2937228260869565,0.0,0.0025751618900492,12.072852335803097,,0,12.072852335803097,0.8820660331613598,6.814,4.050000000000001,0.0,1.5,-0.2937228260869565,0.0,0.0025751618900492,12.072852335803097,,0,12.072852335803097,0.92704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04497396683864019
IL-7,67.384,2.9700000000000006,0.0,0.0,-0.18,0.0,0.0025824578621835,70.17658245786218,,0,70.17658245786218,0.9999916738167705,67.384,2.9700000000000006,0.0,0.0,-0.18,0.0,0.0025824578621835,70.17658245786218,,0,70.17658245786218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,8.326183229545592e-06
IL-8,9.214,4.050000000000001,0.0,0.0,0.0,0.0,0.0026038897256702,13.266603889725667,,0,13.266603889725667,0.901241933197054,9.214,4.050000000000001,0.0,0.0,0.0,0.0,0.0026038897256702,13.266603889725667,,0,13.266603889725667,0.94545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04420806680294598
IL-9,37.634,5.130000000000002,0.0,0.0,-0.91125,0.0,-0.0096589061356356,41.843091093864366,,0,41.843091093864366,0.9990648317715792,37.634,5.130000000000002,0.0,0.0,-0.91125,0.0,-0.0096589061356356,41.843091093864366,,0,41.843091093864366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0009351682284207685
IL-10,22.863999999999997,5.670000000000001,0.0,1.5,-0.2259,0.0,0.0025824578621835,29.810682457862185,,0,29.810682457862185,0.9930940847206652,22.863999999999997,5.670000000000001,0.0,1.5,-0.2259,0.0,0.0025824578621835,29.810682457862185,,0,29.810682457862185,0.99983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.006735915279334814
IL-11,12.264,6.21,0.0,1.5,-0.13455,0.0,0.0025214418011589,19.841971441801157,,0,19.841971441801157,0.9646680105144876,12.264,6.21,0.0,1.5,-0.13455,0.0,0.0025214418011589,19.841971441801157,,0,19.841971441801157,0.99101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.026341989485512363
IL-12,-43.596,3.510000000000001,0.0,-1.5,-0.051975,0.0,0.0037264509835362,-41.63424854901646,,0,-41.63424854901646,0.0009682597657231,-43.596,3.510000000000001,0.0,-1.5,-0.051975,0.0,0.0037264509835362,-41.63424854901646,,0,-41.63424854901646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0009682597657231
IL-13,10.543999999999995,5.4,0.0,1.5,0.234375,0.0,0.0029734186201195,17.681348418620114,,0,17.681348418620114,0.9501163616630256,10.543999999999995,5.4,0.0,1.5,0.234375,0.0,0.0029734186201195,17.681348418620114,,0,17.681348418620114,0.98359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.033473638336974365
IL-14,6.754000000000001,5.670000000000001,0.0,1.5,0.328695652173913,0.0,0.002573359247251,14.255269011421166,,0,14.255269011421166,0.914969301830062,6.754000000000001,5.670000000000001,0.0,1.5,0.328695652173913,0.0,0.002573359247251,14.255269011421166,,0,14.255269011421166,0.95674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04177069816993806
IL-15,-39.846,3.510000000000001,0.0,-1.5,0.0827678571428571,0.0,0.0077358126715465,-37.745496330185595,,0,-37.745496330185595,0.0018496341764723,-39.846,3.510000000000001,0.0,-1.5,0.0827678571428571,0.0,0.0077358126715465,-37.745496330185595,,0,-37.745496330185595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0018496341764723
