forecast_cycle,boundary_cycle,presidential_result_year,race_id,state,district,dem_presidential_candidate,gop_presidential_candidate,dem_presidential_share,gop_presidential_share,district_pres_margin_dem,major_party_share_total,source_name,source_file,source_boundary_description,warehouse_version,presidential_result_available,boundary_compatibility,presidential_baseline_available,baseline_selection_method
2016,2016,2012,NH-2,NH,2,Obama,Romney,54.2,44.5,9.700000000000003,98.7,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-1,NJ,1,Obama,Romney,65.1,33.8,31.299999999999997,98.89999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-10,NJ,10,Obama,Romney,87.9,11.5,76.4,99.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-11,NJ,11,Obama,Romney,46.6,52.4,-5.799999999999997,99.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-12,NJ,12,Obama,Romney,66.5,32.4,34.1,98.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-2,NJ,2,Obama,Romney,53.5,45.4,8.100000000000001,98.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-3,NJ,3,Obama,Romney,51.8,47.2,4.599999999999994,99.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-4,NJ,4,Obama,Romney,44.7,54.2,-9.5,98.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-5,NJ,5,Obama,Romney,47.9,51.0,-3.1000000000000014,98.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-6,NJ,6,Obama,Romney,61.4,37.4,24.0,98.8,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-7,NJ,7,Obama,Romney,46.3,52.5,-6.200000000000003,98.8,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-8,NJ,8,Obama,Romney,78.3,20.7,57.599999999999994,99.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NJ-9,NJ,9,Obama,Romney,68.3,30.8,37.5,99.1,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NM-1,NM,1,Obama,Romney,55.3,39.6,15.699999999999996,94.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NM-2,NM,2,Obama,Romney,44.9,51.7,-6.800000000000004,96.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NM-3,NM,3,Obama,Romney,57.5,38.7,18.799999999999997,96.2,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NV-1,NV,1,Obama,Romney,65.6,32.4,33.199999999999996,98.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NV-2,NV,2,Obama,Romney,44.8,52.9,-8.100000000000001,97.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NV-3,NV,3,Obama,Romney,49.5,48.7,0.7999999999999972,98.2,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NV-4,NV,4,Obama,Romney,54.4,43.7,10.699999999999996,98.1,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-1,NY,1,Obama,Romney,49.6,49.1,0.5,98.7,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-10,NY,10,Obama,Romney,73.6,25.1,48.49999999999999,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-11,NY,11,Obama,Romney,51.6,47.3,4.300000000000004,98.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-12,NY,12,Obama,Romney,76.9,21.5,55.400000000000006,98.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-13,NY,13,Obama,Romney,94.6,4.6,90.0,99.19999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-14,NY,14,Obama,Romney,80.7,18.3,62.400000000000006,99.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-15,NY,15,Obama,Romney,96.7,3.0,93.7,99.7,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-16,NY,16,Obama,Romney,73.7,25.5,48.2,99.2,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-17,NY,17,Obama,Romney,57.1,41.9,15.200000000000003,99.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-18,NY,18,Obama,Romney,51.4,47.1,4.299999999999997,98.5,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-19,NY,19,Obama,Romney,52.1,45.9,6.200000000000003,98.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-2,NY,2,Obama,Romney,51.6,47.2,4.399999999999999,98.80000000000001,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-20,NY,20,Obama,Romney,59.2,38.8,20.400000000000006,98.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-21,NY,21,Obama,Romney,52.2,46.1,6.100000000000001,98.30000000000001,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-22,NY,22,Obama,Romney,48.8,49.2,-0.4000000000000057,98.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-23,NY,23,Obama,Romney,48.4,49.6,-1.2000000000000028,98.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-24,NY,24,Obama,Romney,57.0,41.1,15.899999999999999,98.1,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-25,NY,25,Obama,Romney,58.8,39.4,19.4,98.19999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-26,NY,26,Obama,Romney,63.9,34.3,29.6,98.19999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-27,NY,27,Obama,Romney,42.9,55.3,-12.399999999999999,98.19999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-3,NY,3,Obama,Romney,50.8,48.2,2.5999999999999943,99.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-4,NY,4,Obama,Romney,56.3,42.8,13.5,99.1,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-5,NY,5,Obama,Romney,90.6,9.1,81.5,99.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-6,NY,6,Obama,Romney,67.8,31.0,36.8,98.8,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-7,NY,7,Obama,Romney,88.4,10.3,78.10000000000001,98.7,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-8,NY,8,Obama,Romney,89.2,10.2,79.0,99.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,NY-9,NY,9,Obama,Romney,85.2,13.9,71.3,99.10000000000001,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-1,OH,1,Obama,Romney,46.3,52.4,-6.100000000000001,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-10,OH,10,Obama,Romney,48.2,50.1,-1.8999999999999986,98.30000000000001,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-11,OH,11,Obama,Romney,82.8,16.5,66.3,99.3,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-12,OH,12,Obama,Romney,43.9,54.4,-10.5,98.3,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-13,OH,13,Obama,Romney,62.9,35.4,27.5,98.3,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-14,OH,14,Obama,Romney,47.6,50.9,-3.299999999999997,98.5,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-15,OH,15,Obama,Romney,46.3,51.9,-5.600000000000001,98.19999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-16,OH,16,Obama,Romney,45.2,53.4,-8.199999999999996,98.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-2,OH,2,Obama,Romney,43.7,54.7,-11.0,98.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-3,OH,3,Obama,Romney,69.7,28.9,40.800000000000004,98.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-4,OH,4,Obama,Romney,42.0,56.0,-14.0,98.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-5,OH,5,Obama,Romney,44.1,53.9,-9.799999999999997,98.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-6,OH,6,Obama,Romney,42.7,55.2,-12.5,97.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-7,OH,7,Obama,Romney,44.2,53.7,-9.5,97.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-8,OH,8,Obama,Romney,36.4,61.9,-25.5,98.3,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OH-9,OH,9,Obama,Romney,67.6,30.9,36.699999999999996,98.5,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OK-1,OK,1,Obama,Romney,34.2,65.8,-31.599999999999994,100.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OK-2,OK,2,Obama,Romney,32.2,67.8,-35.599999999999994,100.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OK-3,OK,3,Obama,Romney,26.1,73.9,-47.800000000000004,100.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OK-4,OK,4,Obama,Romney,32.9,67.1,-34.199999999999996,100.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OK-5,OK,5,Obama,Romney,40.8,59.2,-18.400000000000006,100.0,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OR-1,OR,1,Obama,Romney,57.3,40.0,17.299999999999997,97.3,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OR-2,OR,2,Obama,Romney,40.5,56.8,-16.299999999999997,97.3,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OR-3,OR,3,Obama,Romney,72.0,24.7,47.3,96.7,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OR-4,OR,4,Obama,Romney,51.7,45.0,6.700000000000003,96.7,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,OR-5,OR,5,Obama,Romney,50.5,47.1,3.3999999999999986,97.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-1,PA,1,Obama,Romney,82.3,16.9,65.4,99.19999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-10,PA,10,Obama,Romney,38.4,60.1,-21.700000000000003,98.5,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-11,PA,11,Obama,Romney,44.5,53.9,-9.399999999999999,98.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-12,PA,12,Obama,Romney,40.9,57.8,-16.9,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-13,PA,13,Obama,Romney,66.2,32.9,33.300000000000004,99.1,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-14,PA,14,Obama,Romney,68.0,30.6,37.4,98.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-15,PA,15,Obama,Romney,47.9,50.8,-2.8999999999999986,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-16,PA,16,Obama,Romney,46.3,52.4,-6.100000000000001,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-17,PA,17,Obama,Romney,55.4,43.3,12.100000000000001,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-18,PA,18,Obama,Romney,41.0,57.9,-16.9,98.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-2,PA,2,Obama,Romney,90.4,9.0,81.4,99.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-3,PA,3,Obama,Romney,43.0,55.6,-12.600000000000001,98.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-4,PA,4,Obama,Romney,41.5,57.1,-15.600000000000001,98.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-5,PA,5,Obama,Romney,41.5,57.1,-15.600000000000001,98.6,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-6,PA,6,Obama,Romney,48.1,50.6,-2.5,98.7,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-7,PA,7,Obama,Romney,48.5,50.4,-1.8999999999999986,98.9,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-8,PA,8,Obama,Romney,49.3,49.4,-0.10000000000000142,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,PA-9,PA,9,Obama,Romney,35.9,62.8,-26.9,98.69999999999999,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,RI-1,RI,1,Obama,Romney,66.2,32.2,34.0,98.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,RI-2,RI,2,Obama,Romney,59.8,38.3,21.5,98.1,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,SC-1,SC,1,Obama,Romney,40.2,58.3,-18.099999999999994,98.5,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,SC-2,SC,2,Obama,Romney,39.4,59.1,-19.700000000000003,98.5,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
2016,2016,2012,SC-3,SC,3,Obama,Romney,33.9,64.5,-30.6,98.4,Daily Kos Elections presidential results by congressional district,presidential_results_on_2016_districts.csv,Congressional district lines used in the 2016 elections,1.0,True,same_election_boundary_set,True,most_recent_completed_presidential_election_on_target_house_boundaries
