district_id,state,district,dem_candidate,gop_candidate,old_district_partisan_baseline_dem,new_district_partisan_baseline_dem,delta_district_partisan_baseline_dem,old_district_elasticity,new_district_elasticity,delta_district_elasticity,old_house_national_environment_used_dem,new_house_national_environment_used_dem,delta_house_national_environment_used_dem,old_district_environment_adjustment_dem,new_district_environment_adjustment_dem,delta_district_environment_adjustment_dem,old_state_environment_adjustment_dem,new_state_environment_adjustment_dem,delta_state_environment_adjustment_dem,old_incumbency_adjustment_dem,new_incumbency_adjustment_dem,delta_incumbency_adjustment_dem,old_candidate_quality_adjustment_dem_before_war,new_candidate_quality_adjustment_dem_before_war,delta_candidate_quality_adjustment_dem_before_war,old_candidate_war_adjustment_dem,new_candidate_war_adjustment_dem,delta_candidate_war_adjustment_dem,old_candidate_quality_adjustment_dem,new_candidate_quality_adjustment_dem,delta_candidate_quality_adjustment_dem,old_special_adjustment_dem,new_special_adjustment_dem,delta_special_adjustment_dem,old_poll_spillover_adjustment_dem,new_poll_spillover_adjustment_dem,delta_poll_spillover_adjustment_dem,old_fundamentals_margin_dem_before_poll_spillover,new_fundamentals_margin_dem_before_poll_spillover,delta_fundamentals_margin_dem_before_poll_spillover,old_fundamentals_margin_dem,new_fundamentals_margin_dem,delta_fundamentals_margin_dem,old_polling_margin_dem,new_polling_margin_dem,delta_polling_margin_dem,old_bayesian_polling_weight,new_bayesian_polling_weight,delta_bayesian_polling_weight,old_bayesian_model_margin_dem,new_bayesian_model_margin_dem,delta_bayesian_model_margin_dem,old_model_margin_dem,new_model_margin_dem,delta_model_margin_dem,old_pre_sim_dem_win_probability,new_pre_sim_dem_win_probability,delta_pre_sim_dem_win_probability,old_simulated_dem_win_probability,new_simulated_dem_win_probability,delta_simulated_dem_win_probability,old_dem_win_probability,new_dem_win_probability,delta_dem_win_probability,old_avg_simulated_margin_dem,new_avg_simulated_margin_dem,delta_avg_simulated_margin_dem,old_district_posterior_sd,new_district_posterior_sd,delta_district_posterior_sd,old_margin_dem,new_margin_dem,delta_margin_dem,abs_delta_margin,old_dem_probability,new_dem_probability,delta_dem_probability,abs_delta_probability,old_polling_blend_effect_dem,new_polling_blend_effect_dem,delta_polling_blend_effect_dem,primary_cause,snapshot_status
GA-4,GA,4,"Johnson, Hank","Duffie, Jim",53.544,53.544,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.0151530612244897,-0.0151530612244897,0.0,-0.0151530612244897,-0.0151530612244897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.99884693877551,57.99884693877551,0.0,57.99884693877551,57.99884693877551,0.0,,,,0.0,0.0,0.0,57.99884693877551,57.99884693877551,0.0,57.99884693877551,57.99884693877551,0.0,0.9999366311321608,0.9999366311321608,0.0,1.0,1.0,0.0,0.9999366311321608,1.0,6.336886783919748e-05,57.90520321779661,58.09974399041555,0.19454077261893588,6.75,6.75,0.0,57.99884693877551,57.99884693877551,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
GA-5,GA,5,"Williams, Nikema","Salveson, John",72.00399999999999,72.00399999999999,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.0399237804878048,-0.0399237804878048,0.0,-0.0399237804878048,-0.0399237804878048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.43407621951218,76.43407621951218,0.0,76.43407621951218,76.43407621951218,0.0,,,,0.0,0.0,0.0,76.43407621951218,76.43407621951218,0.0,76.43407621951218,76.43407621951218,0.0,0.999997065623718,0.999997065623718,0.0,1.0,1.0,0.0,0.999997065623718,1.0,2.934376281960027e-06,76.49652113183865,76.50884388378168,0.012322751943031562,6.75,6.75,0.0,76.43407621951218,76.43407621951218,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
GA-6,GA,6,"McBath, Lucy","Martin, Kevin",49.544,49.544,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.0228668478260869,-0.0228668478260869,0.0,-0.0228668478260869,-0.0228668478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.99113315217391,53.99113315217391,0.0,53.99113315217391,53.99113315217391,0.0,,,,0.0,0.0,0.0,53.99113315217391,53.99113315217391,0.0,53.99113315217391,53.99113315217391,0.0,0.999876422958269,0.999876422958269,0.0,1.0,1.0,0.0,0.999876422958269,1.0,0.0001235770417310489,53.947028576962616,54.09417407602539,0.1471454990627734,6.75,6.75,0.0,53.99113315217391,53.99113315217391,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
GA-7,GA,7,"Kozycki, Tony","McCormick, Rich",-20.836,-20.836,0.0,1.0,1.0,0.0,5.4,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.0924695121951219,-0.0924695121951219,0.0,-0.0924695121951219,-0.0924695121951219,0.0,0.0,0.0,0.0,-0.0122413639978192,-0.0122413639978192,0.0,-17.028469512195123,-17.028469512195123,0.0,-17.040710876192943,-17.040710876192943,0.0,,,,0.0,0.0,0.0,-17.040710876192943,-17.040710876192943,0.0,-17.040710876192943,-17.040710876192943,0.0,0.0551943590022694,0.0551943590022694,0.0,0.0202,0.0202,0.0,0.0551943590022694,0.0825,0.027305640997730606,-17.071891365855706,-17.035987274048424,0.03590409180728216,6.75,6.75,0.0,-17.040710876192943,-17.040710876192943,0.0,0.0,0.0202,0.0202,0.0,0.0,0.0,0.0,0.0,No component change,matched
GA-8,GA,8,"Esti, Kelly","Scott, Austin",-30.495999999999995,-30.495999999999995,0.0,0.6000000000000001,0.6000000000000001,0.0,5.4,5.4,0.0,3.2400000000000007,3.2400000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.0291477272727272,-0.0291477272727272,0.0,-0.0291477272727272,-0.0291477272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.78514772727272,-28.78514772727272,0.0,-28.78514772727272,-28.78514772727272,0.0,,,,0.0,0.0,0.0,-28.78514772727272,-28.78514772727272,0.0,-28.78514772727272,-28.78514772727272,0.0,0.0081826360986821,0.0081826360986821,0.0,0.00035,0.00035,0.0,0.0081826360986821,0.0108,0.0026173639013179,-28.85288299286054,-28.66940034025952,0.18348265260101826,6.75,6.75,0.0,-28.78514772727272,-28.78514772727272,0.0,0.0,0.00035,0.00035,0.0,0.0,0.0,0.0,0.0,No component change,matched
GA-9,GA,9,"Gegen, Caitlyn","Clyde, Andrew",-34.425999999999995,-34.425999999999995,0.0,0.6000000000000001,0.6000000000000001,0.0,5.4,5.4,0.0,3.2400000000000007,3.2400000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0529573170731707,0.0529573170731707,0.0,0.0529573170731707,0.0529573170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.63304268292682,-32.63304268292682,0.0,-32.63304268292682,-32.63304268292682,0.0,,,,0.0,0.0,0.0,-32.63304268292682,-32.63304268292682,0.0,-32.63304268292682,-32.63304268292682,0.0,0.0043257248596659,0.0043257248596659,0.0,5e-05,5e-05,0.0,0.0043257248596659,0.0036,-0.0007257248596658997,-32.59585957397019,-32.43298686289589,0.16287271107430001,6.75,6.75,0.0,-32.63304268292682,-32.63304268292682,0.0,0.0,5e-05,5e-05,0.0,0.0,0.0,0.0,0.0,No component change,matched
HI-1,HI,1,,,25.804,25.804,0.0,0.7,0.7,0.0,5.4,5.4,0.0,3.78,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.584,29.584,0.0,29.584,29.584,0.0,,,,0.0,0.0,0.0,29.584,29.584,0.0,29.584,29.584,0.0,0.9928300916176644,0.9928300916176644,0.0,0.99965,0.99965,0.0,0.9928300916176644,0.9926,-0.00023009161766440744,29.527354628092144,29.678624257129105,0.1512696290369604,6.75,6.75,0.0,29.584,29.584,0.0,0.0,0.99965,0.99965,0.0,0.0,0.0,0.0,0.0,No component change,matched
HI-2,HI,2,,,23.664,23.664,0.0,0.7999999999999999,0.7999999999999999,0.0,5.4,5.4,0.0,4.32,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.984,27.984,0.0,27.984,27.984,0.0,,,,0.0,0.0,0.0,27.984,27.984,0.0,27.984,27.984,0.0,0.9906593972979408,0.9906593972979408,0.0,0.99955,0.99955,0.0,0.9906593972979408,0.9898,-0.0008593972979408226,28.05903916920983,28.082407791203167,0.023368621993338223,6.75,6.75,0.0,27.984,27.984,0.0,0.0,0.99955,0.99955,0.0,0.0,0.0,0.0,0.0,No component change,matched
IA-1,IA,1,"Bohannon, Christina","Miller-Meeks, Mariannette",-7.1259999999999994,-7.1259999999999994,0.0,1.0,1.0,0.0,5.4,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.3790178571428571,0.3790178571428571,0.0,0.3790178571428571,0.3790178571428571,0.0,0.0,0.0,0.0,0.0081476320253403,0.0081476320253403,0.0,-2.846982142857142,-2.846982142857142,0.0,-2.8388345108318016,-2.8388345108318016,0.0,,,,0.0,0.0,0.0,-2.8388345108318016,-2.8388345108318016,0.0,-2.8388345108318016,-2.8388345108318016,0.0,0.3838735338744496,0.3838735338744496,0.0,0.3631,0.3631,0.0,0.3838735338744496,0.4107,0.026826466125550397,-2.9142176783204174,-2.7353087811769745,0.17890889714344294,6.75,6.75,0.0,-2.8388345108318016,-2.8388345108318016,0.0,0.0,0.3631,0.3631,0.0,0.0,0.0,0.0,0.0,No component change,matched
IA-2,IA,2,"James, Lindsay","Mitchell, Joe",-8.626000000000001,-8.626000000000001,0.0,1.0,1.0,0.0,5.4,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082214831778798,0.0082214831778798,0.0,-3.226000000000001,-3.226000000000001,0.0,-3.217778516822121,-3.217778516822121,0.0,,,,0.0,0.0,0.0,-3.217778516822121,-3.217778516822121,0.0,-3.217778516822121,-3.217778516822121,0.0,0.369049549294506,0.369049549294506,0.0,0.35335,0.35335,0.0,0.369049549294506,0.39785,0.028800450705493974,-3.212245904743575,-3.077834164519025,0.13441174022455016,6.75,6.75,0.0,-3.217778516822121,-3.217778516822121,0.0,0.0,0.35335,0.35335,0.0,0.0,0.0,0.0,0.0,No component change,matched
IA-3,IA,3,"Trone Garriott, Sarah","Nunn, Zach",-3.506000000000002,-3.506000000000002,0.0,1.1,1.1,0.0,5.4,5.4,0.0,5.940000000000001,5.940000000000001,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.1989204545454545,0.1989204545454545,0.0,0.1989204545454545,0.1989204545454545,0.0,0.0,0.0,0.0,0.0076186808350422,0.0076186808350422,0.0,1.132920454545454,1.132920454545454,0.0,1.140539135380496,1.140539135380496,0.0,,,,0.0,0.0,0.0,1.140539135380496,1.140539135380496,0.0,1.140539135380496,1.140539135380496,0.0,0.5473798804987543,0.5473798804987543,0.0,0.55855,0.55855,0.0,0.5473798804987543,0.538,-0.009379880498754267,1.2124044770354672,1.2227270716281853,0.010322594592718115,6.75,6.75,0.0,1.140539135380496,1.140539135380496,0.0,0.0,0.55855,0.55855,0.0,0.0,0.0,0.0,0.0,No component change,matched
IA-4,IA,4,"Dawson, Dave","McGowan, Chris",-30.126,-30.126,0.0,0.6500000000000001,0.6500000000000001,0.0,5.4,5.4,0.0,3.510000000000001,3.510000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044907934157506,0.0044907934157506,0.0,-26.615999999999996,-26.615999999999996,0.0,-26.611509206584245,-26.611509206584245,0.0,,,,0.0,0.0,0.0,-26.611509206584245,-26.611509206584245,0.0,-26.611509206584245,-26.611509206584245,0.0,0.0117132578061416,0.0117132578061416,0.0,0.00095,0.00095,0.0,0.0117132578061416,0.01665,0.0049367421938584025,-26.541206976695353,-26.504589461039565,0.03661751565578797,6.75,6.75,0.0,-26.611509206584245,-26.611509206584245,0.0,0.0,0.00095,0.00095,0.0,0.0,0.0,0.0,0.0,No component change,matched
ID-1,ID,1,"Peterson, Kaylee","Fulcher, Russ",-43.276,-43.276,0.0,0.6000000000000001,0.6000000000000001,0.0,5.4,5.4,0.0,3.2400000000000007,3.2400000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.0503359683794466,-0.0503359683794466,0.0,-0.0503359683794466,-0.0503359683794466,0.0,0.0,0.0,0.0,0.006009497104859,0.006009497104859,0.0,-41.58633596837944,-41.58633596837944,0.0,-41.58032647127459,-41.58032647127459,0.0,,,,0.0,0.0,0.0,-41.58032647127459,-41.58032647127459,0.0,-41.58032647127459,-41.58032647127459,0.0,0.0009769922077396,0.0009769922077396,0.0,0.0,0.0,0.0,0.0009769922077396,0.0005,-0.0004769922077395999,-41.613002143389856,-41.52112103283487,0.09188111055498638,6.75,6.75,0.0,-41.58032647127459,-41.58032647127459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
ID-2,ID,2,"Gilbreath, Ellie","Simpson, Mike",-26.016,-26.016,0.0,0.6000000000000001,0.6000000000000001,0.0,5.4,5.4,0.0,3.2400000000000007,3.2400000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.029925,0.029925,0.0,0.029925,0.029925,0.0,0.0,0.0,0.0,0.0074793389370482,0.0074793389370482,0.0,-24.246075,-24.246075,0.0,-24.23859566106295,-24.23859566106295,0.0,,,,0.0,0.0,0.0,-24.23859566106295,-24.23859566106295,0.0,-24.23859566106295,-24.23859566106295,0.0,0.0172971345994898,0.0172971345994898,0.0,0.0011,0.0011,0.0,0.0172971345994898,0.02385,0.006552865400510199,-24.237250569534904,-24.21959170880733,0.017658860727575387,6.75,6.75,0.0,-24.23859566106295,-24.23859566106295,0.0,0.0,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-1,IL,1,"Jackson, Jonathan","Maxwell, Christian",34.814,34.814,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.2425568181818182,-0.2425568181818182,0.0,-0.2425568181818182,-0.2425568181818182,0.0,0.0,0.0,0.0,0.0025824578621835,0.0025824578621835,0.0,39.04144318181818,39.04144318181818,0.0,39.04402563968036,39.04402563968036,0.0,,,,0.0,0.0,0.0,39.04402563968036,39.04402563968036,0.0,39.04402563968036,39.04402563968036,0.0,0.9985097761597342,0.9985097761597342,0.0,1.0,1.0,0.0,0.9985097761597342,0.99925,0.0007402238402657302,39.09521098628005,39.13856563274739,0.043354646467335556,6.75,6.75,0.0,39.04402563968036,39.04402563968036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-10,IL,10,"Schneider, Brad","Lambrecht, Carl",22.863999999999997,22.863999999999997,0.0,1.05,1.05,0.0,5.4,5.4,0.0,5.670000000000001,5.670000000000001,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.2259,-0.2259,0.0,-0.2259,-0.2259,0.0,0.0,0.0,0.0,0.0025824578621835,0.0025824578621835,0.0,29.8081,29.8081,0.0,29.810682457862185,29.810682457862185,0.0,,,,0.0,0.0,0.0,29.810682457862185,29.810682457862185,0.0,29.810682457862185,29.810682457862185,0.0,0.9930940847206652,0.9930940847206652,0.0,0.9998,0.9998,0.0,0.9930940847206652,0.9918,-0.0012940847206651673,29.74609991393445,29.901449420919707,0.15534950698525662,6.75,6.75,0.0,29.810682457862185,29.810682457862185,0.0,0.0,0.9998,0.9998,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-11,IL,11,"Foster, Bill","Walter, Jeff",12.264,12.264,0.0,1.15,1.15,0.0,5.4,5.4,0.0,6.21,6.21,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.13455,-0.13455,0.0,-0.13455,-0.13455,0.0,0.0,0.0,0.0,0.0025214418011589,0.0025214418011589,0.0,19.83945,19.83945,0.0,19.841971441801157,19.841971441801157,0.0,,,,0.0,0.0,0.0,19.841971441801157,19.841971441801157,0.0,19.841971441801157,19.841971441801157,0.0,0.9646680105144876,0.9646680105144876,0.0,0.9914,0.9914,0.0,0.9646680105144876,0.94485,-0.019818010514487616,19.798352932377007,19.93717651876199,0.1388235863849836,6.75,6.75,0.0,19.841971441801157,19.841971441801157,0.0,0.0,0.9914,0.9914,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-12,IL,12,"Fortier, Julie","Bost, Mike",-43.596,-43.596,0.0,0.6500000000000001,0.6500000000000001,0.0,5.4,5.4,0.0,3.510000000000001,3.510000000000001,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.051975,-0.051975,0.0,-0.051975,-0.051975,0.0,0.0,0.0,0.0,0.0037264509835362,0.0037264509835362,0.0,-41.637975,-41.637975,0.0,-41.63424854901646,-41.63424854901646,0.0,,,,0.0,0.0,0.0,-41.63424854901646,-41.63424854901646,0.0,-41.63424854901646,-41.63424854901646,0.0,0.0009682597657231,0.0009682597657231,0.0,0.0,0.0,0.0,0.0009682597657231,0.00025,-0.0007182597657231,-41.598143615551905,-41.43679508523315,0.1613485303187545,6.75,6.75,0.0,-41.63424854901646,-41.63424854901646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-13,IL,13,"Budzinski, Nikki","Wilson, Jeff",10.543999999999995,10.543999999999995,0.0,1.0,1.0,0.0,5.4,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.234375,0.234375,0.0,0.234375,0.234375,0.0,0.0,0.0,0.0,0.0029734186201195,0.0029734186201195,0.0,17.678374999999996,17.678374999999996,0.0,17.681348418620114,17.681348418620114,0.0,,,,0.0,0.0,0.0,17.681348418620114,17.681348418620114,0.0,17.681348418620114,17.681348418620114,0.0,0.9501163616630256,0.9501163616630256,0.0,0.98335,0.98335,0.0,0.9501163616630256,0.92215,-0.027966361663025574,17.67034290792476,17.677151808036466,0.006808900111707317,6.75,6.75,0.0,17.681348418620114,17.681348418620114,0.0,0.0,0.98335,0.98335,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-14,IL,14,"Underwood, Lauren","Marter, James",6.754000000000001,6.754000000000001,0.0,1.05,1.05,0.0,5.4,5.4,0.0,5.670000000000001,5.670000000000001,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.328695652173913,0.328695652173913,0.0,0.328695652173913,0.328695652173913,0.0,0.0,0.0,0.0,0.002573359247251,0.002573359247251,0.0,14.252695652173916,14.252695652173916,0.0,14.255269011421166,14.255269011421166,0.0,,,,0.0,0.0,0.0,14.255269011421166,14.255269011421166,0.0,14.255269011421166,14.255269011421166,0.0,0.914969301830062,0.914969301830062,0.0,0.95535,0.95535,0.0,0.914969301830062,0.8774,-0.03756930183006202,14.19003950776662,14.361954689230704,0.17191518146408313,6.75,6.75,0.0,14.255269011421166,14.255269011421166,0.0,0.0,0.95535,0.95535,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-15,IL,15,"Todd, Jennifer","Miller, Mary",-39.846,-39.846,0.0,0.6500000000000001,0.6500000000000001,0.0,5.4,5.4,0.0,3.510000000000001,3.510000000000001,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0827678571428571,0.0827678571428571,0.0,0.0827678571428571,0.0827678571428571,0.0,0.0,0.0,0.0,0.0077358126715465,0.0077358126715465,0.0,-37.753232142857144,-37.753232142857144,0.0,-37.745496330185595,-37.745496330185595,0.0,,,,0.0,0.0,0.0,-37.745496330185595,-37.745496330185595,0.0,-37.745496330185595,-37.745496330185595,0.0,0.0018496341764723,0.0018496341764723,0.0,0.0,0.0,0.0,0.0018496341764723,0.0016,-0.0002496341764723,-37.670395683195466,-37.69518573634262,-0.02479005314715721,6.75,6.75,0.0,-37.745496330185595,-37.745496330185595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-16,IL,16,"Nolley, Paul","LaHood, Darin",-22.645999999999997,-22.645999999999997,0.0,0.7500000000000001,0.7500000000000001,0.0,5.4,5.4,0.0,4.050000000000001,4.050000000000001,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.4672629310344829,-0.4672629310344829,0.0,-0.4672629310344829,-0.4672629310344829,0.0,0.0,0.0,0.0,0.0092692358228617,0.0092692358228617,0.0,-20.56326293103448,-20.56326293103448,0.0,-20.553993695211616,-20.553993695211616,0.0,,,,0.0,0.0,0.0,-20.553993695211616,-20.553993695211616,0.0,-20.553993695211616,-20.553993695211616,0.0,0.0315029081635885,0.0315029081635885,0.0,0.00785,0.00785,0.0,0.0315029081635885,0.0495,0.017997091836411502,-20.56463869950184,-20.416146362063987,0.14849233743785462,6.75,6.75,0.0,-20.553993695211616,-20.553993695211616,0.0,0.0,0.00785,0.00785,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-17,IL,17,"Sorensen, Eric","Vancil, Dillan",5.394,5.394,0.0,1.0,1.0,0.0,5.4,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0197727272727272,0.0197727272727272,0.0,0.0197727272727272,0.0197727272727272,0.0,0.0,0.0,0.0,0.0029379809397838,0.0029379809397838,0.0,12.313772727272728,12.313772727272728,0.0,12.316710708212511,12.316710708212511,0.0,,,,0.0,0.0,0.0,12.316710708212511,12.316710708212511,0.0,12.316710708212511,12.316710708212511,0.0,0.8862287370416692,0.8862287370416692,0.0,0.93255,0.93255,0.0,0.8862287370416692,0.8414,-0.04482873704166912,12.288609480001888,12.416829947796993,0.12822046779510465,6.75,6.75,0.0,12.316710708212511,12.316710708212511,0.0,0.0,0.93255,0.93255,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-2,IL,2,"Miller, Donna","Noack, Michael Scott",34.864,34.864,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025824578621835,0.0025824578621835,0.0,37.834,37.834,0.0,37.83658245786218,37.83658245786218,0.0,,,,0.0,0.0,0.0,37.83658245786218,37.83658245786218,0.0,37.83658245786218,37.83658245786218,0.0,0.9981781823281932,0.9981781823281932,0.0,1.0,1.0,0.0,0.9981781823281932,0.999,0.0008218176718067793,37.85882957429984,37.90818823317283,0.049358658872989736,6.75,6.75,0.0,37.83658245786218,37.83658245786218,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-3,IL,3,"Ramirez, Delia","Oakley, Angel",33.954,33.954,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.0444886363636363,-0.0444886363636363,0.0,-0.0444886363636363,-0.0444886363636363,0.0,0.0,0.0,0.0,0.0025824578621835,0.0025824578621835,0.0,38.37951136363636,38.37951136363636,0.0,38.38209382149854,38.38209382149854,0.0,,,,0.0,0.0,0.0,38.38209382149854,38.38209382149854,0.0,38.38209382149854,38.38209382149854,0.0,0.9983362493094142,0.9983362493094142,0.0,1.0,1.0,0.0,0.9983362493094142,0.99905,0.0007137506905857682,38.47666357751324,38.44169821863093,-0.03496535888231023,6.75,6.75,0.0,38.38209382149854,38.38209382149854,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-4,IL,4,"Garcia, Patty","Castillo, Lupe",33.424,33.424,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8325,0.8325,0.0,0.8325,0.8325,0.0,0.0,0.0,0.0,0.0025824578621835,0.0025824578621835,0.0,37.2265,37.2265,0.0,37.229082457862184,37.229082457862184,0.0,,,,0.0,0.0,0.0,37.229082457862184,37.229082457862184,0.0,37.229082457862184,37.229082457862184,0.0,0.9979844530017205,0.9979844530017205,0.0,1.0,1.0,0.0,0.9979844530017205,0.99885,0.0008655469982795649,37.284011691364775,37.48257150983489,0.19855981847011606,6.75,6.75,0.0,37.229082457862184,37.229082457862184,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-5,IL,5,"Quigley, Mike","Hanson, Tommy",37.674,37.674,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.362175,-0.362175,0.0,-0.362175,-0.362175,0.0,0.0,0.0,0.0,-0.0050683946364534,-0.0050683946364534,0.0,41.781825,41.781825,0.0,41.776756605363545,41.776756605363545,0.0,,,,0.0,0.0,0.0,41.776756605363545,41.776756605363545,0.0,41.776756605363545,41.776756605363545,0.0,0.999054445253738,0.999054445253738,0.0,1.0,1.0,0.0,0.999054445253738,0.9997,0.0006455547462620448,41.825468456321126,41.90111354023797,0.07564508391684654,6.75,6.75,0.0,41.776756605363545,41.776756605363545,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
IL-6,IL,6,"Casten, Sean","Conforti, Niki",6.814,6.814,0.0,0.75,0.75,0.0,5.4,5.4,0.0,4.050000000000001,4.050000000000001,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.2937228260869565,-0.2937228260869565,0.0,-0.2937228260869565,-0.2937228260869565,0.0,0.0,0.0,0.0,0.0025751618900492,0.0025751618900492,0.0,12.070277173913045,12.070277173913045,0.0,12.072852335803097,12.072852335803097,0.0,,,,0.0,0.0,0.0,12.072852335803097,12.072852335803097,0.0,12.072852335803097,12.072852335803097,0.0,0.8820660331613598,0.8820660331613598,0.0,0.92465,0.92465,0.0,0.8820660331613598,0.8401,-0.04196603316135983,12.024842423433412,12.265002850417192,0.24016042698377937,6.75,6.75,0.0,12.072852335803097,12.072852335803097,0.0,0.0,0.92465,0.92465,0.0,0.0,0.0,0.0,0.0,No component change,matched
