cycle_from,cycle_to,transition,race_id,state,district,dem_vote_total_from,gop_vote_total_from,actual_winner_from,party_structure_from,district_margin_from,dem_vote_total_to,gop_vote_total_to,actual_winner_to,party_structure_to,district_margin_to,district_swing_dem,national_common_district_margin_from,national_common_district_margin_to,national_swing_dem,raw_swing_ratio,same_boundary_era,eligible_for_elasticity_estimation
2012,2014,2012_to_2014,TX-10,TX,10,95710,159783,R,D_vs_R,-25.078182181116507,60243,109726,R,D_vs_R,-29.11295589195677,-4.034773710840263,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.5489053640509203,True,True
2012,2014,2012_to_2014,TX-12,TX,12,66080,175649,R,D_vs_R,-45.327205258781525,41757,113186,R,D_vs_R,-46.10017877542064,-0.7729735166391123,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.10515814267664382,True,True
2012,2014,2012_to_2014,TX-14,TX,14,109697,131460,R,D_vs_R,-9.02441148297582,52545,90116,R,D_vs_R,-26.335859134591793,-17.31144765161597,0.9449832650086638,-6.405598410972133,-7.350581675980797,2.355112617574729,True,True
2012,2014,2012_to_2014,TX-15,TX,15,89296,54056,D,D_vs_R,24.582845024833976,48708,39016,D,D_vs_R,11.048287811773289,-13.534557213060687,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.8412906365338435,True,True
2012,2014,2012_to_2014,TX-16,TX,16,101403,51043,D,D_vs_R,33.03464833449221,49338,21324,D,D_vs_R,39.64507090090855,6.610422566416339,0.9449832650086638,-6.405598410972133,-7.350581675980797,-0.8993060492092693,True,True
2012,2014,2012_to_2014,TX-18,TX,18,146223,44015,D,D_vs_R,53.72638484424773,76097,26249,D,D_vs_R,48.70537197350165,-5.021012870746084,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.6830769443938087,True,True
2012,2014,2012_to_2014,TX-22,TX,22,80203,160668,R,D_vs_R,-33.40584794350503,47844,100861,R,D_vs_R,-35.65246629232373,-2.2466183488187,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.30563817230408924,True,True
2012,2014,2012_to_2014,TX-23,TX,23,96676,87547,D,D_vs_R,4.955407305276757,55037,57459,R,D_vs_R,-2.1529654387711563,-7.108372744047913,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.967049011546346,True,True
2012,2014,2012_to_2014,TX-24,TX,24,87645,148586,R,D_vs_R,-25.797206971142653,46548,93712,R,D_vs_R,-33.62612291458719,-7.828915943444539,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.0650743422152258,True,True
2012,2014,2012_to_2014,TX-25,TX,25,98827,154245,R,D_vs_R,-21.898115951191755,64463,107120,R,D_vs_R,-24.860854513559037,-2.9627385623672815,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.4030617838107295,True,True
2012,2014,2012_to_2014,TX-27,TX,27,83395,120684,R,D_vs_R,-18.271845706809618,44152,83342,R,D_vs_R,-30.73870142908686,-12.466855722277241,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.6960366229266848,True,True
2012,2014,2012_to_2014,TX-31,TX,31,82977,145348,R,D_vs_R,-27.316763385525018,45715,91607,R,D_vs_R,-33.41926275469335,-6.102499369168331,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.8302063208288979,True,True
2012,2014,2012_to_2014,TX-32,TX,32,99288,146653,R,D_vs_R,-19.25868399331547,55325,96495,R,D_vs_R,-27.117639309708867,-7.8589553163933985,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.069161008315001,True,True
2012,2014,2012_to_2014,TX-34,TX,34,89606,52448,D,D_vs_R,26.157658355273348,47503,30811,D,D_vs_R,21.3141966953546,-4.8434616599187486,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.6589222286646423,True,True
2012,2014,2012_to_2014,TX-35,TX,35,105626,52894,D,D_vs_R,33.26520312894272,60124,32040,D,D_vs_R,30.471767718415,-2.7934354105277244,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.38002916417563554,True,True
2012,2014,2012_to_2014,TX-36,TX,36,62143,165405,R,D_vs_R,-45.38031536203351,29543,101663,R,D_vs_R,-54.96699846043626,-9.586683098402752,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.3042074111942425,True,True
2012,2014,2012_to_2014,UT-1,UT,1,60611,175487,R,D_vs_R,-48.65606654863658,36422,84231,R,D_vs_R,-39.62520616975956,9.030860378877023,0.9449832650086638,-6.405598410972133,-7.350581675980797,-1.2285912567146633,True,True
2012,2014,2012_to_2014,UT-2,UT,2,83176,154523,R,D_vs_R,-30.01569211481748,47585,88915,R,D_vs_R,-30.278388278388277,-0.26269616357079784,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.035738146333262256,True,True
2012,2014,2012_to_2014,UT-3,UT,3,60719,198828,R,D_vs_R,-53.21155705902977,32059,102952,R,D_vs_R,-52.50905481775559,0.7025022412741819,0.9449832650086638,-6.405598410972133,-7.350581675980797,-0.09557097278025228,True,True
2012,2014,2012_to_2014,UT-4,UT,4,119803,119035,D,D_vs_R,0.32155687118465237,67425,74936,R,D_vs_R,-5.276023630067224,-5.597580501251876,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.7615153123926053,True,True
2012,2014,2012_to_2014,VA-1,VA,1,147036,200845,R,D_vs_R,-15.467645545459511,72059,131861,R,D_vs_R,-29.326206355433502,-13.85856080997399,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.8853692701979026,True,True
2012,2014,2012_to_2014,VA-2,VA,2,142548,166231,R,D_vs_R,-7.669886877022077,71178,101558,R,D_vs_R,-17.587532419414597,-9.91764554239252,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.3492327518514646,True,True
2012,2014,2012_to_2014,VA-4,VA,4,150190,199292,R,D_vs_R,-14.049936763552916,75270,120684,R,D_vs_R,-23.175847392755443,-9.125910629202528,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.2415222402089487,True,True
2012,2014,2012_to_2014,VA-5,VA,5,149214,193009,R,D_vs_R,-12.797211175169407,73482,124735,R,D_vs_R,-25.85701529132214,-13.059804116152732,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.776703489851386,True,True
2012,2014,2012_to_2014,VA-7,VA,7,158012,222983,R,D_vs_R,-17.052979697896298,89914,148026,R,D_vs_R,-24.422963772379592,-7.369984074483295,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.0026395732144435,True,True
2012,2014,2012_to_2014,VA-8,VA,8,226847,107370,D,D_vs_R,35.748331174057576,128102,63810,D,D_vs_R,33.50077118679395,-2.247559987263628,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.30576627624013625,True,True
2012,2014,2012_to_2014,VA-10,VA,10,142024,214038,R,D_vs_R,-20.225129331408574,89957,125914,R,D_vs_R,-16.656707014837565,3.5684223165710094,0.9449832650086638,-6.405598410972133,-7.350581675980797,-0.48546121570642514,True,True
2012,2014,2012_to_2014,VA-11,VA,11,202606,117902,D,D_vs_R,26.428045477803987,106780,75796,D,D_vs_R,16.970467093155726,-9.457578384648262,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.2866435340147861,True,True
2012,2014,2012_to_2014,VT-AL,VT,AL,208600,67543,D,D_vs_R,51.08114274126087,123349,59432,D,D_vs_R,34.969170756260226,-16.111971985000643,0.9449832650086638,-6.405598410972133,-7.350581675980797,2.1919315634093413,True,True
2012,2014,2012_to_2014,WA-1,WA,1,177025,151187,D,D_vs_R,7.872350797655174,124151,101428,D,D_vs_R,10.07318943696,2.200838639304826,0.9449832650086638,-6.405598410972133,-7.350581675980797,-0.29941013328188965,True,True
2012,2014,2012_to_2014,WA-2,WA,2,184826,117465,D,D_vs_R,22.283495042856057,122173,79518,D,D_vs_R,21.14868784427664,-1.1348071985794164,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.1543833193892098,True,True
2012,2014,2012_to_2014,WA-3,WA,3,116438,177446,R,D_vs_R,-20.759211117311594,78018,124796,R,D_vs_R,-23.064482728016802,-2.3052716107052085,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.31361757644814053,True,True
2012,2014,2012_to_2014,WA-5,WA,5,117512,191066,R,D_vs_R,-23.83643681662335,87772,135470,R,D_vs_R,-21.366051191084114,2.4703856255392367,0.9449832650086638,-6.405598410972133,-7.350581675980797,-0.3360802905723254,True,True
2012,2014,2012_to_2014,WA-6,WA,6,186661,129725,D,D_vs_R,17.995739381641414,141265,83025,D,D_vs_R,25.966382807971822,7.970643426330408,0.9449832650086638,-6.405598410972133,-7.350581675980797,-1.084355467047698,True,True
2012,2014,2012_to_2014,WA-7,WA,7,298368,76212,D,D_vs_R,59.30802498798654,203954,47921,D,D_vs_R,61.948585607940444,2.6405606199539022,0.9449832650086638,-6.405598410972133,-7.350581675980797,-0.35923151885820914,True,True
2012,2014,2012_to_2014,WA-8,WA,8,121886,180204,R,D_vs_R,-19.304842927604355,73003,125741,R,D_vs_R,-26.53564384333615,-7.230800915731795,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.9837045875375544,True,True
2012,2014,2012_to_2014,WA-9,WA,9,192034,76105,D,D_vs_R,43.234665602541966,118132,48662,D,D_vs_R,41.650179263043036,-1.5844863394989304,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.21555931344542342,True,True
2012,2014,2012_to_2014,WA-10,WA,10,163036,115381,D,D_vs_R,17.116411713365203,99279,82213,D,D_vs_R,9.403169285698544,-7.713242427666659,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.0493376943039643,True,True
2012,2014,2012_to_2014,WI-1,WI,1,158414,200423,R,D_vs_R,-11.706986737710993,105552,182316,R,D_vs_R,-26.666388761515694,-14.959402023804701,0.9449832650086638,-6.405598410972133,-7.350581675980797,2.0351317328650254,True,True
2012,2014,2012_to_2014,WI-2,WI,2,265422,124683,D,D_vs_R,36.07720998192794,224920,103619,D,D_vs_R,36.92133962786762,0.8441296459396739,0.9449832650086638,-6.405598410972133,-7.350581675980797,-0.11483848260580556,True,True
2012,2014,2012_to_2014,WI-3,WI,3,217712,121713,D,D_vs_R,28.28283125874641,155368,119540,D,D_vs_R,13.032723674829397,-15.250107583917012,0.9449832650086638,-6.405598410972133,-7.350581675980797,2.0746803798873743,True,True
2012,2014,2012_to_2014,WI-4,WI,4,235257,80787,D,D_vs_R,48.8761058586779,179045,68490,D,D_vs_R,44.66237097784152,-4.213734880836384,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.5732518957792738,True,True
2012,2014,2012_to_2014,WI-5,WI,5,118478,250335,R,D_vs_R,-35.75172241759374,101190,231160,R,D_vs_R,-39.10636377313074,-3.354641355536998,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.4563776723274603,True,True
2012,2014,2012_to_2014,WI-6,WI,6,135921,223460,R,D_vs_R,-24.358271583639645,122212,169767,R,D_vs_R,-16.287130238818545,8.0711413448211,0.9449832650086638,-6.405598410972133,-7.350581675980797,-1.098027571232199,True,True
2012,2014,2012_to_2014,WI-7,WI,7,157524,201720,R,D_vs_R,-12.302501920700138,112949,169891,R,D_vs_R,-20.13223023617593,-7.829728315475791,0.9449832650086638,-6.405598410972133,-7.350581675980797,1.065184860275845,True,True
2012,2014,2012_to_2014,WI-8,WI,8,156287,198874,R,D_vs_R,-11.990899901734707,101345,188553,R,D_vs_R,-30.08230481065754,-18.091404908922833,0.9449832650086638,-6.405598410972133,-7.350581675980797,2.461220853859688,True,True
2012,2014,2012_to_2014,WV-1,WV,1,80342,133809,R,D_vs_R,-24.96696256379844,52109,92491,R,D_vs_R,-27.926694329183956,-2.9597317653855164,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.40265272815849584,True,True
2012,2014,2012_to_2014,WV-2,WV,2,68560,158206,R,D_vs_R,-39.53238139756401,67687,72619,R,D_vs_R,-3.5151739768791073,36.017207420684905,0.9449832650086638,-6.405598410972133,-7.350581675980797,-4.899912552278264,True,True
2012,2014,2012_to_2014,WV-3,WV,3,108199,92238,D,D_vs_R,7.963100625134082,62688,77713,R,D_vs_R,-10.701490730123005,-18.664591355257087,0.9449832650086638,-6.405598410972133,-7.350581675980797,2.5391992332044455,True,True
2012,2014,2012_to_2014,WY-AL,WY,AL,57573,166452,R,D_vs_R,-48.60127217944426,37803,113038,R,D_vs_R,-49.877022825359155,-1.275750645914897,0.9449832650086638,-6.405598410972133,-7.350581675980797,0.1735577811594988,True,True
2014,2016,2014_to_2016,AK-AL,AK,AL,114602,142572,R,D_vs_R,-10.875905029279787,111019,155088,R,D_vs_R,-16.56063162562428,-5.6847265963444915,-6.935677923966247,-3.6551124848923253,3.2805654390739214,-1.73284962666352,True,True
2014,2016,2014_to_2016,AL-2,AL,2,54692,113103,R,D_vs_R,-34.81093000387377,112089,134886,R,D_vs_R,-9.230488915882175,25.580441087991595,-6.935677923966247,-3.6551124848923253,3.2805654390739214,7.79757074293045,True,True
2014,2016,2014_to_2016,AL-3,AL,3,52816,103558,R,D_vs_R,-32.4491283717242,94549,192164,R,D_vs_R,-34.046241363314536,-1.5971129915903362,-6.935677923966247,-3.6551124848923253,3.2805654390739214,-0.48684076609707533,True,True
2014,2016,2014_to_2016,AL-6,AL,6,42291,135945,R,D_vs_R,-52.54494041607756,83709,245313,R,D_vs_R,-49.11647245472947,3.4284679613480904,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.0450844602922844,True,True
2014,2016,2014_to_2016,AR-2,AR,2,103477,123073,R,D_vs_R,-8.649746192893401,111347,176472,R,D_vs_R,-22.627067705745624,-13.977321512852223,-6.935677923966247,-3.6551124848923253,3.2805654390739214,-4.260644017757474,True,True
2014,2016,2014_to_2016,AZ-1,AZ,1,97391,87723,D,D_vs_R,5.2227276164957805,142219,121745,D,D_vs_R,7.756360715855192,2.5336330993594114,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.7723159761369176,True,True
2014,2016,2014_to_2016,AZ-2,AZ,2,109543,109704,R,D_vs_R,-0.07343315986079627,135873,179806,R,D_vs_R,-13.916985292021325,-13.843552132160529,-6.935677923966247,-3.6551124848923253,3.2805654390739214,-4.219867699413568,True,True
2014,2016,2014_to_2016,AZ-4,AZ,4,45179,122560,R,D_vs_R,-46.13178807552209,81296,203487,R,D_vs_R,-42.906704403001584,3.2250836725205048,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.983087742773673,True,True
2014,2016,2014_to_2016,AZ-5,AZ,5,54596,124867,R,D_vs_R,-39.156260621966645,114940,205184,R,D_vs_R,-28.190326248578675,10.96593437338797,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.3426964275047566,True,True
2014,2016,2014_to_2016,AZ-6,AZ,6,70198,129578,R,D_vs_R,-29.723290084895083,122866,201578,R,D_vs_R,-24.260581178878326,5.462708906016758,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.6651729732173361,True,True
2014,2016,2014_to_2016,AZ-9,AZ,9,88609,67841,D,D_vs_R,13.274528603387663,169055,108350,D,D_vs_R,21.88316721039635,8.608638607008688,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.62413256704882,True,True
2014,2016,2014_to_2016,CA-1,CA,1,84320,132052,R,D_vs_R,-22.06015565784852,128588,185448,R,D_vs_R,-18.106204384210727,3.9539512736377915,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.2052651736628555,True,True
2014,2016,2014_to_2016,CA-2,CA,2,163124,54400,D,D_vs_R,49.98253066328313,254194,76572,D,D_vs_R,53.70019893217562,3.7176682688924885,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.1332400886177592,True,True
2014,2016,2014_to_2016,CA-3,CA,3,79224,71036,D,D_vs_R,5.449221349660588,152513,104453,D,D_vs_R,18.70286341383685,13.253642064176264,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.040048068029902,True,True
2014,2016,2014_to_2016,CA-6,CA,6,97008,36448,D,D_vs_R,45.3782520081525,177565,57848,D,D_vs_R,50.85403100083683,5.475778992684326,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.6691570689198312,True,True
2014,2016,2014_to_2016,CA-7,CA,7,92521,91066,D,D_vs_R,0.7925397767815804,152133,145168,D,D_vs_R,2.342743549466702,1.5502037726851214,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.47254163999323606,True,True
2014,2016,2014_to_2016,CA-8,CA,8,37056,77480,R,D_vs_R,-35.2937067821471,83035,136972,R,D_vs_R,-24.516038126059627,10.77766865608747,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.28530823611003,True,True
2014,2016,2014_to_2016,CA-9,CA,9,63475,57729,D,D_vs_R,4.740767631431306,133163,98992,D,D_vs_R,14.719045465314123,9.978277833882817,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.0416335290966208,True,True
2014,2016,2014_to_2016,CA-10,CA,10,55123,70582,R,D_vs_R,-12.297840181377033,116470,124671,R,D_vs_R,-3.4009148174719357,8.896925363905098,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.7120097218413153,True,True
2014,2016,2014_to_2016,CA-11,CA,11,117502,57160,D,D_vs_R,34.54786959956945,214868,83341,D,D_vs_R,44.10564402818158,9.557774428612127,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.913453368365124,True,True
2014,2016,2014_to_2016,CA-13,CA,13,168491,21940,D,D_vs_R,76.9575331747457,293117,29754,D,D_vs_R,81.56910964440907,4.611576469663362,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.405726102804148,True,True
2014,2016,2014_to_2016,CA-14,CA,14,114389,34757,D,D_vs_R,53.39197832995856,231630,54817,D,D_vs_R,61.72625302411964,8.334274694161081,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.5404994501538685,True,True
2014,2016,2014_to_2016,CA-15,CA,15,99756,43150,D,D_vs_R,39.61065315662044,198578,70619,D,D_vs_R,47.533590641797645,7.922937485177208,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.415113379787904,True,True
2014,2016,2014_to_2016,CA-16,CA,16,46277,44943,D,D_vs_R,1.4623985967989477,97473,70483,D,D_vs_R,16.069684917478387,14.607286320679439,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.452673355238103,True,True
2014,2016,2014_to_2016,CA-18,CA,18,133060,63326,D,D_vs_R,35.50864114549917,230460,93470,D,D_vs_R,42.29000092612601,6.781359780626843,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.0671313852959354,True,True
2014,2016,2014_to_2016,CA-21,CA,21,33470,45907,R,D_vs_R,-15.668266626352722,57282,75126,R,D_vs_R,-13.47652709806054,2.1917395282921817,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.6680980974154545,True,True
2014,2016,2014_to_2016,CA-22,CA,22,37289,96053,R,D_vs_R,-44.07013544119632,76211,158755,R,D_vs_R,-35.13018904862831,8.939946392568011,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.7251236284107443,True,True
2014,2016,2014_to_2016,CA-23,CA,23,33726,100317,R,D_vs_R,-49.67883440388532,74468,167116,R,D_vs_R,-38.35022186899795,11.32861253488737,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.453249979395427,True,True
2014,2016,2014_to_2016,CA-24,CA,24,103228,95566,D,D_vs_R,3.8542410736742556,166034,144780,D,D_vs_R,6.838173312656444,2.9839322389821885,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.9095786364879006,True,True
2014,2016,2014_to_2016,CA-26,CA,26,87176,82653,D,D_vs_R,2.663267168740321,169248,111059,D,D_vs_R,20.759024926241587,18.095757757501264,-6.935677923966247,-3.6551124848923253,3.2805654390739214,5.5160484049388625,True,True
2014,2016,2014_to_2016,CA-27,CA,27,75728,51852,D,D_vs_R,18.71453205831635,168977,81655,D,D_vs_R,34.84072265313288,16.126190594816528,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.915674109939056,True,True
2014,2016,2014_to_2016,CA-30,CA,30,86568,45315,D,D_vs_R,31.279998180205183,205279,77325,D,D_vs_R,45.276783060395466,13.996784880190283,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.266576948436508,True,True
2014,2016,2014_to_2016,CA-31,CA,31,51622,48162,D,D_vs_R,3.4674897779203078,121070,94866,D,D_vs_R,12.135077059869591,8.667587281949283,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.64210162635746,True,True
2014,2016,2014_to_2016,CA-33,CA,33,108331,74700,D,D_vs_R,18.374483011074627,219397,110822,D,D_vs_R,32.87969499029432,14.505211979219691,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.421558493073195,True,True
2014,2016,2014_to_2016,CA-36,CA,36,72682,61457,D,D_vs_R,8.368185240683172,144348,88269,D,D_vs_R,24.107868298533642,15.73968305785047,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.797856756758878,True,True
2014,2016,2014_to_2016,CA-38,CA,38,58192,40288,D,D_vs_R,18.18034118602762,163590,68524,D,D_vs_R,40.95659891260329,22.776257726575672,-6.935677923966247,-3.6551124848923253,3.2805654390739214,6.942784147907513,True,True
2014,2016,2014_to_2016,CA-39,CA,39,41906,91319,R,D_vs_R,-37.089885531994746,112679,150777,R,D_vs_R,-14.460858739220212,22.629026792774532,-6.935677923966247,-3.6551124848923253,3.2805654390739214,6.897904404907263,True,True
2014,2016,2014_to_2016,CA-41,CA,41,46948,35936,D,D_vs_R,13.286038318613967,128164,69159,D,D_vs_R,29.902748285805508,16.61670996719154,-6.935677923966247,-3.6551124848923253,3.2805654390739214,5.06519692284581,True,True
2014,2016,2014_to_2016,CA-42,CA,42,38850,74540,R,D_vs_R,-31.47543875121263,104689,149547,R,D_vs_R,-17.64423606412939,13.831202687083238,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.216103273644095,True,True
2014,2016,2014_to_2016,CA-43,CA,43,69681,28521,D,D_vs_R,41.91360664752246,167017,52499,D,D_vs_R,52.16840685872556,10.254800211203104,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.125924601003526,True,True
2014,2016,2014_to_2016,CA-45,CA,45,56819,106083,R,D_vs_R,-30.241494886496177,129231,182618,R,D_vs_R,-17.119503349377425,13.121991537118753,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.9999176303043025,True,True
2014,2016,2014_to_2016,CA-47,CA,47,69091,54309,D,D_vs_R,11.978930307941653,154759,88109,D,D_vs_R,27.442890788411813,15.46396048047016,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.713809484268516,True,True
2014,2016,2014_to_2016,CA-48,CA,48,62713,112082,R,D_vs_R,-28.243942904545325,127715,178701,R,D_vs_R,-16.63947052373244,11.604472380812883,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.5373390948387047,True,True
2014,2016,2014_to_2016,CA-49,CA,49,64981,98161,R,D_vs_R,-20.338110357847764,154267,155888,R,D_vs_R,-0.5226419048540246,19.81546845299374,-6.935677923966247,-3.6551124848923253,3.2805654390739214,6.040260077417476,True,True
2014,2016,2014_to_2016,CA-50,CA,50,45302,111997,R,D_vs_R,-42.40014240395679,103646,179937,R,D_vs_R,-26.902529418195027,15.497612985761766,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.724067626017734,True,True
2014,2016,2014_to_2016,CA-51,CA,51,56373,25577,D,D_vs_R,37.57901159243441,145162,54362,D,D_vs_R,45.5083097772699,7.929298184835488,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.4170522832411074,True,True
2014,2016,2014_to_2016,CA-52,CA,52,98826,92746,D,D_vs_R,3.1737414653498424,181253,139403,D,D_vs_R,13.05136969213113,9.877628226781288,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.0109529622947155,True,True
2014,2016,2014_to_2016,CA-53,CA,53,87104,60940,D,D_vs_R,17.67312420631704,198988,97968,D,D_vs_R,34.01850779240022,16.34538358608318,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.982489723081811,True,True
2014,2016,2014_to_2016,CO-1,CO,1,183281,80682,D,D_vs_R,38.86870508366703,257254,105030,D,D_vs_R,42.017864437844345,3.149159354177314,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.9599440744783002,True,True
2014,2016,2014_to_2016,CO-2,CO,2,196300,149645,D,D_vs_R,13.486247813958867,260175,170001,D,D_vs_R,20.96211783084133,7.475870016882462,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.2788358152650794,True,True
2014,2016,2014_to_2016,CO-3,CO,3,100364,163011,R,D_vs_R,-23.78623635500712,150914,204220,R,D_vs_R,-15.010108860317514,8.776127494689606,-6.935677923966247,-3.6551124848923253,3.2805654390739214,2.6751874509679157,True,True
2014,2016,2014_to_2016,CO-4,CO,4,83727,185292,R,D_vs_R,-37.753838948178384,123642,248230,R,D_vs_R,-33.502925737888305,4.250913210290079,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.2957867444613693,True,True
2014,2016,2014_to_2016,CO-5,CO,5,105673,157182,R,D_vs_R,-19.59597496718723,111676,225445,R,D_vs_R,-33.74723022297632,-14.151255255789088,-6.935677923966247,-3.6551124848923253,3.2805654390739214,-4.313663457901904,True,True
2014,2016,2014_to_2016,CO-6,CO,6,118847,143467,R,D_vs_R,-9.385698056527673,160372,191626,R,D_vs_R,-8.879027721748418,0.5066703347792547,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.15444603809588506,True,True
2014,2016,2014_to_2016,CO-7,CO,7,148225,120918,D,D_vs_R,10.145907565866473,199758,144066,D,D_vs_R,16.1978221415608,6.051914575694326,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.844777886035017,True,True
2014,2016,2014_to_2016,CT-1,CT,1,127430,78609,D,D_vs_R,23.69502861108819,187021,105674,D,D_vs_R,27.79241189634261,4.09738328525442,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.2489869083090384,True,True
2014,2016,2014_to_2016,CT-2,CT,2,131294,80837,D,D_vs_R,23.78577388500502,186210,111149,D,D_vs_R,25.24255193217626,1.4567780471712375,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.4440630965076785,True,True
2014,2016,2014_to_2016,CT-3,CT,3,130009,69454,D,D_vs_R,30.359013952462362,192274,95786,D,D_vs_R,33.49579948621815,3.136785533755784,-6.935677923966247,-3.6551124848923253,3.2805654390739214,0.9561722184823342,True,True
2014,2016,2014_to_2016,CT-4,CT,4,101401,88209,D,D_vs_R,6.957438953641685,187811,120653,D,D_vs_R,21.771746459878624,14.81430750623694,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.515778691620584,True,True
2014,2016,2014_to_2016,CT-5,CT,5,106256,92404,D,D_vs_R,6.9727172052753446,163499,124900,D,D_vs_R,13.38388829364873,6.411171088373385,-6.935677923966247,-3.6551124848923253,3.2805654390739214,1.954288432113462,True,True
2014,2016,2014_to_2016,DE-AL,DE,AL,137251,85146,D,D_vs_R,23.42882323052919,233554,172301,D,D_vs_R,15.092335932783875,-8.336487297745315,-6.935677923966247,-3.6551124848923253,3.2805654390739214,-2.5411739081475666,True,True
2014,2016,2014_to_2016,FL-1,FL,1,54976,165086,R,D_vs_R,-50.03589897392553,114079,255107,R,D_vs_R,-38.199715048783,11.836183925142535,-6.935677923966247,-3.6551124848923253,3.2805654390739214,3.6079706821772164,True,True
2014,2016,2014_to_2016,FL-2,FL,2,126096,123262,D,D_vs_R,1.1365185797127022,102801,231163,R,D_vs_R,-38.4358793163335,-39.5723978960462,-6.935677923966247,-3.6551124848923253,3.2805654390739214,-12.062675971864529,True,True
2014,2016,2014_to_2016,FL-3,FL,3,73910,148691,R,D_vs_R,-33.594188705351726,136338,193843,R,D_vs_R,-17.416205051168905,16.17798365418282,-6.935677923966247,-3.6551124848923253,3.2805654390739214,4.931461955152994,True,True
