race_id,state,district,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,pres_2020_margin_dem,characteristics_elasticity_raw_prediction,characteristics_elasticity,characteristics_elasticity_model_alpha,characteristics_elasticity_prediction_mean_before_normalization,characteristics_model_training_match,characteristics_elasticity_method,characteristics_elasticity_limitations
FL-8,FL,8,Southeast,Mixed,Medium,High,Medium,Low,-10.700000000000005,0.9105900886871553,0.9808184223471188,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-9,FL,9,Southeast,Mixed,Medium,Medium,Medium,High,-6.799999999999997,1.0457132239930262,1.1263627919156234,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-10,FL,10,Southeast,Urban,Medium,Low,High,High,32.9,0.6007769660880855,0.6471112780401126,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-11,FL,11,Southeast,Mixed,High,High,Medium,Medium,-9.599999999999994,0.7980843863555496,0.8596358322477317,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-12,FL,12,Southeast,Mixed,Medium,Medium,Medium,Medium,-5.800000000000004,0.8731307839725443,0.9404701068878809,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-13,FL,13,Southeast,Mixed,Medium,Very High,Low,Low,-7.800000000000004,0.7765254718383131,0.8364142083941285,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-14,FL,14,Southeast,Mixed,Medium,Medium,Medium,Medium,-2.8000000000000043,0.8606966904577464,0.9270770465679695,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-15,FL,15,Southeast,Mixed,Medium,High,Medium,Low,-10.6,0.9101756189033287,0.9803719870031217,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-16,FL,16,Southeast,Mixed,Medium,High,Medium,Low,-5.519999999999996,0.8891205538849378,0.9576930715280719,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-17,FL,17,Southeast,Mixed,Medium,Very High,Low,Low,-13.9,0.8018081286517353,0.8636467643779484,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-18,FL,18,Southeast,Mixed,Low,Medium,Low,Medium,-10.1,0.864673682149466,0.9313607596955568,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-19,FL,19,Southeast,Mixed,Medium,High,Low,Medium,-22.0,0.9493210266307477,1.0225364444536715,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-20,FL,20,Southeast,Urban,Medium,Low,High,Medium,48.2,0.3689253469804007,0.39737833882079265,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-21,FL,21,Southeast,Mixed,Medium,High,Medium,Medium,-8.799999999999997,0.8484851935080098,0.9139237503466087,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-22,FL,22,Southeast,Mixed,High,Medium,Medium,High,2.200000000000003,0.9546943780255599,1.0283242101050358,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-23,FL,23,Southeast,Urban,Medium,Medium,Medium,Medium,26.6,0.4847263807306973,0.5221104094200731,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-24,FL,24,Southeast,Urban,Low,Low,Very High,High,56.4,0.4366754723845162,0.4703536236808434,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-25,FL,25,Southeast,Mixed,Very High,Medium,Low,Medium,5.100000000000001,0.9651780435580278,1.0396164176699074,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-26,FL,26,Southeast,Mixed,Medium,Low,Low,Very High,-1.1000000000000014,1.3162073532871847,1.417718505583624,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-27,FL,27,Southeast,Mixed,High,Low,Low,Very High,-0.2000000000000028,1.2587605598096725,1.3558411866367972,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
FL-28,FL,28,Southeast,Mixed,Medium,Low,Medium,Very High,-6.600000000000001,1.2928773697400198,1.3925892208040087,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-1,GA,1,Southeast,Rural,Medium,Medium,High,Low,-13.4,0.8138653345649204,0.8766338700236233,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-2,GA,2,Southeast,Rural,Low,Low,Very High,Low,10.300000000000004,0.6671650430710301,0.7186194678809991,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-3,GA,3,Southeast,Rural,Medium,High,High,Low,-30.10000000000001,0.8460021044846292,0.9112491556099463,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-4,GA,4,Southeast,Urban,High,Low,Very High,Medium,57.7,0.2815381817747308,0.30325152745390627,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-5,GA,5,Southeast,Urban,High,Low,Very High,Low,72.8,0.2731832137033554,0.29425219097491856,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-6,GA,6,Southeast,Urban,High,Low,Very High,Low,49.5,0.3697546733349515,0.39827162612623007,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-7,GA,7,Southeast,Suburban,Very High,High,Low,Low,-19.199999999999996,1.1139067851625706,1.1998157120731188,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-8,GA,8,Southeast,Rural,Low,Medium,High,Low,-27.59999999999999,0.8003149196830472,0.8620383931875538,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-9,GA,9,Southeast,Rural,Medium,High,Medium,Low,-32.3,0.8996261419498989,0.9690088923784391,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-10,GA,10,Southeast,Rural,Medium,High,Medium,Low,-21.299999999999997,0.8540344657289737,0.9199010045387641,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-11,GA,11,Southeast,Rural,High,High,Medium,Low,-21.9,0.8028047190088602,0.864720215751893,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-12,GA,12,Southeast,Rural,Low,Medium,High,Low,-10.200000000000005,0.7281971772972201,0.784358643332068,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-13,GA,13,Southeast,Urban,Medium,Low,Very High,Low,40.5,0.46077351930241794,0.4963102079368176,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
GA-14,GA,14,Southeast,Rural,Low,High,Medium,Low,-37.49999999999999,0.8487734465236323,0.9142342345826355,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
HI-1,HI,1,Pacific,Mixed,High,Low,Low,Low,29.4,0.832036145519734,0.8962060862764526,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
HI-2,HI,2,Pacific,Mixed,Medium,Low,Low,Low,29.5,0.8853382411589805,0.953619051783309,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
ID-1,ID,1,Mountain West,Rural,Medium,Very High,Low,Low,-37.99999999999999,0.83581690160795,0.9002784293293729,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
ID-2,ID,2,Mountain West,Rural,Medium,Very High,Low,Low,-23.40000000000001,0.7753043131692674,0.8350988691058042,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-1,IL,1,Midwest,Urban,Medium,Low,Very High,Low,42.4,0.8594049282997318,0.92568565856846,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-2,IL,2,Midwest,Urban,Low,Low,Very High,Low,40.0,0.7969470789263208,0.8584108111407394,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-3,IL,3,Midwest,Urban,Medium,Low,Low,High,41.400000000000006,1.0626848932315567,1.1446433838679606,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-4,IL,4,Midwest,Urban,Low,Low,Low,Very High,46.4,1.1993192233922922,1.2918154976561989,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-5,IL,5,Midwest,Urban,Very High,High,Low,Low,39.8,0.9908974554852965,1.0673194130611365,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-6,IL,6,Midwest,Urban,High,High,Low,Low,10.9,0.9658640132231542,1.0403552920471777,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-7,IL,7,Midwest,Urban,High,Low,High,Low,72.8,0.6739855189124453,0.7259659659788186,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-8,IL,8,Midwest,Urban,High,Medium,Low,Medium,15.4,0.9300625876438496,1.0017927179639279,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-9,IL,9,Midwest,Suburban,Very High,High,Low,Low,41.3,1.269658900837501,1.3675800511224925,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-10,IL,10,Midwest,Suburban,High,High,Low,Medium,25.9,1.1344420684723284,1.221934758204366,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-11,IL,11,Midwest,Suburban,High,High,Low,Medium,15.300000000000004,1.1783758655579473,1.2692569046680529,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-12,IL,12,Midwest,Rural,Low,Very High,Low,Low,-42.8,1.15520168683859,1.2442954410049893,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-13,IL,13,Midwest,Mixed,Medium,High,Medium,Low,11.199999999999996,1.2263275409191505,1.320906804179352,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-14,IL,14,Midwest,Exurban,Medium,High,Medium,Medium,11.400000000000006,1.4673646897961714,1.58053369780111,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-15,IL,15,Midwest,Rural,Medium,Very High,Low,Low,-38.7,1.2106135498869492,1.3039808875847605,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-16,IL,16,Midwest,Rural,Medium,Very High,Low,Low,-21.5,1.139324747068775,1.2271940084172686,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IL-17,IL,17,Midwest,Mixed,Low,High,Medium,Low,7.800000000000004,1.1680143893840054,1.2580963101916018,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-1,IN,1,Midwest,Suburban,Medium,Very High,Medium,Low,8.399999999999999,1.1006241789183693,1.1855086983432872,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-2,IN,2,Midwest,Exurban,Low,Very High,Low,Low,-22.6,1.468064268280533,1.5812872305639458,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-3,IN,3,Midwest,Rural,Low,Very High,Low,Low,-29.9,1.1017350847249596,1.1867052816293706,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-4,IN,4,Midwest,Rural,Medium,Very High,Low,Low,-29.1,1.1708244506395962,1.261123094561044,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-5,IN,5,Midwest,Suburban,High,Very High,Low,Low,-16.0,1.1941640624066125,1.2862627501271657,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-6,IN,6,Midwest,Rural,Medium,Very High,Low,Low,-31.90000000000001,1.1824296045867408,1.2736232841929613,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-7,IN,7,Midwest,Urban,Medium,Medium,High,Low,42.4,0.8354707568414704,0.8999055885001347,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-8,IN,8,Midwest,Rural,Low,Very High,Low,Low,-32.8,1.1137547084559307,1.1996519066052849,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IN-9,IN,9,Midwest,Rural,Low,Very High,Low,Low,-27.4,1.0913733401292949,1.1755443980294447,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IA-1,IA,1,Midwest,Mixed,Medium,Very High,Low,Low,-2.8999999999999986,1.1627227873208292,1.2523965987058596,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IA-2,IA,2,Midwest,Mixed,Medium,Very High,Low,Low,-4.400000000000006,1.1689398340782282,1.2590931288658154,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IA-3,IA,3,Midwest,Mixed,Medium,Very High,Low,Low,-0.4000000000000057,1.1523610427251645,1.2412357151059334,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
IA-4,IA,4,Midwest,Rural,Low,Very High,Low,Low,-25.9,1.085156293371896,1.1688478678694887,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KS-1,KS,1,Great Plains,Rural,Medium,Very High,Low,Low,-29.6,1.0954887437951337,1.1799771980137592,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KS-2,KS,2,Great Plains,Mixed,Medium,High,Low,Low,-16.299999999999997,1.3090244973654959,1.4099816792107225,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KS-3,KS,3,Great Plains,Suburban,Very High,Very High,Low,Low,4.5,1.1766049107465932,1.2673493667696065,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KS-4,KS,4,Great Plains,Rural,Medium,High,Low,Low,-21.700000000000003,1.2309164456483315,1.3258496235145214,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KY-1,KY,1,Appalachia,Rural,Low,Very High,Low,Low,-42.7,0.6603661860897416,0.7112962559758867,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KY-2,KY,2,Appalachia,Rural,Low,Very High,Low,Low,-36.50000000000001,0.6346690594924929,0.6836172646480699,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KY-3,KY,3,Appalachia,Urban,Medium,High,Medium,Low,22.300000000000004,0.4317841706673461,0.46508508529780945,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KY-4,KY,4,Appalachia,Rural,Medium,Very High,Low,Low,-32.7,0.6913243318923317,0.744642017259832,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KY-5,KY,5,Appalachia,Rural,Low,Very High,Low,Low,-59.3,0.729168170204956,0.7854045230793962,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
KY-6,KY,6,Appalachia,Rural,Medium,Very High,Low,Low,-11.0,0.601384388801961,0.6477655476124732,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
LA-1,LA,1,Deep South,Exurban,Unknown,Unknown,Unknown,Unknown,-39.2,0.9530540005252128,1.0265573201597875,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
LA-2,LA,2,Deep South,Urban,Unknown,Unknown,Unknown,Unknown,52.3,0.023601897310735476,0.025422169615408,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
LA-3,LA,3,Deep South,Rural,Unknown,Unknown,Unknown,Unknown,-32.3,0.5278701076662633,0.5685815523776317,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
LA-4,LA,4,Deep South,Rural,Unknown,Unknown,Unknown,Unknown,-29.90000000000001,0.5179228328544251,0.5578671041217027,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
LA-5,LA,5,Deep South,Rural,Unknown,Unknown,Unknown,Unknown,-29.0,0.5141926047999857,0.5538491860257293,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
LA-6,LA,6,Deep South,Rural,Unknown,Unknown,Unknown,Unknown,-32.099999999999994,0.5270411680986101,0.5676886816896377,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
ME-1,ME,1,Northeast,Urban,High,Very High,Low,Low,22.799999999999997,0.45590729601628865,0.49106868213329014,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
ME-2,ME,2,Northeast,Rural,Medium,Very High,Low,Low,-6.100000000000001,0.7830324022034774,0.8434229791400131,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-1,MD,1,Mid-Atlantic,Rural,Medium,High,Medium,Low,-14.4,1.281575568695318,1.380415779858339,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-2,MD,2,Mid-Atlantic,Mixed,High,High,Medium,Low,20.6,1.183283998976738,1.2745435728805612,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-3,MD,3,Mid-Atlantic,Mixed,Very High,Medium,Medium,Low,25.300000000000004,1.345698812904248,1.4494844640029885,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-4,MD,4,Mid-Atlantic,Urban,Medium,Low,Very High,Medium,80.60000000000001,0.6964806847518935,0.7501960485848074,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-5,MD,5,Mid-Atlantic,Mixed,High,Medium,High,Low,36.3,1.1107862246742106,1.1964544815336509,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-6,MD,6,Mid-Atlantic,Mixed,High,High,Medium,Low,9.800000000000004,1.2280467356300102,1.3227585900322423,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-7,MD,7,Mid-Atlantic,Urban,Medium,Low,Very High,Low,63.1,0.8232428662079874,0.8867346342488565,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MD-8,MD,8,Mid-Atlantic,Suburban,Very High,Medium,Medium,Medium,62.10000000000001,1.1698062619971943,1.2600263791560562,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
